TimeStamp;30 Температура масла в магистрали общей откачки (поз. Тм);31 Температура слива масла из опоры турбины (поз. Т606);32 Температура масла на входе в двигатель за фильтром (поз. Т607);33 Температура топливного газа перед СК (перед расходомерным устройством) (поз. Ттг);34 Давление масла в нагнетающей магистрали двигателя (после фильтра) (поз. Pм);35 Давление масла в магистрали общей откачки (поз. Р615);36 Давление за ОК Pk1;37 Давление за ОК Pk2;38 Давление топливного газа перед дозаторами (поз. Pтг1.1);39 Вибрация промежуточного корпуса газогенератора (гориз.) (поз. В1);40 Вибрация корпуса силовой турбины (гориз.) (поз. В2);41 Положение дозатора газа 8402 (или ДУС-6,5 МП) ( поз. А ДГ);42 Контроль управления дозатором газа ДГ ;43 Частота вращения РНД (Расчетная);44 Частота вращения РВД (Расчетная);45 Частота вращения РСТ (Расчетная);46 Температура воздуха на входе в газогенератор (Расчетная);47 Давление воздуха за компрессором (Расчетная);48 Частота вращения РНД приведенная;49 Частота вращения РВД приведенная;50 Температура газов за ТНД максимальная (Расчетная);51 Положение лопаток НА КВД. (поз. A2);52 Положение КПВ (поз. A3)
20:26:00.625;18.149;21.478;25.942;13.357;292.372;107.735;166.105;171.210;3084.454;2.091;1.924;11.049;11.107;3492.488;8774.082;1213.028;-22.330;168.657;3742.397;9401.922;376.612;7.736;5.072
20:26:00.645;18.169;21.479;25.959;13.357;292.343;107.934;166.105;171.210;3092.966;2.091;1.924;11.049;11.107;3492.488;8774.082;1213.028;-22.330;168.657;3742.397;9401.922;376.610;7.736;5.072
20:26:00.668;18.169;21.480;25.959;13.357;292.343;107.934;166.105;171.210;3097.222;2.091;1.924;11.049;11.107;3492.488;8774.082;1213.028;-22.330;168.657;3742.397;9401.922;376.608;7.736;5.072
20:26:00.685;18.169;21.509;25.959;13.357;292.343;107.934;165.487;168.119;3037.202;2.095;1.928;11.049;11.086;3492.488;8774.082;1213.028;-22.330;168.657;3742.397;9401.922;376.608;7.873;5.022
20:26:00.705;18.169;21.523;25.959;13.357;292.343;107.934;165.487;168.119;3007.191;2.095;1.928;11.049;11.086;3493.830;8774.554;1213.124;-22.330;166.803;3742.397;9401.922;376.599;7.873;5.022
20:26:00.725;18.169;21.530;25.959;13.357;292.343;107.934;165.487;168.119;2992.187;2.095;1.928;11.049;11.086;3493.830;8774.554;1213.124;-22.330;166.803;3743.836;9402.428;376.595;7.873;5.022
20:26:00.746;18.178;21.534;26.038;13.357;292.310;107.830;165.487;168.119;2984.684;2.095;1.928;11.049;11.086;3493.830;8774.554;1213.124;-22.330;166.803;3743.836;9402.428;376.593;7.873;5.022
20:26:00.767;18.178;21.535;26.038;13.357;292.310;107.830;165.487;168.119;2980.933;2.095;1.928;11.049;11.086;3493.830;8774.554;1213.124;-22.330;166.803;3743.836;9402.428;376.592;7.873;5.022
20:26:00.785;18.178;21.536;26.038;13.357;292.310;107.830;165.487;168.119;2979.057;2.095;1.928;11.049;11.086;3493.830;8774.554;1213.124;-22.330;166.803;3743.836;9402.428;376.591;7.873;5.022
20:26:00.805;18.178;21.556;26.038;13.357;292.310;107.830;166.646;168.274;2978.923;2.098;1.921;11.049;11.015;3493.830;8774.554;1213.124;-22.330;166.803;3743.836;9402.428;376.591;7.764;5.072
20:26:00.825;18.178;21.565;26.038;13.357;292.310;107.830;166.646;168.274;2978.856;2.098;1.921;11.049;11.015;3494.450;8776.416;1213.254;-22.330;167.460;3743.836;9402.428;376.591;7.764;5.072
20:26:00.845;18.207;21.570;26.078;13.357;292.275;107.778;166.646;168.274;2978.823;2.098;1.921;11.049;11.015;3494.450;8776.416;1213.254;-22.330;167.460;3744.500;9404.423;376.591;7.764;5.072
20:26:00.867;18.207;21.572;26.078;13.357;292.275;107.778;166.646;168.274;2978.806;2.098;1.921;11.049;11.015;3494.450;8776.416;1213.254;-22.330;167.460;3744.500;9404.423;376.591;7.764;5.072
20:26:00.885;18.207;21.574;26.078;13.357;292.275;107.778;166.646;168.274;2978.798;2.098;1.921;11.049;11.015;3494.450;8776.416;1213.254;-22.330;167.460;3744.500;9404.423;376.591;7.764;5.072
20:26:00.905;18.207;21.587;26.078;13.357;292.275;107.778;165.023;167.501;2975.331;2.093;1.917;10.978;11.002;3494.450;8776.416;1213.254;-22.330;167.460;3744.500;9404.423;376.591;7.711;5.078
20:26:00.925;18.207;21.593;26.078;13.357;292.275;107.778;165.023;167.501;2973.597;2.093;1.917;10.978;11.002;3494.451;8776.873;1213.370;-22.330;166.262;3744.500;9404.423;376.590;7.711;5.078
20:26:00.945;18.221;21.597;26.098;13.357;292.230;107.761;165.023;167.501;2972.730;2.093;1.917;10.978;11.002;3494.451;8776.873;1213.370;-22.330;166.262;3744.500;9404.913;376.591;7.711;5.078
20:26:00.966;18.221;21.598;26.098;13.357;292.230;107.761;165.023;167.501;2972.297;2.093;1.917;10.978;11.002;3494.451;8776.873;1213.370;-22.330;166.262;3744.500;9404.913;376.591;7.711;5.078
20:26:00.985;18.221;21.599;26.098;13.357;292.230;107.761;165.023;167.501;2972.080;2.093;1.917;10.978;11.002;3494.451;8776.873;1213.370;-22.330;166.262;3744.500;9404.913;376.591;7.711;5.078
20:26:01.005;18.221;21.618;26.098;13.357;292.230;107.761;166.801;170.051;2946.494;2.100;1.917;10.978;10.968;3494.451;8776.873;1213.370;-22.330;166.262;3744.500;9404.913;376.591;7.739;4.972
20:26:01.025;18.221;21.628;26.098;13.357;292.230;107.761;166.801;170.051;2933.701;2.100;1.917;10.978;10.968;3494.719;8776.600;1213.480;-22.330;168.426;3744.500;9404.913;376.607;7.739;4.972
20:26:01.045;18.228;21.633;26.178;13.357;292.161;107.391;166.801;170.051;2927.304;2.100;1.917;10.978;10.968;3494.719;8776.600;1213.480;-22.330;168.426;3744.788;9404.620;376.616;7.739;4.972
20:26:01.067;18.228;21.635;26.178;13.357;292.161;107.391;166.801;170.051;2924.106;2.100;1.917;10.978;10.968;3494.719;8776.600;1213.480;-22.330;168.426;3744.788;9404.620;376.620;7.739;4.972
20:26:01.085;18.228;21.636;26.178;13.357;292.161;107.391;166.801;170.051;2922.507;2.100;1.917;10.978;10.968;3494.719;8776.600;1213.480;-22.330;168.426;3744.788;9404.620;376.622;7.739;4.972
20:26:01.105;18.228;21.659;26.178;13.357;292.161;107.391;166.337;167.965;2910.329;2.098;1.919;10.954;10.956;3494.719;8776.600;1213.480;-22.330;168.426;3744.788;9404.620;376.623;7.628;5.019
20:26:01.125;18.228;21.670;26.178;13.357;292.161;107.391;166.337;167.965;2904.240;2.098;1.919;10.954;10.956;3494.554;8777.558;1213.520;-22.330;167.151;3744.788;9404.620;376.640;7.628;5.019
20:26:01.145;18.232;21.676;26.219;13.357;292.071;107.067;166.337;167.965;2901.196;2.098;1.919;10.954;10.956;3494.554;8777.558;1213.520;-22.330;167.151;3744.611;9405.646;376.649;7.628;5.019
20:26:01.168;18.232;21.679;26.219;13.357;292.071;107.067;166.337;167.965;2899.673;2.098;1.919;10.954;10.956;3494.554;8777.558;1213.520;-22.330;167.151;3744.611;9405.646;376.654;7.628;5.019
20:26:01.185;18.232;21.680;26.219;13.357;292.071;107.067;166.337;167.965;2898.912;2.098;1.919;10.954;10.956;3494.554;8777.558;1213.520;-22.330;167.151;3744.611;9405.646;376.656;7.628;5.019
20:26:01.205;18.232;21.697;26.219;13.357;292.071;107.067;165.796;168.274;2935.573;2.093;1.919;10.954;11.015;3494.554;8777.558;1213.520;-22.330;167.151;3744.611;9405.646;376.657;7.631;4.969
20:26:01.225;18.232;21.705;26.219;13.357;292.071;107.067;165.796;168.274;2953.904;2.093;1.919;10.954;11.015;3494.656;8775.601;1213.526;-22.330;167.035;3744.611;9405.646;376.724;7.631;4.969
20:26:01.245;18.281;21.709;26.239;13.357;292.007;106.998;165.796;168.274;2963.069;2.093;1.919;10.954;11.015;3494.656;8775.601;1213.526;-22.330;167.035;3744.720;9403.549;376.758;7.631;4.969
20:26:01.266;18.281;21.711;26.239;13.357;292.007;106.998;165.796;168.274;2967.651;2.093;1.919;10.954;11.015;3494.656;8775.601;1213.526;-22.330;167.035;3744.720;9403.549;376.775;7.631;4.969
20:26:01.288;18.281;21.712;26.239;13.357;292.007;106.998;165.796;168.274;2969.943;2.093;1.919;10.954;11.015;3494.656;8775.601;1213.526;-22.330;167.035;3744.720;9403.549;376.783;7.631;4.969
20:26:01.305;18.281;21.731;26.239;13.357;292.007;106.998;167.574;169.046;2960.020;2.098;1.917;10.950;11.067;3494.656;8775.601;1213.526;-22.330;167.035;3744.720;9403.549;376.787;7.764;4.997
20:26:01.325;18.281;21.741;26.239;13.357;292.007;106.998;167.574;169.046;2955.058;2.098;1.917;10.950;11.067;3494.730;8776.442;1213.544;-22.330;168.310;3744.720;9403.549;376.798;7.764;4.997
20:26:01.345;18.305;21.746;26.319;13.357;291.975;107.705;167.574;169.046;2952.577;2.098;1.917;10.950;11.067;3494.730;8776.442;1213.544;-22.330;168.310;3744.800;9404.451;376.803;7.764;4.997
20:26:01.367;18.305;21.748;26.319;13.357;291.975;107.705;167.574;169.046;2951.336;2.098;1.917;10.950;11.067;3494.730;8776.442;1213.544;-22.330;168.310;3744.800;9404.451;376.806;7.764;4.997
20:26:01.385;18.305;21.749;26.319;13.357;291.975;107.705;167.574;169.046;2950.716;2.098;1.917;10.950;11.067;3494.730;8776.442;1213.544;-22.330;168.310;3744.800;9404.451;376.807;7.764;4.997
20:26:01.405;18.305;21.775;26.319;13.357;291.975;107.705;163.709;170.978;2956.219;2.105;1.912;10.954;11.061;3494.730;8776.442;1213.544;-22.330;168.310;3744.800;9404.451;376.808;7.736;5.072
20:26:01.425;18.305;21.788;26.319;13.357;291.975;107.705;163.709;170.978;2958.970;2.105;1.912;10.954;11.061;3494.224;8776.771;1213.582;-22.341;167.343;3744.800;9404.451;376.808;7.736;5.072
20:26:01.445;18.317;21.794;26.360;13.357;291.932;108.735;163.709;170.978;2960.346;2.105;1.912;10.954;11.061;3494.224;8776.771;1213.582;-22.347;167.343;3744.344;9405.021;376.808;7.736;5.072
20:26:01.466;18.317;21.798;26.360;13.357;291.932;108.735;163.709;170.978;2961.034;2.105;1.912;10.954;11.061;3494.224;8776.771;1213.582;-22.350;167.343;3744.388;9405.132;376.808;7.736;5.072
20:26:01.485;18.317;21.799;26.360;13.357;291.932;108.735;163.709;170.978;2961.378;2.105;1.912;10.954;11.061;3494.224;8776.771;1213.582;-22.352;167.343;3744.409;9405.185;376.808;7.736;5.072
20:26:01.505;18.317;21.797;26.360;13.357;291.932;108.735;167.187;168.428;2948.687;2.105;1.909;10.957;11.049;3494.224;8776.771;1213.582;-22.352;167.343;3744.420;9405.212;376.808;7.522;5.022
20:26:01.526;18.317;21.796;26.360;13.357;291.932;108.735;167.187;168.428;2942.342;2.105;1.909;10.957;11.049;3494.148;8777.426;1213.661;-22.364;167.808;3744.426;9405.226;376.808;7.522;5.022
20:26:01.545;18.347;21.795;26.380;13.345;291.891;109.324;167.187;168.428;2939.169;2.105;1.909;10.957;11.049;3494.148;8777.426;1213.661;-22.370;167.808;3744.434;9406.154;376.808;7.522;5.022
20:26:01.567;18.347;21.795;26.380;13.345;291.891;109.324;167.187;168.428;2937.583;2.105;1.909;10.957;11.049;3494.148;8777.426;1213.661;-22.373;167.808;3744.479;9406.266;376.808;7.522;5.022
20:26:01.585;18.347;21.795;26.380;13.345;291.891;109.324;167.187;168.428;2936.790;2.105;1.909;10.957;11.049;3494.148;8777.426;1213.661;-22.375;167.808;3744.501;9406.322;376.808;7.522;5.022
20:26:01.605;18.347;21.798;26.380;13.345;291.891;109.324;166.260;167.656;2937.073;2.110;1.917;10.954;11.027;3494.148;8777.426;1213.661;-22.376;167.808;3744.512;9406.351;376.808;7.383;4.969
20:26:01.625;18.347;21.799;26.380;13.345;291.891;109.324;166.260;167.656;2937.215;2.110;1.917;10.954;11.027;3494.114;8776.545;1213.724;-22.376;166.958;3744.518;9406.364;376.825;7.383;4.969
20:26:01.645;18.362;21.800;26.390;13.339;291.852;109.174;166.260;167.656;2937.286;2.110;1.917;10.954;11.027;3494.114;8776.545;1213.724;-22.376;166.958;3744.484;9405.428;376.834;7.383;4.969
20:26:01.666;18.362;21.800;26.390;13.339;291.852;109.174;166.260;167.656;2937.322;2.110;1.917;10.954;11.027;3494.114;8776.545;1213.724;-22.376;166.958;3744.485;9405.431;376.838;7.383;4.969
20:26:01.685;18.362;21.801;26.390;13.339;291.852;109.174;166.260;167.656;2937.339;2.110;1.917;10.954;11.027;3494.114;8776.545;1213.724;-22.376;166.958;3744.486;9405.433;376.840;7.383;4.969
20:26:01.708;18.362;21.813;26.390;13.339;291.852;109.174;165.564;167.269;2919.724;2.110;1.914;10.954;11.018;3494.114;8776.545;1213.724;-22.376;166.958;3744.487;9405.434;376.841;7.736;5.022
20:26:01.725;18.362;21.820;26.390;13.339;291.852;109.174;165.564;167.269;2910.917;2.110;1.914;10.954;11.018;3493.579;8777.203;1213.756;-22.382;166.417;3744.487;9405.434;376.824;7.736;5.022
20:26:01.745;18.369;21.823;26.454;13.336;291.842;108.579;165.564;167.269;2906.513;2.110;1.914;10.954;11.018;3493.579;8777.203;1213.756;-22.385;166.417;3743.957;9406.249;376.816;7.736;5.022
20:26:01.765;18.369;21.824;26.454;13.336;291.842;108.579;165.564;167.269;2904.311;2.110;1.914;10.954;11.018;3493.579;8777.203;1213.756;-22.387;166.417;3743.979;9406.304;376.812;7.736;5.022
20:26:01.786;18.369;21.825;26.454;13.336;291.842;108.579;165.564;167.269;2903.209;2.110;1.914;10.954;11.018;3493.579;8777.203;1213.756;-22.387;166.417;3743.990;9406.331;376.810;7.736;5.022
20:26:01.805;18.369;21.826;26.454;13.336;291.842;108.579;165.564;167.269;2902.659;2.110;1.914;10.954;11.018;3493.579;8777.203;1213.756;-22.388;166.417;3743.995;9406.344;376.809;7.736;5.022
20:26:01.825;18.369;21.838;26.454;13.336;291.842;108.579;165.719;169.355;2892.304;2.110;1.907;10.954;11.021;3493.579;8777.203;1213.756;-22.388;166.417;3743.998;9406.352;376.808;7.656;5.075
20:26:01.845;18.396;21.845;26.486;13.347;291.819;107.179;165.719;169.355;2887.127;2.110;1.907;10.954;11.021;3493.284;8776.901;1213.758;-22.388;167.537;3743.999;9406.354;376.808;7.656;5.075
20:26:01.867;18.396;21.848;26.486;13.347;291.819;107.179;165.719;169.355;2884.538;2.110;1.907;10.954;11.021;3493.284;8776.901;1213.758;-22.388;167.537;3743.684;9406.033;376.808;7.656;5.075
20:26:01.885;18.396;21.849;26.486;13.347;291.819;107.179;165.719;169.355;2883.244;2.110;1.907;10.954;11.021;3493.284;8776.901;1213.758;-22.388;167.537;3743.684;9406.033;376.808;7.656;5.075
20:26:01.905;18.396;21.850;26.486;13.347;291.819;107.179;165.719;169.355;2882.596;2.110;1.907;10.954;11.021;3493.284;8776.901;1213.758;-22.388;167.537;3743.684;9406.034;376.808;7.656;5.075
20:26:01.925;18.396;21.873;26.486;13.347;291.819;107.179;165.950;166.651;2924.571;2.114;1.914;10.950;11.015;3493.284;8776.901;1213.758;-22.388;167.537;3743.684;9406.034;376.808;7.714;4.914
20:26:01.945;18.410;21.884;26.502;13.352;291.788;105.691;165.950;166.651;2945.558;2.114;1.914;10.950;11.015;3492.287;8775.797;1213.716;-22.394;166.301;3743.684;9406.034;376.816;7.714;4.914
20:26:01.965;18.410;21.889;26.502;13.352;291.788;105.691;165.950;166.651;2956.052;2.114;1.914;10.950;11.015;3492.287;8775.797;1213.716;-22.397;166.301;3742.660;9404.960;376.821;7.714;4.914
20:26:01.987;18.410;21.892;26.502;13.352;291.788;105.691;165.950;166.651;2961.298;2.114;1.914;10.950;11.015;3492.287;8775.797;1213.716;-22.398;166.301;3742.682;9405.015;376.823;7.714;4.914
20:26:02.005;18.410;21.894;26.502;13.352;291.788;105.691;165.950;166.651;2963.922;2.114;1.914;10.950;11.015;3492.287;8775.797;1213.716;-22.399;166.301;3742.693;9405.042;376.824;7.714;4.914
20:26:02.026;18.410;21.907;26.502;13.352;291.788;105.691;165.796;166.110;2973.149;2.117;1.914;10.950;11.039;3492.287;8775.797;1213.716;-22.399;166.301;3742.698;9405.056;376.824;7.686;4.969
20:26:02.045;18.417;21.914;26.568;13.354;291.773;105.188;165.796;166.110;2977.762;2.117;1.914;10.950;11.039;3492.142;8775.404;1213.634;-22.405;165.953;3742.700;9405.063;376.824;7.686;4.969
20:26:02.065;18.417;21.917;26.568;13.354;291.773;105.188;165.796;166.110;2980.069;2.117;1.914;10.950;11.039;3492.142;8775.404;1213.634;-22.408;165.953;3742.590;9404.754;376.824;7.686;4.969
20:26:02.085;18.417;21.918;26.568;13.354;291.773;105.188;165.796;166.110;2981.223;2.117;1.914;10.950;11.039;3492.142;8775.404;1213.634;-22.410;165.953;3742.612;9404.811;376.825;7.686;4.969
20:26:02.105;18.417;21.919;26.568;13.354;291.773;105.188;165.796;166.110;2981.799;2.117;1.914;10.950;11.039;3492.142;8775.404;1213.634;-22.410;165.953;3742.623;9404.839;376.825;7.686;4.969
20:26:02.125;18.417;21.942;26.568;13.354;291.773;105.188;165.100;167.347;2966.442;2.121;1.919;10.954;11.024;3492.142;8775.404;1213.634;-22.411;165.953;3742.629;9404.853;376.825;7.544;4.994
20:26:02.148;18.444;21.953;26.602;13.356;291.756;105.975;165.100;167.347;2958.764;2.121;1.919;10.954;11.024;3491.833;8774.774;1213.549;-22.423;166.223;3742.632;9404.860;376.825;7.544;4.994
20:26:02.165;18.444;21.958;26.602;13.356;291.756;105.975;165.100;167.347;2954.924;2.121;1.919;10.954;11.024;3491.833;8774.774;1213.549;-22.429;166.223;3742.389;9404.406;376.825;7.544;4.994
20:26:02.186;18.444;21.961;26.602;13.356;291.756;105.975;165.100;167.347;2953.005;2.121;1.919;10.954;11.024;3491.833;8774.774;1213.549;-22.432;166.223;3742.433;9404.518;376.825;7.544;4.994
20:26:02.205;18.444;21.963;26.602;13.356;291.756;105.975;165.100;167.347;2952.045;2.121;1.919;10.954;11.024;3491.833;8774.774;1213.549;-22.433;166.223;3742.455;9404.573;376.825;7.544;4.994
20:26:02.225;18.457;21.982;26.619;13.356;291.692;107.008;165.950;168.428;2911.679;2.121;1.919;10.957;10.981;3491.833;8774.774;1213.549;-22.434;166.223;3742.466;9404.601;376.825;7.631;4.994
20:26:02.245;18.457;21.992;26.619;13.356;291.692;107.008;165.950;168.428;2891.496;2.121;1.919;10.957;10.981;3492.766;8774.761;1213.484;-22.434;167.189;3742.471;9404.614;376.758;7.631;4.994
20:26:02.265;18.457;21.997;26.619;13.356;291.692;107.008;165.950;168.428;2881.404;2.121;1.919;10.957;10.981;3492.766;8774.761;1213.484;-22.434;167.189;3743.474;9404.606;376.724;7.631;4.994
20:26:02.286;18.457;21.999;26.619;13.356;291.692;107.008;165.950;168.428;2876.358;2.121;1.919;10.957;10.981;3492.766;8774.761;1213.484;-22.434;167.189;3743.475;9404.609;376.708;7.631;4.994
20:26:02.308;18.457;22.001;26.619;13.356;291.692;107.008;165.950;168.428;2873.835;2.121;1.919;10.957;10.981;3492.766;8774.761;1213.484;-22.434;167.189;3743.476;9404.611;376.699;7.631;4.994
20:26:02.325;18.464;22.017;26.698;13.357;291.595;108.284;164.405;165.647;2926.683;2.121;1.912;10.954;10.965;3492.766;8774.761;1213.484;-22.434;167.189;3743.476;9404.612;376.695;7.653;4.994
20:26:02.345;18.464;22.025;26.698;13.357;291.595;108.284;164.405;165.647;2953.107;2.121;1.912;10.954;10.965;3490.969;8774.315;1213.429;-22.440;165.026;3743.476;9404.612;376.651;7.653;4.994
20:26:02.365;18.464;22.029;26.698;13.357;291.595;108.284;164.405;165.647;2966.319;2.121;1.912;10.954;10.965;3490.969;8774.315;1213.429;-22.443;165.026;3741.594;9404.245;376.629;7.653;4.994
20:26:02.386;18.464;22.031;26.698;13.357;291.595;108.284;164.405;165.647;2972.925;2.121;1.912;10.954;10.965;3490.969;8774.315;1213.429;-22.445;165.026;3741.615;9404.300;376.618;7.653;4.994
