TimeStamp;Температура масла в магистрали общей откачки (поз. Тм);Температура слива масла из опоры турбины (поз. Т606);Температура масла на входе в двигатель за фильтром (поз. Т607);Температура топливного газа перед СК (перед расходомерным устройством) (поз. Ттг);Давление масла в нагнетающей магистрали двигателя (после фильтра) (поз. Pм);Давление масла в магистрали общей откачки (поз. Р615);Давление за ОК Pk1;Давление за ОК Pk2;Давление топливного газа перед дозаторами (поз. Pтг1.1);Вибрация промежуточного корпуса газогенератора (гориз.) (поз. В1);Вибрация корпуса силовой турбины (гориз.) (поз. В2);Положение дозатора газа 8402 (или ДУС-6,5 МП) ( поз. А ДГ);Контроль управления дозатором газа ДГ ;Частота вращения РНД (Расчетная);Частота вращения РВД (Расчетная);Частота вращения РСТ (Расчетная);Температура воздуха на входе в газогенератор (Расчетная);Давление воздуха за компрессором (Расчетная);Частота вращения РНД приведенная;Частота вращения РВД приведенная;Температура газов за ТНД максимальная (Расчетная);Положение лопаток НА КВД. (поз. A2) ;Положение КПВ (поз. A3)
12:10:00.298;21.618;28.23;24.361;8.762;302.262;197.646;244.096;257.437;2916.788;1.977;1.147;32.478;32.428;4053.113;9565.009;1490.214;5.554;250.844;4119.954;9723.332;439.044;15.961;8.047
12:10:00.322;21.618;28.23;24.338;8.762;302.355;196.737;244.096;257.284;2916.788;1.977;1.152;32.49;32.413;4054.471;9565.344;1490.209;5.554;250.767;4120.151;9723.213;439.044;16.019;8.018
12:10:00.344;21.618;28.23;24.338;8.762;302.373;196.088;244.867;257.284;2917.406;1.977;1.147;32.49;32.437;4054.979;9566.256;1490.191;5.554;250.69;4121.532;9723.554;439.044;16.126;8.018
12:10:00.369;21.618;28.23;24.338;8.762;302.373;196.088;243.634;257.744;2915.181;1.972;1.147;32.487;32.437;4056.891;9565.375;1490.178;5.554;251.075;4122.048;9724.481;439.069;16.128;8.156
12:10:00.391;21.618;28.23;24.338;8.762;302.373;196.088;243.634;257.744;2915.181;1.972;1.147;32.487;32.437;4052.767;9565.203;1490.169;5.531;250.689;4123.991;9723.586;439.069;16.128;8.156
12:10:00.414;21.618;28.322;24.338;8.762;302.225;197.219;244.636;256.824;2915.552;1.98;1.154;32.53;32.434;4052.767;9565.203;1490.169;5.531;250.689;4119.971;9723.815;439.069;16.128;8.047
12:10:00.437;21.618;28.322;24.338;8.762;301.873;198.647;245.406;256.824;2917.282;1.977;1.154;32.425;32.434;4054.321;9565.943;1490.153;5.531;250.73;4119.971;9723.815;439.069;15.964;8.131
12:10:00.459;21.618;28.322;24.338;8.81;301.669;200.704;245.406;256.212;2917.282;1.977;1.154;32.437;32.434;4055.325;9563.692;1490.146;5.531;251.115;4121.551;9724.568;439.069;15.749;8.089
12:10:00.487;21.664;28.322;24.338;8.81;301.947;203.207;242.863;259.123;2915.675;1.977;1.154;32.437;32.434;4054.347;9564.954;1490.141;5.531;250.809;4122.572;9722.28;439.069;15.922;8.08
12:10:00.508;21.664;28.322;24.338;8.81;302.318;203.207;245.252;256.365;2915.675;1.984;1.154;32.425;32.425;4052.096;9565.227;1490.133;5.531;250.993;4121.577;9723.563;439.069;15.961;8.08
12:10:00.528;21.664;28.322;24.338;8.81;302.318;205.191;244.404;257.131;2917.653;1.982;1.159;32.555;32.462;4054.491;9564.931;1490.129;5.531;250.808;4119.289;9723.84;439.069;15.961;8.086
12:10:00.552;21.664;28.322;24.338;8.81;302.392;206.229;243.711;257.131;2915.181;1.987;1.159;32.499;32.462;4054.746;9564.401;1490.137;5.508;250.768;4121.724;9723.539;439.069;15.997;8.047
12:10:00.575;21.664;28.322;24.338;8.81;302.392;206.229;243.711;257.131;2915.181;1.987;1.159;32.499;32.462;4055.13;9564.876;1490.129;5.508;250.421;4122.155;9723.406;439.069;15.997;8.047
12:10:00.597;21.664;28.322;24.338;8.81;302.28;206.062;243.711;257.897;2915.181;1.987;1.164;32.493;32.431;4055.13;9564.876;1490.129;5.508;250.421;4122.545;9723.889;439.069;15.878;8.08
12:10:00.620;21.664;28.322;24.338;8.81;302.058;205.395;243.788;257.744;2915.552;1.975;1.159;32.493;32.453;4053.964;9564.954;1490.14;5.508;250.804;4122.545;9723.889;439.069;16.035;8.148
12:10:00.643;21.664;28.322;24.385;8.81;301.891;205.395;245.175;256.365;2917.158;1.977;1.157;32.481;32.437;4053.857;9564.736;1490.147;5.508;250.766;4121.36;9723.969;439.094;15.911;8.148
12:10:00.669;21.664;28.322;24.385;8.81;301.891;204.301;243.557;258.663;2916.417;1.984;1.159;32.471;32.437;4053.605;9564.276;1490.172;5.508;250.77;4121.251;9723.747;439.094;15.911;8.17
12:10:00.689;21.664;28.322;24.385;8.81;301.669;203.003;244.327;258.663;2915.552;1.98;1.159;32.49;32.437;4052.836;9564.837;1490.201;5.508;251.11;4120.995;9723.279;439.094;16.156;8.092
12:10:00.712;21.664;28.415;24.385;8.81;301.594;201.817;244.327;257.514;2915.552;1.98;1.162;32.496;32.434;4053.411;9564.923;1490.236;5.496;251.495;4120.213;9723.85;439.094;15.876;8.016
12:10:00.735;21.664;28.415;24.385;8.81;301.594;201.817;244.327;257.514;2915.552;1.98;1.162;32.496;32.434;4054.162;9564.564;1490.267;5.496;250.921;4120.884;9724.14;439.094;15.876;8.016
12:10:00.758;21.664;28.415;24.385;8.81;302.002;200.89;244.867;255.675;2916.417;1.982;1.162;32.44;32.437;4054.162;9564.564;1490.267;5.496;250.921;4121.647;9723.775;439.094;16.013;8.114
12:10:00.781;21.664;28.415;24.385;8.786;302.484;199.778;244.481;257.744;2916.417;1.982;1.159;32.44;32.437;4053.645;9564.3;1490.294;5.496;250.271;4121.647;9723.775;439.082;15.876;8.114
12:10:00.807;21.571;28.415;24.385;8.786;302.484;199.778;243.017;258.127;2914.81;1.982;1.159;32.462;32.44;4054.446;9564.472;1490.37;5.496;251.113;4121.122;9723.506;439.082;15.876;8.142
12:10:00.829;21.571;28.415;24.385;8.786;302.763;198.406;245.175;258.127;2916.911;1.982;1.159;32.49;32.44;4053.888;9564.962;1490.389;5.496;250.572;4121.936;9723.681;439.082;16.041;8.083
12:10:00.852;21.571;28.415;24.385;8.786;302.447;196.904;245.175;256.748;2916.911;1.98;1.164;32.49;32.437;4053.659;9565.04;1490.416;5.496;251.651;4121.369;9724.18;439.094;15.889;8.013
12:10:00.874;21.571;28.415;24.385;8.786;302.447;196.904;245.175;256.748;2916.911;1.98;1.164;32.49;32.437;4053.842;9565.18;1490.433;5.485;250.961;4121.136;9724.259;439.094;15.889;8.013
12:10:00.896;21.571;28.415;24.385;8.786;302.039;196.033;244.25;258.05;2917.158;1.98;1.166;32.481;32.437;4053.842;9565.18;1490.433;5.485;250.961;4121.407;9724.603;439.094;15.999;8.08
12:10:00.919;21.571;28.415;24.385;8.786;302.355;195.81;243.402;258.51;2914.687;1.982;1.164;32.481;32.434;4053.19;9564.721;1490.455;5.485;251.15;4121.407;9724.603;439.094;16.041;8.08
12:10:00.942;21.571;28.415;24.385;8.786;302.355;195.81;245.483;256.441;2917.158;1.984;1.159;32.493;32.431;4054.095;9564.564;1490.466;5.485;250.956;4120.745;9724.136;439.082;16.041;8.137
12:10:00.968;21.571;28.415;24.385;8.786;302.058;197.015;244.559;256.441;2917.035;1.975;1.159;32.465;32.431;4053.708;9566.053;1490.479;5.485;250.962;4121.665;9723.978;439.082;16.076;8.03
12:10:00.988;21.571;28.415;24.385;8.786;301.632;199.629;244.481;258.51;2914.81;1.982;1.162;32.481;32.431;4054.567;9564.697;1490.495;5.485;250.5;4121.271;9725.49;439.094;16.046;8.061
12:10:01.011;21.571;28.415;24.385;8.786;301.65;201.001;244.481;257.131;2914.81;1.982;1.164;32.471;32.437;4054.162;9564.261;1490.495;5.473;251.496;4122.144;9724.112;439.094;16.035;8.069
12:10:01.034;21.571;28.415;24.385;8.786;301.65;201.001;244.481;257.131;2914.81;1.982;1.164;32.471;32.437;4054.142;9564.51;1490.513;5.473;250.806;4121.818;9723.871;439.094;16.035;8.069
12:10:01.057;21.571;28.439;24.385;8.786;301.78;202.799;245.483;256.365;2916.17;1.977;1.164;32.471;32.419;4054.142;9564.51;1490.513;5.473;250.806;4121.798;9724.124;439.094;15.961;8.069
12:10:01.080;21.571;28.439;24.385;8.786;301.78;202.799;245.329;256.978;2917.653;1.982;1.166;32.496;32.44;4054.646;9564.954;1490.532;5.473;250.924;4121.798;9724.124;439.094;15.933;8.002
12:10:01.106;21.571;28.439;24.385;8.81;301.632;203.763;244.019;258.203;2915.304;1.977;1.166;32.515;32.44;4054.353;9564.775;1490.551;5.473;251.153;4122.312;9724.576;439.094;15.933;8.108
12:10:01.127;21.595;28.439;24.385;8.81;302.058;202.929;244.404;258.203;2916.417;1.977;1.166;32.481;32.44;4054.221;9564.729;1490.569;5.473;251.111;4122.013;9724.395;439.094;15.953;8.038
12:10:01.150;21.595;28.439;24.385;8.81;302.058;202.929;244.404;258.203;2916.417;1.977;1.166;32.481;32.44;4055.485;9564.619;1490.592;5.473;251.304;4121.878;9724.347;439.094;15.953;8.038
12:10:01.174;21.595;28.439;24.385;8.81;302.169;201.279;244.404;257.054;2916.417;1.977;1.166;32.484;32.437;4055.485;9564.619;1490.592;5.473;251.304;4123.164;9724.235;439.094;16.016;8.078
12:10:01.195;21.595;28.439;24.385;8.81;302.058;199.611;244.327;256.748;2917.158;1.98;1.169;32.484;32.431;4054.084;9564.915;1490.627;5.473;250.729;4123.164;9724.235;439.094;15.961;8.125
12:10:01.218;21.595;28.439;24.385;8.81;301.817;199.611;244.481;258.05;2915.552;1.977;1.164;32.474;32.437;4055.067;9565.195;1490.655;5.473;250.538;4121.739;9724.536;439.094;15.986;8.125
12:10:01.241;21.595;28.439;24.385;8.81;301.817;198.053;243.942;257.284;2916.293;1.982;1.171;32.502;32.447;4054.261;9566.131;1490.681;5.473;251.266;4122.739;9724.821;439.119;15.986;8.063
12:10:01.267;21.595;28.439;24.385;8.81;302.206;196.96;245.098;257.284;2917.035;1.987;1.171;32.499;32.447;4053.623;9565.219;1490.739;5.473;250.613;4121.92;9725.772;439.119;16.101;8.097
12:10:01.287;21.595;28.439;24.454;8.81;302.28;197.238;245.098;257.361;2917.035;1.987;1.171;32.478;32.431;4054.367;9564.588;1490.781;5.473;251.191;4121.271;9724.846;439.119;16.002;8.179
12:10:01.310;21.595;28.439;24.454;8.81;302.28;197.238;245.098;257.361;2917.035;1.987;1.171;32.478;32.431;4053.978;9565.009;1490.834;5.473;251.229;4122.027;9724.204;439.119;16.002;8.179
12:10:01.333;21.595;28.532;24.454;8.81;301.78;198.202;244.636;256.748;2915.428;1.987;1.171;32.49;32.434;4053.978;9565.009;1490.834;5.473;251.229;4121.632;9724.632;439.119;15.818;8.033
12:10:01.356;21.595;28.532;24.454;8.81;301.78;198.202;244.636;256.748;2915.428;1.987;1.171;32.49;32.434;4055.933;9564.729;1490.91;5.473;250.692;4121.632;9724.632;439.144;15.818;8.033
12:10:01.380;21.595;28.532;24.454;8.81;301.78;198.888;244.867;256.518;2917.035;1.984;1.169;32.478;32.434;4055.933;9564.729;1490.91;5.473;250.692;4123.619;9724.347;439.144;15.818;8.004
12:10:01.402;21.595;28.532;24.454;8.81;301.557;199.129;243.325;256.518;2915.923;1.992;1.169;32.478;32.434;4055.661;9564.456;1490.922;5.473;250.692;4123.619;9724.347;439.169;15.873;7.973
12:10:01.425;21.664;28.532;24.454;8.81;301.706;198.888;243.325;258.51;2915.923;1.992;1.171;32.481;32.437;4055.462;9565.234;1490.943;5.473;249.922;4123.342;9724.07;439.194;15.848;8.018
12:10:01.448;21.664;28.532;24.454;8.81;301.984;198.072;244.79;256.748;2915.304;1.992;1.174;32.49;32.44;4056.095;9567.495;1490.951;5.473;250.918;4123.141;9724.861;439.194;15.906;8.123
12:10:01.471;21.664;28.532;24.454;8.81;301.947;198.072;245.098;255.829;2917.158;1.992;1.171;32.49;32.44;4054.731;9565.492;1490.94;5.473;250.769;4123.785;9727.159;439.194;15.788;8.123
12:10:01.494;21.664;28.532;24.454;8.81;301.947;198.072;245.098;255.829;2917.158;1.992;1.171;32.49;32.44;4054.826;9564.464;1490.924;5.473;250.463;4122.397;9725.123;439.194;15.788;8.123
12:10:01.517;21.664;28.532;24.454;8.81;301.947;197.33;243.634;258.74;2915.923;1.999;1.174;32.471;32.431;4054.826;9564.464;1490.924;5.473;250.463;4122.494;9724.078;439.194;15.788;7.993
12:10:01.540;21.664;28.532;24.454;8.81;301.947;197.33;243.634;258.74;2915.923;1.999;1.174;32.471;32.431;4054.826;9564.464;1490.924;5.473;250.463;4122.494;9724.078;439.194;15.788;7.993
12:10:01.563;21.664;28.532;24.454;8.81;301.873;196.515;244.559;258.74;2914.687;1.999;1.174;32.465;32.431;4055.251;9565.32;1490.919;5.45;251.187;4122.494;9724.078;439.194;16.087;8.078
12:10:01.587;21.664;28.532;24.454;8.81;301.798;195.569;244.559;256.824;2914.687;1.999;1.169;32.484;32.431;4054.192;9568.181;1490.903;5.45;251.649;4123.098;9725.354;439.194;15.991;8.137
12:10:01.610;21.664;28.532;24.454;8.81;301.891;195.124;243.865;257.207;2917.282;1.997;1.178;32.493;32.44;4055.108;9563.521;1490.9;5.45;250.691;4122.021;9728.263;439.207;16.038;8.17
12:10:01.633;21.664;28.532;24.338;8.81;302.077;194.957;244.636;257.82;2917.035;2.002;1.171;32.493;32.431;4054.497;9564.985;1490.901;5.45;250.536;4122.953;9723.524;439.207;16.095;8.17
12:10:01.657;21.664;28.532;24.338;8.81;302.077;194.957;243.865;257.667;2914.687;1.997;1.171;32.496;32.366;4054.811;9565.281;1490.913;5.45;251.228;4122.332;9725.014;439.207;16.095;8.182
12:10:01.680;21.664;28.532;24.338;8.81;302.077;194.957;243.865;257.667;2914.687;1.997;1.171;32.496;32.366;4055.367;9565.647;1490.924;5.45;250.766;4122.65;9725.314;439.207;16.095;8.182
12:10:01.702;21.664;28.625;24.338;8.81;302.262;194.568;245.792;257.667;2916.293;2.002;1.171;32.478;32.366;4055.367;9565.647;1490.924;5.45;250.766;4123.216;9725.688;439.207;15.991;8.246
12:10:01.725;21.664;28.625;24.338;8.81;302.151;194.271;245.792;257.054;2916.293;1.999;1.174;32.493;32.437;4055.05;9566.1;1490.935;5.45;251.729;4123.216;9725.688;439.207;16.005;8.26
12:10:01.748;21.804;28.625;24.338;8.81;301.947;194.809;245.098;257.514;2917.529;1.999;1.171;32.499;32.431;4055.839;9565.103;1490.944;5.45;251.423;4122.894;9726.146;439.207;15.909;8.106
12:10:01.772;21.804;28.625;24.338;8.857;301.798;194.698;243.865;257.514;2914.81;1.999;1.171;32.499;32.431;4056.502;9565.328;1490.964;5.45;251.306;4123.695;9725.133;439.207;15.851;8.106
12:10:01.793;21.804;28.625;24.338;8.857;301.798;194.698;245.329;257.437;2916.541;2.002;1.169;32.493;32.416;4054.675;9565.258;1490.993;5.45;250.689;4124.371;9725.362;439.207;15.851;8.016
12:10:01.817;21.804;28.625;24.338;8.857;301.984;194.123;244.867;257.437;2917.158;1.997;1.169;32.487;32.416;4054.8;9565.461;1491.026;5.45;251.383;4122.512;9725.291;439.207;16.131;8.069
12:10:01.840;21.804;28.625;24.338;8.857;301.761;192.547;244.867;257.284;2917.158;1.997;1.174;32.478;32.431;4055.05;9564.993;1491.074;5.45;251.152;4122.64;9725.497;439.219;16.186;8.097
12:10:01.863;21.804;28.625;24.338;8.857;301.761;192.547;244.867;257.284;2917.158;1.997;1.174;32.478;32.431;4052.497;9564.744;1491.117;5.45;251.075;4122.894;9725.021;439.219;16.186;8.097
12:10:01.889;21.804;28.625;24.338;8.857;301.594;190.805;243.865;258.893;2915.304;1.997;1.181;32.478;32.468;4052.497;9564.744;1491.117;5.45;251.075;4120.297;9724.769;439.219;16.079;8.142
12:10:01.910;21.804;28.625;24.268;8.857;301.557;189.896;244.867;256.288;2916.788;1.994;1.176;32.478;32.431;4054.926;9565.313;1491.171;5.45;251.379;4120.297;9724.769;439.219;15.95;8.142
12:10:01.932;21.804;28.625;24.268;8.857;301.557;189.896;245.329;257.667;2917.406;1.997;1.176;32.481;32.434;4054.275;9565.305;1491.225;5.45;250.577;4122.768;9725.347;439.219;15.95;8.078
12:10:01.956;21.804;28.625;24.268;8.857;301.891;191.231;243.325;257.667;2915.552;2.002;1.176;32.462;32.434;4054.866;9564.83;1491.278;5.45;251.498;4122.105;9725.339;439.219;15.939;8.182
12:10:01.978;21.804;28.625;24.268;8.857;302.503;193.697;244.79;257.59;2916.046;1.999;1.176;32.515;32.434;4054.805;9565.718;1491.338;5.45;250.496;4122.707;9724.856;439.219;15.966;8.153
12:10:02.001;21.804;28.625;24.268;8.857;302.503;193.697;244.79;257.59;2916.046;1.999;1.176;32.515;32.434;4054.886;9565.547;1491.365;5.438;251.19;4122.645;9725.759;439.232;15.966;8.153
12:10:02.026;21.804;28.671;24.268;8.857;302.002;196.552;244.79;256.824;2916.046;1.999;1.183;32.354;32.431;4054.886;9565.547;1491.365;5.438;251.19;4122.813;9725.788;439.232;15.821;8.066
12:10:02.047;21.804;28.671;24.268;8.857;301.353;199.147;245.252;256.518;2917.776;2.002;1.181;32.354;32.431;4054.259;9565.702;1491.416;5.438;250.807;4122.813;9725.788;439.232;15.873;8.066
12:10:02.069;21.688;28.671;24.268;8.857;301.353;199.147;244.559;257.361;2915.552;1.994;1.176;32.422;32.431;4054.874;9565.242;1491.461;5.438;250.885;4122.175;9725.945;439.257;15.873;8.063
12:10:02.092;21.688;28.671;24.268;8.857;301.242;201.001;243.942;257.361;2915.428;1.997;1.178;32.391;32.428;4055.302;9564.845;1491.509;5.438;250.96;4122.8;9725.479;439.257;15.964;8.184
12:10:02.116;21.688;28.671;24.268;8.857;301.632;202.039;245.021;256.212;2918.642;2.002;1.178;32.545;32.428;4055.618;9565.017;1491.544;5.438;250.651;4123.236;9725.074;439.257;15.958;8.198
12:10:02.140;21.688;28.671;24.268;8.857;301.669;202.373;245.021;257.361;2918.642;2.002;1.178;32.496;32.428;4055.15;9565.134;1491.573;5.438;250.616;4123.557;9725.249;439.257;15.95;8.142
12:10:02.161;21.688;28.671;24.268;8.857;302.225;201.761;244.173;257.054;2915.552;1.994;1.181;32.496;32.434;4054.548;9565.516;1491.603;5.426;251.191;4123.082;9725.368;439.257;16.161;8.142
12:10:02.184;21.688;28.671;24.268;8.857;302.225;201.761;244.173;257.054;2915.552;1.994;1.181;32.496;32.434;4054.096;9564.518;1491.619;5.426;250.614;4122.555;9725.958;439.269;16.161;8.142
12:10:02.208;21.688;28.671;24.268;8.857;302.225;201.761;243.325;258.05;2914.934;1.994;1.176;32.471;32.431;4054.096;9564.518;1491.619;5.426;250.614;4122.096;9724.943;439.269;16.073;8.078
12:10:02.231;21.688;28.671;24.385;8.857;302.392;201.057;246.023;256.595;2917.529;1.994;1.174;32.496;32.431;4055.415;9565.438;1491.641;5.426;250.688;4122.096;9724.943;439.269;16.073;8.052
12:10:02.254;21.688;28.671;24.385;8.857;302.614;200.575;243.402;256.595;2916.541;1.997;1.174;32.481;32.431;4054.563;9565.414;1491.651;5.426;251.309;4123.437;9725.879;439.269;15.953;8.106
12:10:02.278;21.688;28.671;24.385;8.857;302.744;200.519;243.402;258.816;2916.541;1.997;1.181;32.471;32.437;4054.42;9565.032;1491.67;5.426;249.998;4122.57;9725.854;439.269;15.78;8.08
12:10:02.301;21.688;28.671;24.385;8.857;302.41;200.63;244.559;257.361;2914.316;2.002;1.176;32.471;32.428;4054.755;9565.492;1491.684;5.426;251.109;4122.425;9725.467;439.269;15.829;8.08
12:10:02.325;21.688;28.741;24.385;8.857;302.41;200.63;244.79;256.748;2917.158;1.992;1.178;32.493;32.428;4054.95;9564.978;1491.701;5.403;250.96;4122.765;9725.934;439.269;15.936;8.159
12:10:02.345;21.688;28.741;24.385;8.857;301.854;200.371;244.481;257.973;2915.923;2.002;1.176;32.474;32.431;4054.115;9565.406;1491.712;5.403;250.769;4123.137;9725.817;439.269;15.936;8.128
12:10:02.368;21.688;28.741;24.385;8.857;301.854;200.371;244.481;257.973;2915.923;2.002;1.176;32.474;32.431;4056.084;9565.048;1491.74;5.403;251.227;4122.287;9726.254;439.269;15.936;8.128
12:10:02.392;21.664;28.741;24.385;8.833;301.947;199.722;244.404;257.973;2914.687;1.999;1.176;32.459;32.431;4056.084;9565.048;1491.74;5.403;251.227;4124.289;9725.89;439.269;15.928;8.094
12:10:02.415;21.664;28.741;24.385;8.833;302.114;197.46;244.404;257.284;2914.687;1.999;1.174;32.481;32.428;4055.307;9565.087;1491.76;5.403;251.189;4124.289;9725.89;439.269;16.073;8.153
12:10:02.437;21.664;28.741;24.385;8.833;302.206;194.512;244.481;257.437;2917.529;1.994;1.178;32.481;32.431;4054.062;9564.946;1491.799;5.403;250.844;4123.499;9725.929;439.244;15.931;8.123
12:10:02.463;21.664;28.741;24.385;8.833;302.336;194.512;244.636;257.59;2916.911;1.992;1.178;32.474;32.428;4054.383;9565.071;1491.818;5.403;250.959;4122.233;9725.786;439.232;15.887;8.123
12:10:02.487;21.664;28.741;24.385;8.833;302.336;192.251;243.479;258.28;2915.057;1.989;1.176;32.487;32.431;4054.4;9565.438;1491.858;5.403;251.113;4122.56;9725.913;439.232;15.887;8.153
12:10:02.508;21.664;28.741;24.385;8.833;302.336;192.251;243.479;258.28;2915.057;1.989;1.176;32.487;32.431;4054.669;9567.098;1491.898;5.403;250.88;4122.577;9726.285;439.232;15.887;8.153
12:10:02.529;21.664;28.741;24.385;8.833;302.206;191.602;246.1;258.28;2916.293;1.997;1.176;32.484;32.431;4054.669;9567.098;1491.898;5.403;250.88;4122.851;9727.974;439.232;15.988;8.215
12:10:02.553;21.664;28.741;24.431;8.833;302.225;191.824;246.1;256.901;2916.293;1.997;1.181;32.468;32.437;4055.588;9565.772;1491.939;5.403;252.19;4122.851;9727.974;439.232;16.172;8.165
12:10:02.576;21.664;28.741;24.431;8.833;301.891;192.455;244.636;257.437;2917.406;1.992;1.178;32.49;32.431;4055.461;9566.193;1491.964;5.403;251.501;4123.785;9726.626;439.219;16.016;8.134
12:10:02.598;21.664;28.741;24.431;8.833;301.465;192.455;243.479;258.203;2915.675;1.992;1.183;32.49;32.4;4055.16;9564.993;1492.006;5.403;251.036;4123.656;9727.054;439.232;15.87;8.134
12:10:02.621;21.664;28.741;24.431;8.833;301.465;194.531;246.177;256.288;2916.17;1.989;1.176;32.496;32.425;4055.201;9565.173;1492.023;5.403;250.841;4123.35;9725.834;439.232;15.87;8.103
12:10:02.644;21.664;28.81;24.431;8.833;301.353;196.329;245.252;256.288;2917.653;1.989;1.176;32.487;32.425;4054.588;9565.32;1492.045;5.392;251.233;4123.392;9726.017;439.232;15.815;8.038
12:10:02.670;21.664;28.81;24.431;8.833;301.65;197.219;245.252;257.361;2917.653;1.989;1.181;32.499;32.431;4055.082;9565.616;1492.066;5.392;250.77;4122.854;9726.369;439.232;15.931;8.035
12:10:02.690;21.664;28.81;24.431;8.857;301.965;197.349;243.557;258.28;2914.687;1.987;1.186;32.447;32.428;4055.733;9565.297;1492.098;5.392;251.306;4123.356;9726.67;439.232;15.975;8.075
12:10:02.713;21.664;28.81;24.431;8.857;301.965;197.349;243.557;258.28;2914.687;1.987;1.186;32.447;32.428;4056.854;9565.547;1492.132;5.392;250.918;4124.019;9726.346;439.232;15.975;8.075
12:10:02.737;21.664;28.81;24.431;8.857;302.077;197.349;245.021;256.901;2915.675;1.984;1.183;32.447;32.428;4056.854;9565.547;1492.132;5.392;250.918;4125.158;9726.6;439.232;15.928;8.075
12:10:02.763;21.664;28.81;24.431;8.857;302.077;197.071;245.869;256.901;2917.9;1.987;1.181;32.311;32.422;4054.606;9565.882;1492.162;5.392;250.961;4125.158;9726.6;439.232;15.928;8.125
12:10:02.785;21.664;28.81;24.431;8.857;301.854;197.367;243.788;256.901;2915.799;1.984;1.181;32.422;32.422;4061.601;9565.157;1492.18;5.368;251.385;4122.873;9726.94;439.232;15.931;8.184
