TimeStamp;Положение лопаток НА КВД. (поз. A2) ;0 - Bad, 1 - Good
12:10:02.254;15.953;1
12:10:02.278;15.78;0
12:10:02.301;15.829;1
12:10:02.325;15.936;1
12:10:02.345;15.936;1
12:10:02.368;15.936;1
12:10:02.392;15.928;1
12:10:02.415;16.073;1
12:10:02.437;15.931;1
12:10:02.463;15.887;1
12:10:02.487;15.887;1
12:10:02.508;15.887;1
12:10:02.529;15.988;1
12:10:02.553;16.172;0
12:10:02.576;16.016;1
12:10:02.598;15.87;1
12:10:02.621;15.87;1
12:10:02.644;15.815;1
12:10:02.670;15.931;1
12:10:02.690;15.975;1
12:10:02.713;15.975;1
12:10:02.737;15.928;1
12:10:02.763;15.928;1
12:10:02.785;15.931;1
12:10:02.807;15.911;1
12:10:02.831;16.137;0
12:10:02.854;16.137;1
12:10:02.875;16.046;1
12:10:02.899;16.046;1
12:10:02.923;15.928;1
12:10:02.945;15.906;1
12:10:02.967;15.876;1
12:10:02.990;15.933;1
12:10:03.014;15.933;1
12:10:03.037;15.933;1
12:10:03.060;15.818;1
12:10:03.083;15.933;1
12:10:03.108;16.164;0
12:10:03.128;16.106;1
12:10:03.152;16.106;1
12:10:03.174;16.106;1
12:10:03.197;16.068;1
12:10:03.220;16.17;1
12:10:03.243;16.046;1
12:10:03.266;16.082;1
12:10:03.291;16.084;1
12:10:03.312;16.084;1
12:10:03.335;16.021;1
12:10:03.358;16.021;1
12:10:03.383;16.021;1
12:10:03.405;16.189;1
12:10:03.430;15.903;0
12:10:03.452;15.988;1
12:10:03.473;15.988;1
12:10:03.497;16.046;1
12:10:03.519;15.716;0
12:10:03.542;15.733;1
12:10:03.565;15.953;0
12:10:03.588;15.953;1
12:10:03.611;15.953;1
12:10:03.634;16.076;1
12:10:03.657;16.186;1
12:10:03.683;16.208;1
12:10:03.704;16.208;1
12:10:03.728;16.159;1
12:10:03.749;16.159;1
12:10:03.772;16.101;1
12:10:03.795;16.052;1
12:10:03.818;16.178;1
12:10:03.842;16.293;0
12:10:03.863;16.293;1
12:10:03.887;16.293;1
12:10:03.912;16.384;1
12:10:03.934;16.271;1
12:10:03.955;16.194;1
12:10:03.981;16.079;1
12:10:04.004;16.079;1
12:10:04.025;16.219;1
12:10:04.050;16.219;1
12:10:04.071;15.988;0
12:10:04.095;16.01;1
12:10:04.117;16.101;1
12:10:04.140;16.101;1
12:10:04.162;16.104;1
12:10:04.186;16.076;1
12:10:04.209;16.076;1
12:10:04.231;16.131;1
12:10:04.254;16.106;1
12:10:04.278;16.106;1
12:10:04.300;16.266;1
12:10:04.324;16.049;0
12:10:04.346;15.991;1
12:10:04.369;16.183;0
12:10:04.393;16.183;1
12:10:04.415;16.183;1
12:10:04.441;16.134;1
12:10:04.461;16.041;1
12:10:04.484;16.101;1
12:10:04.507;16.216;1
12:10:04.530;16.216;1
12:10:04.553;16.109;1
12:10:04.576;16.109;1
12:10:04.600;16.299;0
12:10:04.622;16.244;1
12:10:04.646;16.244;1
12:10:04.668;16.172;1
12:10:04.692;16.153;1
12:10:04.715;16.153;1
12:10:04.738;16.197;1
12:10:04.761;16.112;1
12:10:04.786;16.112;1
12:10:04.809;16.214;1
12:10:04.832;16.109;1
12:10:04.852;16.109;1
12:10:04.876;16.076;1
12:10:04.898;16.109;1
12:10:04.922;16.219;1
12:10:04.946;16.131;1
12:10:04.969;16.131;1
12:10:04.990;16.131;1
12:10:05.015;16.238;1
12:10:05.036;16.42;0
12:10:05.062;16.274;1
12:10:05.086;16.279;1
12:10:05.105;16.279;1
12:10:05.130;16.279;1
12:10:05.151;16.31;1
12:10:05.175;16.274;1
12:10:05.198;16.258;1
12:10:05.220;16.326;1
12:10:05.246;16.326;1
12:10:05.269;16.326;1
12:10:05.290;16.384;1
12:10:05.312;16.192;0
12:10:05.335;16.142;1
12:10:05.361;16.285;1
12:10:05.387;16.285;1
12:10:05.406;16.334;1
12:10:05.427;16.285;1
12:10:05.451;16.285;1
12:10:05.474;16.329;1
12:10:05.497;16.356;1
12:10:05.521;16.356;1
12:10:05.543;16.356;1
12:10:05.565;16.359;1
12:10:05.588;16.433;1
12:10:05.612;16.433;1
12:10:05.636;16.527;1
12:10:05.657;16.356;1
12:10:05.685;16.356;1
12:10:05.705;16.332;1
12:10:05.729;16.131;0
12:10:05.750;15.991;1
12:10:05.772;15.991;1
12:10:05.795;15.903;0
12:10:05.818;15.903;0
12:10:05.841;16.131;0
12:10:05.867;16.222;0
12:10:05.887;16.203;0
12:10:05.910;16.365;0
12:10:05.933;16.365;0
12:10:05.956;16.365;0
12:10:05.980;16.197;0
12:10:06.002;16.255;1
12:10:06.025;16.301;1
12:10:06.048;16.148;1
12:10:06.071;16.148;1
12:10:06.094;16.148;1
12:10:06.117;16.156;1
12:10:06.140;16.216;1
12:10:06.163;16.189;1
12:10:06.187;16.189;1
12:10:06.209;16.301;1
12:10:06.232;16.274;1
12:10:06.255;16.274;1
12:10:06.280;16.354;1
12:10:06.301;16.277;1
12:10:06.324;16.329;1
12:10:06.350;16.299;1
12:10:06.370;16.299;1
12:10:06.393;16.299;1
12:10:06.416;16.076;0
12:10:06.439;16.104;1
12:10:06.465;16.134;1
12:10:06.485;16.387;0
12:10:06.508;16.387;1
12:10:06.531;16.318;1
12:10:06.554;16.318;1
12:10:06.577;16.307;1
12:10:06.600;16.266;1
12:10:06.623;16.139;1
12:10:06.646;16.139;1
12:10:06.669;16.329;0
12:10:06.692;16.329;1
12:10:06.715;16.216;1
12:10:06.738;16.216;1
12:10:06.761;16.247;1
12:10:06.784;16.255;1
12:10:06.809;16.255;1
12:10:06.831;16.285;1
12:10:06.854;16.192;1
12:10:06.876;16.255;1
12:10:06.899;16.255;1
12:10:06.922;16.255;1
12:10:06.945;16.128;1
12:10:06.968;16.274;1
12:10:06.991;16.307;1
12:10:07.016;16.307;1
12:10:07.039;16.288;1
12:10:07.061;16.288;1
12:10:07.086;16.329;1
12:10:07.108;16.159;1
12:10:07.131;16.159;1
12:10:07.154;16.285;1
12:10:07.175;16.321;1
12:10:07.200;16.321;1
12:10:07.222;16.301;1
12:10:07.244;16.329;1
12:10:07.269;16.216;1
12:10:07.291;16.216;1
12:10:07.314;16.258;1
12:10:07.337;16.378;1
12:10:07.359;16.378;1
12:10:07.387;16.244;1
12:10:07.407;16.527;0
12:10:07.428;16.527;1
12:10:07.452;16.384;1
12:10:07.474;16.384;1
12:10:07.497;16.384;1
12:10:07.520;16.29;1
12:10:07.543;16.274;1
12:10:07.569;16.288;1
12:10:07.589;16.329;1
12:10:07.612;16.329;1
12:10:07.635;16.329;1
12:10:07.658;16.362;1
12:10:07.681;16.249;1
12:10:07.707;16.186;1
12:10:07.729;16.186;1
12:10:07.752;16.186;1
12:10:07.774;16.186;1
12:10:07.798;16.159;1
12:10:07.819;16.03;1
12:10:07.842;16.186;1
12:10:07.865;16.104;1
12:10:07.890;16.104;1
12:10:07.912;16.104;1
12:10:07.935;16.189;1
12:10:07.957;16.244;1
12:10:07.982;16.244;1
12:10:08.005;16.301;1
12:10:08.028;16.219;1
12:10:08.051;16.219;1
12:10:08.073;16.208;1
12:10:08.095;16.219;1
12:10:08.119;16.315;1
12:10:08.143;16.315;1
12:10:08.166;16.389;1
12:10:08.188;16.389;1
12:10:08.211;16.387;1
12:10:08.233;16.186;0
12:10:08.257;16.043;1
12:10:08.281;16.159;1
12:10:08.304;16.159;1
12:10:08.325;16.159;1
12:10:08.349;16.063;1
12:10:08.372;16.216;1
12:10:08.395;16.194;1
12:10:08.417;16.134;1
12:10:08.440;16.134;1
12:10:08.464;16.134;1
12:10:08.489;16.203;1
12:10:08.513;16.301;1
12:10:08.533;16.236;1
12:10:08.555;16.329;1
12:10:08.580;16.329;1
12:10:08.601;16.329;1
12:10:08.625;16.293;1
12:10:08.647;16.247;1
12:10:08.670;16.244;1
12:10:08.693;16.387;1
12:10:08.719;16.301;1
12:10:08.739;16.301;1
12:10:08.764;16.387;1
12:10:08.790;16.387;1
12:10:08.808;16.387;1
12:10:08.831;16.365;1
12:10:08.856;16.274;1
12:10:08.878;16.274;1
12:10:08.900;16.367;1
12:10:08.924;16.233;1
12:10:08.949;16.233;1
12:10:08.970;16.161;1
12:10:08.993;16.203;1
12:10:09.017;16.203;1
12:10:09.040;16.321;1
12:10:09.062;16.307;1
12:10:09.088;16.332;1
12:10:09.109;16.332;1
12:10:09.131;16.409;1
12:10:09.155;16.409;1
12:10:09.178;16.475;1
12:10:09.199;16.225;0
12:10:09.225;16.367;1
12:10:09.246;16.389;1
12:10:09.271;16.389;1
12:10:09.293;16.389;1
12:10:09.317;16.48;1
12:10:09.340;16.414;1
12:10:09.362;16.472;1
12:10:09.386;16.472;1
12:10:09.409;16.472;1
12:10:09.431;16.472;1
12:10:09.455;16.266;0
12:10:09.476;16.414;1
12:10:09.502;16.214;0
12:10:09.522;16.389;0
12:10:09.547;16.389;1
12:10:09.571;16.389;1
12:10:09.592;16.389;1
12:10:09.614;16.442;1
12:10:09.637;16.34;1
12:10:09.663;16.365;1
12:10:09.687;16.587;0
12:10:09.707;16.587;1
12:10:09.731;16.587;1
12:10:09.753;16.601;1
12:10:09.778;16.296;0
12:10:09.800;16.376;1
12:10:09.824;16.4;1
12:10:09.846;16.4;1
12:10:09.868;16.499;1
12:10:09.890;16.417;1
12:10:09.913;16.417;1
12:10:09.937;16.524;1
12:10:09.960;16.387;1
12:10:09.984;16.387;1
12:10:10.008;16.387;1
12:10:10.031;16.475;1
12:10:10.051;16.475;1
12:10:10.074;16.439;1
12:10:10.098;16.367;1
12:10:10.123;16.367;1
12:10:10.145;16.225;1
12:10:10.167;16.216;1
12:10:10.189;16.214;1
12:10:10.212;16.362;1
12:10:10.235;16.362;1
12:10:10.260;16.362;1
12:10:10.283;16.362;1
12:10:10.303;16.332;1
12:10:10.326;16.362;1
12:10:10.349;16.117;0
12:10:10.372;16.117;1
12:10:10.395;16.117;1
12:10:10.418;16.189;1
12:10:10.441;16.189;1
12:10:10.464;16.411;0
12:10:10.487;16.411;1
12:10:10.510;16.301;1
12:10:10.533;16.216;1
12:10:10.556;16.216;1
12:10:10.580;16.247;1
12:10:10.602;16.387;1
12:10:10.628;16.387;1
12:10:10.650;16.529;1
12:10:10.671;16.529;1
12:10:10.695;16.529;1
12:10:10.719;16.392;1
12:10:10.740;16.362;1
12:10:10.763;16.442;1
12:10:10.786;16.442;1
12:10:10.810;16.444;1
12:10:10.833;16.444;1
12:10:10.855;16.557;1
12:10:10.880;16.557;1
12:10:10.901;16.527;1
12:10:10.924;16.518;1
12:10:10.947;16.518;1
12:10:10.972;16.565;1
12:10:10.994;16.565;1
12:10:11.017;16.485;1
12:10:11.039;16.56;1
12:10:11.065;16.587;1
12:10:11.088;16.587;1
12:10:11.110;16.576;1
12:10:11.131;16.576;1
12:10:11.155;16.557;1
12:10:11.179;16.584;1
12:10:11.200;16.532;1
12:10:11.226;16.532;1
12:10:11.248;16.532;1
12:10:11.270;16.444;1
12:10:11.294;16.642;0
12:10:11.317;16.54;1
12:10:11.338;16.496;1
12:10:11.361;16.496;1
12:10:11.385;16.587;1
12:10:11.407;16.447;1
12:10:11.430;16.417;1
12:10:11.453;16.417;1
12:10:11.477;16.499;1
12:10:11.499;16.444;1
12:10:11.523;16.444;1
12:10:11.545;16.42;1
12:10:11.569;16.304;1
12:10:11.592;16.304;1
12:10:11.614;16.414;1
12:10:11.640;16.488;1
12:10:11.662;16.488;1
12:10:11.684;16.51;1
12:10:11.706;16.494;1
12:10:11.729;16.392;1
12:10:11.753;16.392;1
12:10:11.775;16.348;1
12:10:11.798;16.348;1
12:10:11.822;16.4;1
12:10:11.844;16.384;1
12:10:11.869;16.527;1
12:10:11.891;16.527;1
12:10:11.914;16.417;1
12:10:11.937;16.417;1
12:10:11.959;16.362;1
12:10:11.987;16.359;1
12:10:12.007;16.359;1
12:10:12.030;16.359;1
12:10:12.052;16.359;1
12:10:12.074;16.359;1
12:10:12.097;16.48;1
12:10:12.120;16.356;1
12:10:12.143;16.304;1
12:10:12.169;16.417;1
12:10:12.189;16.417;1
12:10:12.212;16.499;1
12:10:12.235;16.499;1
12:10:12.258;16.365;1
12:10:12.284;16.332;1
12:10:12.306;16.433;1
12:10:12.329;16.433;1
12:10:12.351;16.433;1
12:10:12.375;16.485;1
12:10:12.398;16.378;1
12:10:12.422;16.387;1
12:10:12.444;16.521;1
12:10:12.466;16.439;1
12:10:12.488;16.439;1
12:10:12.511;16.442;1
12:10:12.535;16.442;1
12:10:12.558;16.442;1
12:10:12.583;16.359;1
12:10:12.604;16.598;0
12:10:12.628;16.598;1
12:10:12.650;16.598;1
12:10:12.674;16.395;0
12:10:12.695;16.359;1
12:10:12.719;16.472;1
12:10:12.741;16.65;0
12:10:12.767;16.65;1
12:10:12.789;16.499;1
12:10:12.810;16.499;1
12:10:12.834;16.595;1
12:10:12.858;16.387;0
12:10:12.884;16.444;1
12:10:12.905;16.444;1
12:10:12.925;16.444;1
12:10:12.948;16.554;1
12:10:12.971;16.422;1
12:10:12.996;16.356;1
12:10:13.020;16.593;0
12:10:13.041;16.593;1
12:10:13.065;16.521;1
12:10:13.086;16.442;1
12:10:13.112;16.442;1
12:10:13.134;16.312;1
12:10:13.156;16.359;1
12:10:13.180;16.359;1
12:10:13.202;16.455;1
12:10:13.226;16.475;1
12:10:13.249;16.475;1
12:10:13.272;16.557;1
12:10:13.295;16.496;1
12:10:13.317;16.496;1
12:10:13.339;16.442;1
12:10:13.362;16.551;1
12:10:13.386;16.598;1
12:10:13.409;16.598;1
12:10:13.431;16.477;1
12:10:13.455;16.477;1
12:10:13.479;16.499;1
12:10:13.502;16.505;1
12:10:13.525;16.606;1
12:10:13.547;16.557;1
12:10:13.569;16.557;1
12:10:13.594;16.557;1
12:10:13.617;16.428;1
12:10:13.641;16.584;1
12:10:13.661;16.672;1
12:10:13.686;16.653;1
12:10:13.707;16.499;1
12:10:13.730;16.499;1
12:10:13.754;16.499;1
12:10:13.777;16.453;1
12:10:13.799;16.628;0
12:10:13.824;16.637;1
12:10:13.845;16.637;1
12:10:13.869;16.656;1
12:10:13.893;16.656;1
12:10:13.914;16.56;1
12:10:13.938;16.702;1
12:10:13.961;16.702;1
12:10:13.984;16.642;1
12:10:14.009;16.642;1
12:10:14.031;16.642;1
12:10:14.053;16.659;1
12:10:14.075;16.659;1
12:10:14.101;16.529;1
12:10:14.122;16.502;1
12:10:14.147;16.502;1
12:10:14.167;16.67;1
12:10:14.191;16.67;1
12:10:14.215;16.62;1
12:10:14.239;16.562;1
12:10:14.261;16.672;1
12:10:14.284;16.672;1
12:10:14.305;16.702;1
12:10:14.328;16.702;1
12:10:14.352;16.615;1
12:10:14.374;16.535;1
12:10:14.397;16.702;1
12:10:14.421;16.702;1
12:10:14.446;16.766;1
12:10:14.468;16.617;1
12:10:14.491;16.617;1
12:10:14.513;16.464;1
12:10:14.535;16.727;0
12:10:14.561;16.727;1
12:10:14.584;16.782;1
12:10:14.607;16.73;1
12:10:14.630;16.73;1
12:10:14.651;16.67;1
12:10:14.675;16.675;1
12:10:14.696;16.675;1
12:10:14.722;16.752;1
12:10:14.743;16.683;1
12:10:14.766;16.683;1
12:10:14.790;16.735;1
12:10:14.811;16.631;1
12:10:14.834;16.788;1
12:10:14.857;16.788;1
12:10:14.883;16.705;1
12:10:14.904;16.615;1
12:10:14.926;16.697;1
12:10:14.949;16.697;1
12:10:14.973;16.615;1
12:10:14.995;16.615;1
12:10:15.020;16.488;1
12:10:15.043;16.612;1
12:10:15.065;16.455;1
12:10:15.087;16.615;1
12:10:15.111;16.615;1
12:10:15.135;16.615;1
12:10:15.157;16.631;1
12:10:15.181;16.642;1
12:10:15.205;16.529;1
12:10:15.226;16.529;1
12:10:15.248;16.7;1
12:10:15.272;16.7;1
12:10:15.295;16.642;1
12:10:15.319;16.587;1
12:10:15.342;16.502;1
12:10:15.365;16.513;1
12:10:15.390;16.513;1
12:10:15.411;16.513;1
12:10:15.434;16.694;0
12:10:15.457;16.796;1
12:10:15.480;16.779;1
12:10:15.504;16.812;1
12:10:15.525;16.812;1
12:10:15.547;16.785;1
12:10:15.571;16.785;1
12:10:15.593;16.634;1
12:10:15.617;16.623;1
12:10:15.639;16.653;1
12:10:15.662;16.653;1
12:10:15.687;16.818;1
12:10:15.711;16.818;1
12:10:15.732;16.815;1
12:10:15.756;16.727;1
12:10:15.779;16.562;1
12:10:15.803;16.562;1
12:10:15.826;16.62;1
12:10:15.849;16.672;1
12:10:15.869;16.672;1
12:10:15.894;16.672;1
12:10:15.916;16.738;1
12:10:15.940;16.617;1
12:10:15.963;16.617;1
12:10:15.988;16.617;1
12:10:16.009;16.637;1
12:10:16.032;16.65;1
12:10:16.055;16.724;1
12:10:16.077;16.774;1
12:10:16.100;16.774;1
12:10:16.123;16.774;1
12:10:16.146;16.697;1
12:10:16.169;16.648;1
12:10:16.192;16.648;1
12:10:16.215;16.744;1
12:10:16.238;16.702;1
12:10:16.261;16.702;1
12:10:16.285;16.702;1
12:10:16.308;16.727;1
12:10:16.331;16.694;1
12:10:16.353;16.774;1
12:10:16.376;16.774;1
12:10:16.401;16.766;1
12:10:16.425;16.7;1
12:10:16.446;16.724;1
12:10:16.470;16.724;1
12:10:16.492;16.766;1
12:10:16.514;16.856;1
12:10:16.539;16.856;1
12:10:16.561;16.711;1
12:10:16.587;16.711;1
12:10:16.607;16.724;1
12:10:16.630;16.733;1
12:10:16.653;16.727;1
12:10:16.677;16.727;1
12:10:16.699;16.7;1
12:10:16.722;16.7;1
12:10:16.744;16.73;1
12:10:16.767;16.779;1
12:10:16.790;16.779;1
12:10:16.813;16.779;1
12:10:16.836;16.768;1
12:10:16.859;16.755;1
12:10:16.883;16.755;1
12:10:16.904;16.755;1
12:10:16.927;16.785;1
12:10:16.950;17.01;0
12:10:16.973;16.815;0
12:10:16.996;16.815;1
12:10:17.019;16.648;1
12:10:17.042;16.73;1
12:10:17.065;16.73;1
12:10:17.089;16.73;1
12:10:17.111;16.796;1
12:10:17.134;16.796;1
12:10:17.157;16.928;1
12:10:17.182;16.928;1
12:10:17.205;16.785;1
12:10:17.228;16.785;1
12:10:17.249;16.867;1
12:10:17.273;16.9;1
12:10:17.296;16.873;1
12:10:17.318;16.84;1
12:10:17.342;16.84;1
12:10:17.364;16.84;1
12:10:17.387;16.785;1
12:10:17.413;16.799;1
12:10:17.435;16.925;1
12:10:17.456;16.67;0
12:10:17.481;16.67;1
12:10:17.503;16.67;1
12:10:17.525;16.615;1
12:10:17.548;16.733;1
12:10:17.571;16.733;1
12:10:17.594;16.73;1
12:10:17.617;16.73;1
12:10:17.642;16.73;1
12:10:17.664;16.675;1
12:10:17.686;16.73;1
12:10:17.709;16.952;0
12:10:17.732;16.766;0
12:10:17.755;16.766;1
12:10:17.780;16.766;1
12:10:17.801;16.903;1
12:10:17.824;16.93;1
12:10:17.847;16.727;0
12:10:17.870;16.873;1
12:10:17.894;16.873;1
12:10:17.917;16.873;1
12:10:17.940;16.73;1
12:10:17.963;16.922;0
12:10:17.988;16.963;1
12:10:18.008;17.01;1
12:10:18.031;17.01;1
12:10:18.056;17.01;1
12:10:18.079;16.897;1
12:10:18.103;16.711;0
12:10:18.123;16.947;0
12:10:18.148;16.785;1
12:10:18.169;16.785;1
12:10:18.194;16.785;1
12:10:18.216;16.788;1
12:10:18.238;16.84;1
12:10:18.264;16.746;1
12:10:18.284;16.873;1
12:10:18.307;16.873;1
12:10:18.331;16.873;1
12:10:18.354;16.812;1
12:10:18.378;16.818;1
12:10:18.401;16.908;1
12:10:18.423;16.955;1
12:10:18.445;16.955;1
12:10:18.471;16.955;1
12:10:18.492;16.793;1
12:10:18.514;16.812;1
12:10:18.540;16.873;1
12:10:18.561;16.702;1
12:10:18.585;16.702;1
12:10:18.608;16.81;1
12:10:18.629;16.81;1
12:10:18.652;16.922;1
12:10:18.675;16.757;1
12:10:18.698;16.928;1
12:10:18.722;17.046;1
12:10:18.745;17.046;1
12:10:18.767;16.95;1
12:10:18.791;16.95;1
12:10:18.815;16.961;1
12:10:18.836;16.908;1
12:10:18.862;16.895;1
12:10:18.884;16.895;1
12:10:18.908;17.136;0
12:10:18.928;16.955;0
12:10:18.953;16.955;1
12:10:18.974;16.84;1
12:10:18.998;16.867;1
12:10:19.022;16.867;1
12:10:19.043;16.928;1
12:10:19.069;17.018;1
12:10:19.089;16.917;1
12:10:19.112;16.917;1
12:10:19.138;16.782;1
12:10:19.158;16.782;1
12:10:19.184;16.84;1
12:10:19.204;16.785;1
12:10:19.227;16.785;1
12:10:19.250;16.834;1
12:10:19.275;16.785;1
12:10:19.296;16.785;1
12:10:19.322;16.812;1
12:10:19.342;16.672;1
12:10:19.368;16.788;1
12:10:19.388;16.788;1
12:10:19.412;16.81;1
12:10:19.435;16.804;1
12:10:19.459;16.804;1
12:10:19.483;16.785;1
12:10:19.506;16.785;1
12:10:19.528;16.928;1
12:10:19.550;16.878;1
12:10:19.574;16.788;1
12:10:19.595;16.788;1
12:10:19.619;16.727;1
12:10:19.641;16.727;1
12:10:19.664;16.727;1
12:10:19.689;16.936;0
12:10:19.710;16.947;1
12:10:19.733;16.947;1
12:10:19.756;16.925;1
12:10:19.781;16.925;1
12:10:19.803;17.087;1
12:10:19.825;16.9;0
12:10:19.850;16.815;1
12:10:19.871;16.815;1
12:10:19.894;16.7;1
12:10:19.917;16.757;1
12:10:19.940;16.757;1
12:10:19.963;16.876;1
12:10:19.986;16.73;1
12:10:20.010;16.73;1
12:10:20.034;16.985;0
12:10:20.056;16.955;1
12:10:20.084;16.845;1
12:10:20.104;16.675;1
12:10:20.124;16.675;1
12:10:20.149;16.675;1
12:10:20.171;16.713;1
12:10:20.193;16.815;1
12:10:20.216;16.818;1
12:10:20.242;16.818;1
12:10:20.262;16.713;1
12:10:20.288;16.713;1
12:10:20.310;16.788;1
12:10:20.331;16.834;1
12:10:20.355;16.727;1
12:10:20.379;16.678;1
12:10:20.400;16.678;1
12:10:20.423;16.678;1
12:10:20.447;16.708;1
12:10:20.469;16.9;0
12:10:20.492;16.9;1
12:10:20.515;16.675;0
12:10:20.540;16.675;1
12:10:20.562;16.672;1
12:10:20.587;16.672;1
12:10:20.607;16.788;1
12:10:20.630;16.878;1
12:10:20.653;16.93;1
12:10:20.676;16.785;1
12:10:20.699;16.785;1
12:10:20.722;16.865;1
12:10:20.745;16.9;1
12:10:20.768;16.87;1
12:10:20.791;16.985;1
12:10:20.815;16.985;1
12:10:20.839;16.985;1
12:10:20.860;16.897;1
12:10:20.886;16.801;1
12:10:20.907;16.702;1
12:10:20.930;16.702;1
12:10:20.954;16.598;1
12:10:20.977;16.598;1
12:10:20.999;16.7;1
12:10:21.022;16.502;0
12:10:21.044;16.727;0
12:10:21.068;16.615;1
12:10:21.091;16.615;1
12:10:21.113;16.615;1
12:10:21.136;16.73;1
12:10:21.159;16.727;1
12:10:21.182;16.735;1
12:10:21.206;16.834;1
12:10:21.228;16.834;1
12:10:21.251;16.834;1
12:10:21.274;16.67;1
12:10:21.300;16.584;1
12:10:21.320;16.562;1
12:10:21.345;16.683;1
12:10:21.369;16.683;1
12:10:21.390;16.554;1
12:10:21.413;16.554;1
12:10:21.435;16.716;1
12:10:21.459;16.768;1
12:10:21.483;16.713;1
12:10:21.507;16.713;1
12:10:21.528;16.713;1
12:10:21.550;16.779;1
12:10:21.573;16.782;1
12:10:21.597;16.952;1
12:10:21.621;16.702;0
12:10:21.643;16.639;1
12:10:21.665;16.639;1
12:10:21.688;16.639;1
12:10:21.712;16.859;0
12:10:21.735;16.788;1
12:10:21.757;16.727;1
12:10:21.784;17.043;0
12:10:21.803;17.043;1
12:10:21.829;17.043;1
12:10:21.850;16.812;0
12:10:21.873;16.675;1
12:10:21.896;16.645;1
12:10:21.920;16.645;1
12:10:21.942;16.708;1
12:10:21.964;16.708;1
12:10:21.988;16.661;1
12:10:22.012;16.587;1
12:10:22.034;16.595;1
12:10:22.057;16.766;1
12:10:22.083;16.766;1
12:10:22.105;16.766;1
12:10:22.126;16.755;1
12:10:22.150;16.815;1
12:10:22.172;16.812;1
12:10:22.194;16.843;1
12:10:22.217;16.843;1
12:10:22.240;16.843;1
12:10:22.263;16.727;1
12:10:22.287;16.612;1
12:10:22.309;16.529;1
12:10:22.332;16.804;0
12:10:22.355;16.804;1
12:10:22.381;16.804;1
12:10:22.404;16.675;1
12:10:22.425;16.642;1
12:10:22.447;16.785;1
12:10:22.471;16.727;1
12:10:22.495;16.727;1
12:10:22.517;16.672;1
12:10:22.540;16.642;1
12:10:22.563;16.615;1
12:10:22.587;16.642;1
12:10:22.609;16.672;1
12:10:22.632;16.672;1
12:10:22.655;16.672;1
12:10:22.678;16.76;1
12:10:22.701;16.727;1
12:10:22.724;16.738;1
12:10:22.749;17.06;0
12:10:22.770;17.06;1
12:10:22.795;17.06;1
12:10:22.816;16.821;0
