TimeStamp;Температура слива масла из опоры турбины (поз. Т606);0 - Bad, 1 - Good
12:10:03.542;28.88;1
12:10:03.565;28.88;1
12:10:03.588;28.88;1
12:10:03.611;28.88;1
12:10:03.634;28.973;1
12:10:03.657;28.973;1
12:10:03.683;28.973;1
12:10:03.704;28.973;1
12:10:03.728;28.973;1
12:10:03.749;28.973;1
12:10:03.772;28.973;1
12:10:03.795;28.973;1
12:10:03.818;28.973;1
12:10:03.842;28.973;1
12:10:03.863;28.973;1
12:10:03.887;28.973;1
12:10:03.912;29.043;1
12:10:03.934;29.043;1
12:10:03.955;29.043;1
12:10:03.981;29.043;1
12:10:04.004;29.043;1
12:10:04.025;29.043;1
12:10:04.050;29.043;1
12:10:04.071;29.043;1
12:10:04.095;29.043;1
12:10:04.117;29.043;1
12:10:04.140;29.043;1
12:10:04.162;29.043;1
12:10:04.186;29.043;1
12:10:04.209;29.043;1
12:10:04.231;29.112;1
12:10:04.254;29.112;1
12:10:04.278;29.112;1
12:10:04.300;29.112;1
12:10:04.324;29.112;1
12:10:04.346;29.112;1
12:10:04.369;29.112;1
12:10:04.393;29.112;1
12:10:04.415;29.112;1
12:10:04.441;29.112;1
12:10:04.461;29.112;1
12:10:04.484;29.112;1
12:10:04.507;29.112;1
12:10:04.530;29.159;1
12:10:04.553;29.159;1
12:10:04.576;29.159;1
12:10:04.600;29.159;1
12:10:04.622;29.159;1
12:10:04.646;29.159;1
12:10:04.668;29.159;1
12:10:04.692;29.159;1
12:10:04.715;29.159;1
12:10:04.738;29.159;1
12:10:04.761;29.159;1
12:10:04.786;29.159;1
12:10:04.809;29.159;1
12:10:04.832;29.159;1
12:10:04.852;29.159;1
12:10:04.876;29.275;1
12:10:04.898;29.275;1
12:10:04.922;29.275;1
12:10:04.946;29.275;1
12:10:04.969;29.275;1
12:10:04.990;29.275;1
12:10:05.015;29.275;1
12:10:05.036;29.275;1
12:10:05.062;29.275;1
12:10:05.086;29.275;1
12:10:05.105;29.275;1
12:10:05.130;29.275;1
12:10:05.151;29.275;1
12:10:05.175;29.275;1
12:10:05.198;29.322;1
12:10:05.220;29.322;1
12:10:05.246;29.322;1
12:10:05.269;29.322;1
12:10:05.290;29.322;1
12:10:05.312;29.322;1
12:10:05.335;29.322;1
12:10:05.361;29.322;1
12:10:05.387;29.322;1
12:10:05.406;29.322;1
12:10:05.427;29.322;1
12:10:05.451;29.322;1
12:10:05.474;29.322;1
12:10:05.497;29.322;1
12:10:05.521;29.391;1
12:10:05.543;29.391;1
12:10:05.565;29.391;1
12:10:05.588;29.391;1
12:10:05.612;29.391;1
12:10:05.636;29.391;1
12:10:05.657;29.391;1
12:10:05.685;29.391;1
12:10:05.705;29.391;1
12:10:05.729;29.391;1
12:10:05.750;29.391;1
12:10:05.772;29.391;1
12:10:05.795;29.391;1
12:10:05.818;29.391;1
12:10:05.841;29.438;1
12:10:05.867;29.438;1
12:10:05.887;29.438;1
12:10:05.910;29.438;1
12:10:05.933;29.438;1
12:10:05.956;29.438;1
12:10:05.980;29.438;1
12:10:06.002;29.438;1
12:10:06.025;29.438;1
12:10:06.048;29.438;1
12:10:06.071;29.438;1
12:10:06.094;29.438;1
12:10:06.117;29.438;1
12:10:06.140;29.438;1
12:10:06.163;29.531;1
12:10:06.187;29.531;1
12:10:06.209;29.531;1
12:10:06.232;29.531;1
12:10:06.255;29.531;1
12:10:06.280;29.531;1
12:10:06.301;29.531;1
12:10:06.324;29.531;1
12:10:06.350;29.531;1
12:10:06.370;29.531;1
12:10:06.393;29.531;1
12:10:06.416;29.531;1
12:10:06.439;29.531;1
12:10:06.465;29.531;1
12:10:06.485;29.577;1
12:10:06.508;29.577;1
12:10:06.531;29.577;1
12:10:06.554;29.577;1
12:10:06.577;29.577;1
12:10:06.600;29.577;1
12:10:06.623;29.577;1
12:10:06.646;29.577;1
12:10:06.669;29.577;1
12:10:06.692;29.577;1
12:10:06.715;29.577;1
12:10:06.738;29.577;1
12:10:06.761;29.577;1
12:10:06.784;29.6;1
12:10:06.809;29.6;1
12:10:06.831;29.6;1
12:10:06.854;29.6;1
12:10:06.876;29.6;1
12:10:06.899;29.6;1
12:10:06.922;29.6;1
12:10:06.945;29.6;1
12:10:06.968;29.6;1
12:10:06.991;29.6;1
12:10:07.016;29.6;1
12:10:07.039;29.6;1
12:10:07.061;29.6;1
12:10:07.086;29.693;1
12:10:07.108;29.693;1
12:10:07.131;29.693;1
12:10:07.154;29.693;1
12:10:07.175;29.693;1
12:10:07.200;29.693;1
12:10:07.222;29.693;1
12:10:07.244;29.693;1
12:10:07.269;29.693;1
12:10:07.291;29.693;1
12:10:07.314;29.693;1
12:10:07.337;29.693;1
12:10:07.359;29.693;1
12:10:07.387;29.693;1
12:10:07.407;29.74;1
12:10:07.428;29.74;1
12:10:07.452;29.74;1
12:10:07.474;29.74;1
12:10:07.497;29.74;1
12:10:07.520;29.74;1
12:10:07.543;29.74;1
12:10:07.569;29.74;1
12:10:07.589;29.74;1
12:10:07.612;29.74;1
12:10:07.635;29.74;1
12:10:07.658;29.74;1
12:10:07.681;29.74;1
12:10:07.707;29.74;1
12:10:07.729;29.763;1
12:10:07.752;29.763;1
12:10:07.774;29.763;1
12:10:07.798;29.763;1
12:10:07.819;29.763;1
12:10:07.842;29.763;1
12:10:07.865;29.763;1
12:10:07.890;29.763;1
12:10:07.912;29.763;1
12:10:07.935;29.763;1
12:10:07.957;29.763;1
12:10:07.982;29.763;1
12:10:08.005;29.763;1
12:10:08.028;29.763;1
12:10:08.051;29.763;1
12:10:08.073;29.856;1
12:10:08.095;29.856;1
12:10:08.119;29.856;1
12:10:08.143;29.856;1
12:10:08.166;29.856;1
12:10:08.188;29.856;1
12:10:08.211;29.856;1
12:10:08.233;29.856;1
12:10:08.257;29.856;1
12:10:08.281;29.856;1
12:10:08.304;29.856;1
12:10:08.325;29.856;1
12:10:08.349;29.856;1
12:10:08.372;29.856;1
12:10:08.395;29.879;1
12:10:08.417;29.879;1
12:10:08.440;29.879;1
12:10:08.464;29.879;1
12:10:08.489;29.879;1
12:10:08.513;29.879;1
12:10:08.533;29.879;1
12:10:08.555;29.879;1
12:10:08.580;29.879;1
12:10:08.601;29.879;1
12:10:08.625;29.879;1
12:10:08.647;29.879;1
12:10:08.670;29.879;1
12:10:08.693;29.879;1
12:10:08.719;29.949;1
12:10:08.739;29.949;1
12:10:08.764;29.949;1
12:10:08.790;29.949;1
12:10:08.808;29.949;1
12:10:08.831;29.949;1
12:10:08.856;29.949;1
12:10:08.878;29.949;1
12:10:08.900;29.949;1
12:10:08.924;29.949;1
12:10:08.949;29.949;1
12:10:08.970;29.949;1
12:10:08.993;29.949;1
12:10:09.017;29.949;1
12:10:09.040;29.995;1
12:10:09.062;29.995;1
12:10:09.088;29.995;1
12:10:09.109;29.995;1
12:10:09.131;29.995;1
12:10:09.155;29.995;1
12:10:09.178;29.995;1
12:10:09.199;29.995;1
12:10:09.225;29.995;1
12:10:09.246;29.995;1
12:10:09.271;29.995;1
12:10:09.293;29.995;1
12:10:09.317;29.995;1
12:10:09.340;29.995;1
12:10:09.362;30.042;1
12:10:09.386;30.042;1
12:10:09.409;30.042;1
12:10:09.431;30.042;1
12:10:09.455;30.042;1
12:10:09.476;30.042;1
12:10:09.502;30.042;1
12:10:09.522;30.042;1
12:10:09.547;30.042;1
12:10:09.571;30.042;1
12:10:09.592;30.042;1
12:10:09.614;30.042;1
12:10:09.637;30.042;1
12:10:09.663;30.042;1
12:10:09.687;30.088;1
12:10:09.707;30.088;1
12:10:09.731;30.088;1
12:10:09.753;30.088;1
12:10:09.778;30.088;1
12:10:09.800;30.088;1
12:10:09.824;30.088;1
12:10:09.846;30.088;1
12:10:09.868;30.088;1
12:10:09.890;30.088;1
12:10:09.913;30.088;1
12:10:09.937;30.088;1
12:10:09.960;30.088;1
12:10:09.984;30.088;1
12:10:10.008;30.088;1
12:10:10.031;30.181;1
12:10:10.051;30.181;1
12:10:10.074;30.181;1
12:10:10.098;30.181;1
12:10:10.123;30.181;1
12:10:10.145;30.181;1
12:10:10.167;30.181;1
12:10:10.189;30.181;1
12:10:10.212;30.181;1
12:10:10.235;30.181;1
12:10:10.260;30.181;1
12:10:10.283;30.228;1
12:10:10.303;30.228;1
12:10:10.326;30.228;1
12:10:10.349;30.228;1
12:10:10.372;30.228;1
12:10:10.395;30.228;1
12:10:10.418;30.228;1
12:10:10.441;30.228;1
12:10:10.464;30.228;1
12:10:10.487;30.228;1
12:10:10.510;30.228;1
12:10:10.533;30.228;1
12:10:10.556;30.228;1
12:10:10.580;30.228;1
12:10:10.602;30.297;1
12:10:10.628;30.297;1
12:10:10.650;30.297;1
12:10:10.671;30.297;1
12:10:10.695;30.297;1
12:10:10.719;30.297;1
12:10:10.740;30.297;1
12:10:10.763;30.297;1
12:10:10.786;30.297;1
12:10:10.810;30.297;1
12:10:10.833;30.297;1
12:10:10.855;30.297;1
12:10:10.880;30.297;1
12:10:10.901;30.297;1
12:10:10.924;30.367;1
12:10:10.947;30.367;1
12:10:10.972;30.367;1
12:10:10.994;30.367;1
12:10:11.017;30.367;1
12:10:11.039;30.367;1
12:10:11.065;30.367;1
12:10:11.088;30.367;1
12:10:11.110;30.367;1
12:10:11.131;30.367;1
12:10:11.155;30.367;1
12:10:11.179;30.367;1
12:10:11.200;30.367;1
12:10:11.226;30.367;1
12:10:11.248;30.367;1
12:10:11.270;30.414;1
12:10:11.294;30.414;1
12:10:11.317;30.414;1
12:10:11.338;30.414;1
12:10:11.361;30.414;1
12:10:11.385;30.414;1
12:10:11.407;30.414;1
12:10:11.430;30.414;1
12:10:11.453;30.414;1
12:10:11.477;30.414;1
12:10:11.499;30.414;1
12:10:11.523;30.414;1
12:10:11.545;30.414;1
12:10:11.569;30.46;1
12:10:11.592;30.46;1
12:10:11.614;30.46;1
12:10:11.640;30.46;1
12:10:11.662;30.46;1
12:10:11.684;30.46;1
12:10:11.706;30.46;1
12:10:11.729;30.46;1
12:10:11.753;30.46;1
12:10:11.775;30.46;1
12:10:11.798;30.46;1
12:10:11.822;30.46;1
12:10:11.844;30.46;1
12:10:11.869;30.46;1
12:10:11.891;30.46;1
12:10:11.914;30.53;1
12:10:11.937;30.53;1
12:10:11.959;30.53;1
12:10:11.987;30.53;1
12:10:12.007;30.53;1
12:10:12.030;30.53;1
12:10:12.052;30.53;1
12:10:12.074;30.53;1
12:10:12.097;30.53;1
12:10:12.120;30.53;1
12:10:12.143;30.53;1
12:10:12.169;30.53;1
12:10:12.189;30.53;1
12:10:12.212;30.576;1
12:10:12.235;30.576;1
12:10:12.258;30.576;1
12:10:12.284;30.576;1
12:10:12.306;30.576;1
12:10:12.329;30.576;1
12:10:12.351;30.576;1
12:10:12.375;30.576;1
12:10:12.398;30.576;1
12:10:12.422;30.576;1
12:10:12.444;30.576;1
12:10:12.466;30.576;1
12:10:12.488;30.576;1
12:10:12.511;30.576;1
12:10:12.535;30.576;1
12:10:12.558;30.646;1
12:10:12.583;30.646;1
12:10:12.604;30.646;1
12:10:12.628;30.646;1
12:10:12.650;30.646;1
12:10:12.674;30.646;1
12:10:12.695;30.646;1
12:10:12.719;30.646;1
12:10:12.741;30.646;1
12:10:12.767;30.646;1
12:10:12.789;30.646;1
12:10:12.810;30.646;1
12:10:12.834;30.646;1
12:10:12.858;30.646;1
12:10:12.884;30.692;1
12:10:12.905;30.692;1
12:10:12.925;30.692;1
12:10:12.948;30.692;1
12:10:12.971;30.692;1
12:10:12.996;30.692;1
12:10:13.020;30.692;1
12:10:13.041;30.692;1
12:10:13.065;30.692;1
12:10:13.086;30.692;1
12:10:13.112;30.692;1
12:10:13.134;30.692;1
12:10:13.156;30.692;1
12:10:13.180;30.692;1
12:10:13.202;30.739;1
12:10:13.226;30.739;1
12:10:13.249;30.739;1
12:10:13.272;30.739;1
12:10:13.295;30.739;1
12:10:13.317;30.739;1
12:10:13.339;30.739;1
12:10:13.362;30.739;1
12:10:13.386;30.739;1
12:10:13.409;30.739;1
12:10:13.431;30.739;1
12:10:13.455;30.739;1
12:10:13.479;30.785;1
12:10:13.502;30.785;1
12:10:13.525;30.785;1
12:10:13.547;30.785;1
12:10:13.569;30.785;1
12:10:13.594;30.785;1
12:10:13.617;30.785;1
12:10:13.641;30.785;1
12:10:13.661;30.785;1
12:10:13.686;30.785;1
12:10:13.707;30.785;1
12:10:13.730;30.785;1
12:10:13.754;30.785;1
12:10:13.777;30.785;1
12:10:13.799;30.832;1
12:10:13.824;30.832;1
12:10:13.845;30.832;1
12:10:13.869;30.832;1
12:10:13.893;30.832;1
12:10:13.914;30.832;1
12:10:13.938;30.832;1
12:10:13.961;30.832;1
12:10:13.984;30.832;1
12:10:14.009;30.832;1
12:10:14.031;30.832;1
12:10:14.053;30.832;1
12:10:14.075;30.832;1
12:10:14.101;30.832;1
12:10:14.122;30.855;1
12:10:14.147;30.855;1
12:10:14.167;30.855;1
12:10:14.191;30.855;1
12:10:14.215;30.855;1
12:10:14.239;30.855;1
12:10:14.261;30.855;1
12:10:14.284;30.855;1
12:10:14.305;30.855;1
12:10:14.328;30.855;1
12:10:14.352;30.855;1
12:10:14.374;30.855;1
12:10:14.397;30.855;1
12:10:14.421;30.855;1
12:10:14.446;30.855;1
12:10:14.468;30.855;1
12:10:14.491;30.855;1
12:10:14.513;30.855;1
12:10:14.535;30.855;1
12:10:14.561;30.855;1
12:10:14.584;30.855;1
12:10:14.607;30.855;1
12:10:14.630;30.855;1
12:10:14.651;30.855;1
12:10:14.675;30.855;1
12:10:14.696;30.855;1
12:10:14.722;30.855;1
12:10:14.743;30.855;1
12:10:14.766;30.855;1
12:10:14.790;30.948;1
12:10:14.811;30.948;1
12:10:14.834;30.948;1
12:10:14.857;30.948;1
12:10:14.883;30.948;1
12:10:14.904;30.948;1
12:10:14.926;30.948;1
12:10:14.949;30.948;1
12:10:14.973;30.948;1
12:10:14.995;30.948;1
12:10:15.020;30.948;1
12:10:15.043;30.948;1
12:10:15.065;30.948;1
12:10:15.087;31.134;1
12:10:15.111;31.134;1
12:10:15.135;31.134;1
12:10:15.157;31.134;1
12:10:15.181;31.134;1
12:10:15.205;31.134;1
12:10:15.226;31.134;1
12:10:15.248;31.134;1
12:10:15.272;31.134;1
12:10:15.295;31.134;1
12:10:15.319;31.134;1
12:10:15.342;31.134;1
12:10:15.365;31.134;1
12:10:15.390;31.134;1
12:10:15.411;31.134;1
12:10:15.434;31.041;1
12:10:15.457;31.041;1
12:10:15.480;31.041;1
12:10:15.504;31.041;1
12:10:15.525;31.041;1
12:10:15.547;31.041;1
12:10:15.571;31.041;1
12:10:15.593;31.041;1
12:10:15.617;31.041;1
12:10:15.639;31.041;1
12:10:15.662;31.041;1
12:10:15.687;31.041;1
12:10:15.711;31.041;1
12:10:15.732;31.041;1
12:10:15.756;31.134;1
12:10:15.779;31.134;1
12:10:15.803;31.134;1
12:10:15.826;31.134;1
12:10:15.849;31.134;1
12:10:15.869;31.134;1
12:10:15.894;31.134;1
12:10:15.916;31.134;1
12:10:15.940;31.134;1
12:10:15.963;31.134;1
12:10:15.988;31.134;1
12:10:16.009;31.134;1
12:10:16.032;31.134;1
12:10:16.055;31.134;1
12:10:16.077;31.134;1
12:10:16.100;31.134;1
12:10:16.123;31.134;1
12:10:16.146;31.134;1
12:10:16.169;31.134;1
12:10:16.192;31.134;1
12:10:16.215;31.134;1
12:10:16.238;31.134;1
12:10:16.261;31.134;1
12:10:16.285;31.134;1
12:10:16.308;31.134;1
12:10:16.331;31.134;1
12:10:16.353;31.134;1
12:10:16.376;31.134;1
12:10:16.401;31.157;1
12:10:16.425;31.157;1
12:10:16.446;31.157;1
12:10:16.470;31.157;1
12:10:16.492;31.157;1
12:10:16.514;31.157;1
12:10:16.539;31.157;1
12:10:16.561;31.157;1
12:10:16.587;31.157;1
12:10:16.607;31.157;1
12:10:16.630;31.157;1
12:10:16.653;31.157;1
12:10:16.677;31.227;1
12:10:16.699;31.227;1
12:10:16.722;31.227;1
12:10:16.744;31.227;1
12:10:16.767;31.227;1
12:10:16.790;31.227;1
12:10:16.813;31.227;1
12:10:16.836;31.227;1
12:10:16.859;31.227;1
12:10:16.883;31.227;1
12:10:16.904;31.227;1
12:10:16.927;31.227;1
12:10:16.950;31.227;1
12:10:16.973;31.296;1
12:10:16.996;31.296;1
12:10:17.019;31.296;1
12:10:17.042;31.296;1
12:10:17.065;31.296;1
12:10:17.089;31.296;1
12:10:17.111;31.296;1
12:10:17.134;31.296;1
12:10:17.157;31.296;1
12:10:17.182;31.296;1
12:10:17.205;31.296;1
12:10:17.228;31.296;1
12:10:17.249;31.296;1
12:10:17.273;31.296;1
12:10:17.296;31.296;1
12:10:17.318;31.366;1
12:10:17.342;31.366;1
12:10:17.364;31.366;1
12:10:17.387;31.366;1
12:10:17.413;31.366;1
12:10:17.435;31.366;1
12:10:17.456;31.366;1
12:10:17.481;31.366;1
12:10:17.503;31.366;1
12:10:17.525;31.366;1
12:10:17.548;31.366;1
12:10:17.571;31.366;1
12:10:17.594;31.366;1
12:10:17.617;31.366;1
12:10:17.642;31.413;1
12:10:17.664;31.413;1
12:10:17.686;31.413;1
12:10:17.709;31.413;1
12:10:17.732;31.413;1
12:10:17.755;31.413;1
12:10:17.780;31.413;1
12:10:17.801;31.413;1
12:10:17.824;31.413;1
12:10:17.847;31.413;1
12:10:17.870;31.413;1
12:10:17.894;31.413;1
12:10:17.917;31.413;1
12:10:17.940;31.413;1
12:10:17.963;31.482;1
12:10:17.988;31.482;1
12:10:18.008;31.482;1
12:10:18.031;31.482;1
12:10:18.056;31.482;1
12:10:18.079;31.482;1
12:10:18.103;31.482;1
12:10:18.123;31.482;1
12:10:18.148;31.482;1
12:10:18.169;31.482;1
12:10:18.194;31.482;1
12:10:18.216;31.482;1
12:10:18.238;31.482;1
12:10:18.264;31.482;1
12:10:18.284;31.552;1
12:10:18.307;31.552;1
12:10:18.331;31.552;1
12:10:18.354;31.552;1
12:10:18.378;31.552;1
12:10:18.401;31.552;1
12:10:18.423;31.552;1
12:10:18.445;31.552;1
12:10:18.471;31.552;1
12:10:18.492;31.552;1
12:10:18.514;31.552;1
12:10:18.540;31.552;1
12:10:18.561;31.552;1
12:10:18.585;31.552;1
12:10:18.608;31.599;1
12:10:18.629;31.599;1
12:10:18.652;31.599;1
12:10:18.675;31.599;1
12:10:18.698;31.599;1
12:10:18.722;31.599;1
12:10:18.745;31.599;1
12:10:18.767;31.599;1
12:10:18.791;31.599;1
12:10:18.815;31.599;1
12:10:18.836;31.599;1
12:10:18.862;31.599;1
12:10:18.884;31.599;1
12:10:18.908;31.599;1
12:10:18.928;31.645;1
12:10:18.953;31.645;1
12:10:18.974;31.645;1
12:10:18.998;31.645;1
12:10:19.022;31.645;1
12:10:19.043;31.645;1
12:10:19.069;31.645;1
12:10:19.089;31.645;1
12:10:19.112;31.645;1
12:10:19.138;31.645;1
12:10:19.158;31.645;1
12:10:19.184;31.645;1
12:10:19.204;31.645;1
12:10:19.227;31.645;1
12:10:19.250;31.645;1
12:10:19.275;31.691;1
12:10:19.296;31.691;1
12:10:19.322;31.691;1
12:10:19.342;31.691;1
12:10:19.368;31.691;1
12:10:19.388;31.691;1
12:10:19.412;31.691;1
12:10:19.435;31.691;1
12:10:19.459;31.691;1
12:10:19.483;31.691;1
12:10:19.506;31.691;1
12:10:19.528;31.691;1
12:10:19.550;31.691;1
12:10:19.574;31.691;1
12:10:19.595;31.715;1
12:10:19.619;31.715;1
12:10:19.641;31.715;1
12:10:19.664;31.715;1
12:10:19.689;31.715;1
12:10:19.710;31.715;1
12:10:19.733;31.715;1
12:10:19.756;31.715;1
12:10:19.781;31.715;1
12:10:19.803;31.715;1
12:10:19.825;31.715;1
12:10:19.850;31.715;1
12:10:19.871;31.715;1
12:10:19.894;31.715;1
12:10:19.917;31.784;1
12:10:19.940;31.784;1
12:10:19.963;31.784;1
12:10:19.986;31.784;1
12:10:20.010;31.784;1
12:10:20.034;31.784;1
12:10:20.056;31.784;1
12:10:20.084;31.784;1
12:10:20.104;31.784;1
12:10:20.124;31.784;1
12:10:20.149;31.784;1
12:10:20.171;31.784;1
12:10:20.193;31.808;1
12:10:20.216;31.808;1
12:10:20.242;31.808;1
12:10:20.262;31.808;1
12:10:20.288;31.808;1
12:10:20.310;31.808;1
12:10:20.331;31.808;1
12:10:20.355;31.808;1
12:10:20.379;31.808;1
12:10:20.400;31.808;1
12:10:20.423;31.808;1
12:10:20.447;31.808;1
12:10:20.469;31.808;1
12:10:20.492;31.808;1
12:10:20.515;31.877;1
12:10:20.540;31.877;1
12:10:20.562;31.877;1
12:10:20.587;31.877;1
12:10:20.607;31.877;1
12:10:20.630;31.877;1
12:10:20.653;31.877;1
12:10:20.676;31.877;1
12:10:20.699;31.877;1
12:10:20.722;31.877;1
12:10:20.745;31.877;1
12:10:20.768;31.877;1
12:10:20.791;31.877;1
12:10:20.815;31.877;1
12:10:20.839;31.924;1
12:10:20.860;31.924;1
12:10:20.886;31.924;1
12:10:20.907;31.924;1
12:10:20.930;31.924;1
12:10:20.954;31.924;1
12:10:20.977;31.924;1
12:10:20.999;31.924;1
12:10:21.022;31.924;1
12:10:21.044;31.924;1
12:10:21.068;31.924;1
12:10:21.091;31.924;1
12:10:21.113;31.924;1
12:10:21.136;31.924;1
12:10:21.159;31.993;1
12:10:21.182;31.993;1
12:10:21.206;31.993;1
12:10:21.228;31.993;1
12:10:21.251;31.993;1
12:10:21.274;31.993;1
12:10:21.300;31.993;1
12:10:21.320;31.993;1
12:10:21.345;31.993;1
12:10:21.369;31.993;1
12:10:21.390;31.993;1
12:10:21.413;31.993;1
12:10:21.435;31.993;1
12:10:21.459;31.993;1
12:10:21.483;32.063;1
12:10:21.507;32.063;1
12:10:21.528;32.063;1
12:10:21.550;32.063;1
12:10:21.573;32.063;1
12:10:21.597;32.063;1
12:10:21.621;32.063;1
12:10:21.643;32.063;1
12:10:21.665;32.063;1
12:10:21.688;32.063;1
12:10:21.712;32.063;1
12:10:21.735;32.063;1
12:10:21.757;32.063;1
12:10:21.784;32.063;1
12:10:21.803;32.063;1
12:10:21.829;32.133;1
12:10:21.850;32.133;1
12:10:21.873;32.133;1
12:10:21.896;32.133;1
12:10:21.920;32.133;1
12:10:21.942;32.133;1
12:10:21.964;32.133;1
12:10:21.988;32.133;1
12:10:22.012;32.133;1
12:10:22.034;32.133;1
12:10:22.057;32.133;1
12:10:22.083;32.133;1
12:10:22.105;32.133;1
12:10:22.126;32.133;1
12:10:22.150;32.249;1
12:10:22.172;32.249;1
12:10:22.194;32.249;1
12:10:22.217;32.249;1
12:10:22.240;32.249;1
12:10:22.263;32.249;1
12:10:22.287;32.249;1
12:10:22.309;32.249;1
12:10:22.332;32.249;1
12:10:22.355;32.249;1
12:10:22.381;32.249;1
12:10:22.404;32.249;1
12:10:22.425;32.249;1
12:10:22.447;32.249;1
12:10:22.471;32.319;1
12:10:22.495;32.319;1
12:10:22.517;32.319;1
12:10:22.540;32.319;1
12:10:22.563;32.319;1
12:10:22.587;32.319;1
12:10:22.609;32.319;1
12:10:22.632;32.319;1
12:10:22.655;32.319;1
12:10:22.678;32.319;1
12:10:22.701;32.319;1
12:10:22.724;32.319;1
12:10:22.749;32.319;1
12:10:22.770;32.365;1
12:10:22.795;32.365;1
12:10:22.816;32.365;1
