TimeStamp;Частота вращения РВД приведенная;0 - Bad, 1 - Good
12:10:02.670;9726.369;1
12:10:02.690;9726.67;1
12:10:02.713;9726.346;1
12:10:02.737;9726.6;1
12:10:02.763;9726.6;1
12:10:02.785;9726.94;1
12:10:02.807;9726.608;1
12:10:02.831;9726.449;1
12:10:02.854;9726.687;1
12:10:02.875;9726.561;1
12:10:02.899;9726.561;1
12:10:02.923;9726.869;1
12:10:02.945;9727.099;1
12:10:02.967;9727.021;1
12:10:02.990;9726.26;1
12:10:03.014;9726.616;1
12:10:03.037;9727.051;1
12:10:03.060;9727.051;1
12:10:03.083;9726.917;1
12:10:03.108;9726.988;1
12:10:03.128;9726.631;1
12:10:03.152;9726.505;1
12:10:03.174;9726.616;1
12:10:03.197;9726.742;1
12:10:03.220;9726.742;1
12:10:03.243;9726.647;1
12:10:03.266;9726.593;1
12:10:03.291;9726.719;1
12:10:03.312;9726.597;1
12:10:03.335;9727.357;1
12:10:03.358;9726.716;1
12:10:03.383;9726.716;1
12:10:03.405;9726.945;1
12:10:03.430;9726.945;1
12:10:03.452;9727.445;1
12:10:03.473;9727.862;1
12:10:03.497;9727.942;1
12:10:03.519;9727.324;1
12:10:03.542;9728.062;1
12:10:03.565;9728.062;1
12:10:03.588;9728.062;1
12:10:03.611;9727.276;1
12:10:03.634;9727.261;1
12:10:03.657;9727.729;1
12:10:03.683;9725.882;1
12:10:03.704;9725.882;1
12:10:03.728;9725.882;1
12:10:03.749;9727.142;1
12:10:03.772;9726.912;1
12:10:03.795;9728.12;1
12:10:03.818;9728.952;1
12:10:03.842;9729.975;1
12:10:03.863;9727.146;1
12:10:03.887;9727.312;1
12:10:03.912;9727.312;1
12:10:03.934;9727.479;1
12:10:03.955;9727.555;1
12:10:03.981;9726.937;1
12:10:04.004;9727.166;1
12:10:04.025;9727.174;1
12:10:04.050;9727.586;1
12:10:04.071;9727.197;1
12:10:04.095;9727.197;1
12:10:04.117;9728.026;1
12:10:04.140;9727.853;1
12:10:04.162;9727.281;1
12:10:04.186;9727.536;1
12:10:04.209;9727.4;1
12:10:04.231;9727.454;1
12:10:04.254;9727.454;1
12:10:04.278;9728.412;1
12:10:04.300;9727.47;1
12:10:04.324;9727.984;1
12:10:04.346;9727.398;1
12:10:04.369;9727.968;1
12:10:04.393;9727.707;1
12:10:04.415;9727.44;1
12:10:04.441;9727.44;1
12:10:04.461;9727.267;1
12:10:04.484;9727.766;1
12:10:04.507;9727.425;1
12:10:04.530;9727.527;1
12:10:04.553;9727.158;1
12:10:04.576;9728.663;1
12:10:04.600;9726.311;1
12:10:04.622;9726.311;1
12:10:04.646;9726.311;1
12:10:04.668;9727.381;1
12:10:04.692;9727.459;1
12:10:04.715;9727.189;1
12:10:04.738;9727.15;1
12:10:04.761;9727.361;1
12:10:04.786;9727.52;1
12:10:04.809;9727.329;1
12:10:04.832;9727.329;1
12:10:04.852;9727.29;1
12:10:04.876;9727.329;1
12:10:04.898;9728.079;1
12:10:04.922;9727.454;1
12:10:04.946;9728.428;1
12:10:04.969;9728.285;1
12:10:04.990;9728.499;1
12:10:05.015;9728.499;1
12:10:05.036;9728.483;1
12:10:05.062;9728;1
12:10:05.086;9726.474;1
12:10:05.105;9727.726;1
12:10:05.130;9727.29;1
12:10:05.151;9727.29;1
12:10:05.175;9727.464;1
12:10:05.198;9726.584;1
12:10:05.220;9726.847;1
12:10:05.246;9727.313;1
12:10:05.269;9727.044;1
12:10:05.290;9727.313;1
12:10:05.312;9727.313;1
12:10:05.335;9727.036;1
12:10:05.361;9726.68;1
12:10:05.387;9726.929;1
12:10:05.406;9726.517;1
12:10:05.427;9727.372;1
12:10:05.451;9727.008;1
12:10:05.474;9726.794;1
12:10:05.497;9726.794;1
12:10:05.521;9726.952;1
12:10:05.543;9726.689;1
12:10:05.565;9726.77;1
12:10:05.588;9726.77;1
12:10:05.612;9726.429;1
12:10:05.636;9726.412;1
12:10:05.657;9726.412;1
12:10:05.685;9726.278;1
12:10:05.705;9726.804;1
12:10:05.729;9726.082;1
12:10:05.750;9726.153;1
12:10:05.772;9726.668;1
12:10:05.795;9726.192;1
12:10:05.818;9726.192;1
12:10:05.841;9726.2;1
12:10:05.867;9725.907;1
12:10:05.887;9725.844;1
12:10:05.910;9726.834;1
12:10:05.933;9726.455;1
12:10:05.956;9726.407;1
12:10:05.980;9726.318;1
12:10:06.002;9726.318;1
12:10:06.025;9727.221;1
12:10:06.048;9726.785;1
12:10:06.071;9726.357;1
12:10:06.094;9726.936;1
12:10:06.117;9727.016;1
12:10:06.140;9727.016;1
12:10:06.163;9726.596;1
12:10:06.187;9726.596;1
12:10:06.209;9726.697;1
12:10:06.232;9725.992;1
12:10:06.255;9727.213;1
12:10:06.280;9726.373;1
12:10:06.301;9726.373;1
12:10:06.324;9726.048;1
12:10:06.350;9726.88;1
12:10:06.370;9726.144;1
12:10:06.393;9726.976;1
12:10:06.416;9726.824;1
12:10:06.439;9726.824;1
12:10:06.465;9727.109;1
12:10:06.485;9726.896;1
12:10:06.508;9726.692;1
12:10:06.531;9726.383;1
12:10:06.554;9725.995;1
12:10:06.577;9726.858;1
12:10:06.600;9726.858;1
12:10:06.623;9727.049;1
12:10:06.646;9727.049;1
12:10:06.669;9726.014;1
12:10:06.692;9726.014;1
12:10:06.715;9726.322;1
12:10:06.738;9726.322;1
12:10:06.761;9726.537;1
12:10:06.784;9726.537;1
12:10:06.809;9726.322;1
12:10:06.831;9726.267;1
12:10:06.854;9726.687;1
12:10:06.876;9726.204;1
12:10:06.899;9726.204;1
12:10:06.922;9726.236;1
12:10:06.945;9726.172;1
12:10:06.968;9726.204;1
12:10:06.991;9726.282;1
12:10:07.016;9726.426;1
12:10:07.039;9726.702;1
12:10:07.061;9726.702;1
12:10:07.086;9726.537;1
12:10:07.108;9726.362;1
12:10:07.131;9726.537;1
12:10:07.154;9726.64;1
12:10:07.175;9726.64;1
12:10:07.200;9726.75;1
12:10:07.222;9728.479;1
12:10:07.244;9729.738;1
12:10:07.269;9725.388;1
12:10:07.291;9726.481;1
12:10:07.314;9726.806;1
12:10:07.337;9726.806;1
12:10:07.359;9726.188;1
12:10:07.387;9726.846;1
12:10:07.407;9726.973;1
12:10:07.428;9726.671;1
12:10:07.452;9726.758;1
12:10:07.474;9726.758;1
12:10:07.497;9726.37;1
12:10:07.520;9726.37;1
12:10:07.543;9726.767;1
12:10:07.569;9726.457;1
12:10:07.589;9726.965;1
12:10:07.612;9726.176;1
12:10:07.635;9726.771;1
12:10:07.658;9726.636;1
12:10:07.681;9726.636;1
12:10:07.707;9726.145;1
12:10:07.729;9726.327;1
12:10:07.752;9726.761;1
12:10:07.774;9726.863;1
12:10:07.798;9726.863;1
12:10:07.819;9726.222;1
12:10:07.842;9726.238;1
12:10:07.865;9726.443;1
12:10:07.890;9726.443;1
12:10:07.912;9726.27;1
12:10:07.935;9726.119;1
12:10:07.957;9725.713;1
12:10:07.982;9725.681;1
12:10:08.005;9726.069;1
12:10:08.028;9726.069;1
12:10:08.051;9725.776;1
12:10:08.073;9726.426;1
12:10:08.095;9725.795;1
12:10:08.119;9726.374;1
12:10:08.143;9725.851;1
12:10:08.166;9725.637;1
12:10:08.188;9725.637;1
12:10:08.211;9726.842;1
12:10:08.233;9727.039;1
12:10:08.257;9723.633;1
12:10:08.281;9726.495;1
12:10:08.304;9725.655;1
12:10:08.325;9725.901;1
12:10:08.349;9725.901;1
12:10:08.372;9726.282;1
12:10:08.395;9725.957;1
12:10:08.417;9727.568;1
12:10:08.440;9725.477;1
12:10:08.464;9725.523;1
12:10:08.489;9725.523;1
12:10:08.513;9725.889;1
12:10:08.533;9727.964;1
12:10:08.555;9726.229;1
12:10:08.580;9724.086;1
12:10:08.601;9725.432;1
12:10:08.625;9725.932;1
12:10:08.647;9725.932;1
12:10:08.670;9725.218;1
12:10:08.693;9725.844;1
12:10:08.719;9726.232;1
12:10:08.739;9725.538;1
12:10:08.764;9725.182;1
12:10:08.790;9725.182;1
12:10:08.808;9725.419;1
12:10:08.831;9725.419;1
12:10:08.856;9725.411;1
12:10:08.878;9724.829;1
12:10:08.900;9725.035;1
12:10:08.924;9725.534;1
12:10:08.949;9724.837;1
12:10:08.970;9725.067;1
12:10:08.993;9725.067;1
12:10:09.017;9725.399;1
12:10:09.040;9724.979;1
12:10:09.062;9724.665;1
12:10:09.088;9724.943;1
12:10:09.109;9724.809;1
12:10:09.131;9724.721;1
12:10:09.155;9724.721;1
12:10:09.178;9725.094;1
12:10:09.199;9725.308;1
12:10:09.225;9725.046;1
12:10:09.246;9725.021;1
12:10:09.271;9725.133;1
12:10:09.293;9725.149;1
12:10:09.317;9725.109;1
12:10:09.340;9725.109;1
12:10:09.362;9724.769;1
12:10:09.386;9725.756;1
12:10:09.409;9725.313;1
12:10:09.431;9725.669;1
12:10:09.455;9725.32;1
12:10:09.476;9725.32;1
12:10:09.502;9725.059;1
12:10:09.522;9725.543;1
12:10:09.547;9725.359;1
12:10:09.571;9725.177;1
12:10:09.592;9725.613;1
12:10:09.614;9725.613;1
12:10:09.637;9725.495;1
12:10:09.663;9725.581;1
12:10:09.687;9725.447;1
12:10:09.707;9724.978;1
12:10:09.731;9725.294;1
12:10:09.753;9725.278;1
12:10:09.778;9725.278;1
12:10:09.800;9724.692;1
12:10:09.824;9725.207;1
12:10:09.846;9724.807;1
12:10:09.868;9725.179;1
12:10:09.890;9725.439;1
12:10:09.913;9725.487;1
12:10:09.937;9725.432;1
12:10:09.960;9725.432;1
12:10:09.984;9724.655;1
12:10:10.008;9724.68;1
12:10:10.031;9725.509;1
12:10:10.051;9725.509;1
12:10:10.074;9725.207;1
12:10:10.098;9725.207;1
12:10:10.123;9725.374;1
12:10:10.145;9725.184;1
12:10:10.167;9725.125;1
12:10:10.189;9725.553;1
12:10:10.212;9725.062;1
12:10:10.235;9725.481;1
12:10:10.260;9725.752;1
12:10:10.283;9725.752;1
12:10:10.303;9725.308;1
12:10:10.326;9725.764;1
12:10:10.349;9725.764;1
12:10:10.372;9725.439;1
12:10:10.395;9725.471;1
12:10:10.418;9725.471;1
12:10:10.441;9725.471;1
12:10:10.464;9725.605;1
12:10:10.487;9725.605;1
12:10:10.510;9725.288;1
12:10:10.533;9725.359;1
12:10:10.556;9725.725;1
12:10:10.580;9725.471;1
12:10:10.602;9725.471;1
12:10:10.628;9725.859;1
12:10:10.650;9725.732;1
12:10:10.671;9725.883;1
12:10:10.695;9725.083;1
12:10:10.719;9726.184;1
12:10:10.740;9726.184;1
12:10:10.763;9725.154;1
12:10:10.786;9725.154;1
12:10:10.810;9725.771;1
12:10:10.833;9726.171;1
12:10:10.855;9726.062;1
12:10:10.880;9726.037;1
12:10:10.901;9726.085;1
12:10:10.924;9726.085;1
12:10:10.947;9725.657;1
12:10:10.972;9725.981;1
12:10:10.994;9726.338;1
12:10:11.017;9726.545;1
12:10:11.039;9726.545;1
12:10:11.065;9726.219;1
12:10:11.088;9726.829;1
12:10:11.110;9725.902;1
12:10:11.131;9726.383;1
12:10:11.155;9727.04;1
12:10:11.179;9727.04;1
12:10:11.200;9726.589;1
12:10:11.226;9726.953;1
12:10:11.248;9726.842;1
12:10:11.270;9727.042;1
12:10:11.294;9727.042;1
12:10:11.317;9726.844;1
12:10:11.338;9726.566;1
12:10:11.361;9726.939;1
12:10:11.385;9727.288;1
12:10:11.407;9727.019;1
12:10:11.430;9727.288;1
12:10:11.453;9727.455;1
12:10:11.477;9727.487;1
12:10:11.499;9727.487;1
12:10:11.523;9727.265;1
12:10:11.545;9727.232;1
12:10:11.569;9727.043;1
12:10:11.592;9727.212;1
12:10:11.614;9727.695;1
12:10:11.640;9727.695;1
12:10:11.662;9727.72;1
12:10:11.684;9726.998;1
12:10:11.706;9727.902;1
12:10:11.729;9727.585;1
12:10:11.753;9727.795;1
12:10:11.775;9727.399;1
12:10:11.798;9727.399;1
12:10:11.822;9727.757;1
12:10:11.844;9728.089;1
12:10:11.869;9728.255;1
12:10:11.891;9728.081;1
12:10:11.914;9727.769;1
12:10:11.937;9727.769;1
12:10:11.959;9728.673;1
12:10:11.987;9728.244;1
12:10:12.007;9727.793;1
12:10:12.030;9727.46;1
12:10:12.052;9727.46;1
12:10:12.074;9728.558;1
12:10:12.097;9728.558;1
12:10:12.120;9728.296;1
12:10:12.143;9728.327;1
12:10:12.169;9727.931;1
12:10:12.189;9728.359;1
12:10:12.212;9727.844;1
12:10:12.235;9727.96;1
12:10:12.258;9727.706;1
12:10:12.284;9727.706;1
12:10:12.306;9728.443;1
12:10:12.329;9728.309;1
12:10:12.351;9727.77;1
12:10:12.375;9728.085;1
12:10:12.398;9728.085;1
12:10:12.422;9728.521;1
12:10:12.444;9729.258;1
12:10:12.466;9729.4;1
12:10:12.488;9728.846;1
12:10:12.511;9729.273;1
12:10:12.535;9728.861;1
12:10:12.558;9728.861;1
12:10:12.583;9728.861;1
12:10:12.604;9728.125;1
12:10:12.628;9728.601;1
12:10:12.650;9729.218;1
12:10:12.674;9729.218;1
12:10:12.695;9729.242;1
12:10:12.719;9729.244;1
12:10:12.741;9728.689;1
12:10:12.767;9728.507;1
12:10:12.789;9728.586;1
12:10:12.810;9728.412;1
12:10:12.834;9728.245;1
12:10:12.858;9728.245;1
12:10:12.884;9727.991;1
12:10:12.905;9728.687;1
12:10:12.925;9728.537;1
12:10:12.948;9728.537;1
12:10:12.971;9728.719;1
12:10:12.996;9728.33;1
12:10:13.020;9728.537;1
12:10:13.041;9729.219;1
12:10:13.065;9728.949;1
12:10:13.086;9728.569;1
12:10:13.112;9731.201;1
12:10:13.134;9728.268;1
12:10:13.156;9728.268;1
12:10:13.180;9729.187;1
12:10:13.202;9728.632;1
12:10:13.226;9729.145;1
12:10:13.249;9730.444;1
12:10:13.272;9730.072;1
12:10:13.295;9730.072;1
12:10:13.317;9729.755;1
12:10:13.339;9729.137;1
12:10:13.362;9728.32;1
12:10:13.386;9729.01;1
12:10:13.409;9729.224;1
12:10:13.431;9729.145;1
12:10:13.455;9729.145;1
12:10:13.479;9729.169;1
12:10:13.502;9729.278;1
12:10:13.525;9728.854;1
12:10:13.547;9728.655;1
12:10:13.569;9728.814;1
12:10:13.594;9728.783;1
12:10:13.617;9728.783;1
12:10:13.641;9729.298;1
12:10:13.661;9728.529;1
12:10:13.686;9728.569;1
12:10:13.707;9728.577;1
12:10:13.730;9729.417;1
12:10:13.754;9728.87;1
12:10:13.777;9728.87;1
12:10:13.799;9728.847;1
12:10:13.824;9728.974;1
12:10:13.845;9728.767;1
12:10:13.869;9728.663;1
12:10:13.893;9728.663;1
12:10:13.914;9728.719;1
12:10:13.938;9728.64;1
12:10:13.961;9728.6;1
12:10:13.984;9728.569;1
12:10:14.009;9728.101;1
12:10:14.031;9727.713;1
12:10:14.053;9728.077;1
12:10:14.075;9728.077;1
12:10:14.101;9728.299;1
12:10:14.122;9728.299;1
12:10:14.147;9727.397;1
12:10:14.167;9728;1
12:10:14.191;9727.666;1
12:10:14.215;9728.007;1
12:10:14.239;9728.007;1
12:10:14.261;9727.977;1
12:10:14.284;9728.205;1
12:10:14.305;9728.617;1
12:10:14.328;9728.434;1
12:10:14.352;9728.338;1
12:10:14.374;9728.338;1
12:10:14.397;9727.776;1
12:10:14.421;9728.941;1
12:10:14.446;9728.322;1
12:10:14.468;9728.271;1
12:10:14.491;9728.563;1
12:10:14.513;9728.421;1
12:10:14.535;9728.421;1
12:10:14.561;9728.287;1
12:10:14.584;9728.651;1
12:10:14.607;9727.898;1
12:10:14.630;9728.176;1
12:10:14.651;9728.406;1
12:10:14.675;9728.406;1
12:10:14.696;9727.739;1
12:10:14.722;9728.397;1
12:10:14.743;9727.454;1
12:10:14.766;9728.444;1
12:10:14.790;9728.655;1
12:10:14.811;9728.655;1
12:10:14.834;9728.165;1
12:10:14.857;9728.197;1
12:10:14.883;9728.235;1
12:10:14.904;9728.506;1
12:10:14.926;9728.569;1
12:10:14.949;9728.585;1
12:10:14.973;9728.431;1
12:10:14.995;9728.431;1
12:10:15.020;9728.376;1
12:10:15.043;9727.948;1
12:10:15.065;9727.995;1
12:10:15.087;9728.344;1
12:10:15.111;9727.819;1
12:10:15.135;9727.938;1
12:10:15.157;9727.938;1
12:10:15.181;9728.159;1
12:10:15.205;9727.479;1
12:10:15.226;9727.946;1
12:10:15.248;9727.954;1
12:10:15.272;9727.954;1
12:10:15.295;9728.105;1
12:10:15.319;9727.853;1
12:10:15.342;9728.368;1
12:10:15.365;9728.605;1
12:10:15.390;9728.153;1
12:10:15.411;9728.059;1
12:10:15.434;9728.059;1
12:10:15.457;9728.641;1
12:10:15.480;9729.465;1
12:10:15.504;9729.473;1
12:10:15.525;9728.664;1
12:10:15.547;9728.712;1
12:10:15.571;9729.306;1
12:10:15.593;9729.124;1
12:10:15.617;9729.124;1
12:10:15.639;9729.029;1
12:10:15.662;9728.593;1
12:10:15.687;9730.036;1
12:10:15.711;9729.093;1
12:10:15.732;9728.664;1
12:10:15.756;9728.664;1
12:10:15.779;9729.148;1
12:10:15.803;9728.926;1
12:10:15.826;9728.949;1
12:10:15.849;9728.838;1
12:10:15.869;9728.379;1
12:10:15.894;9728.506;1
12:10:15.916;9728.506;1
12:10:15.940;9728.229;1
12:10:15.963;9728.252;1
12:10:15.988;9728.086;1
12:10:16.009;9728.379;1
12:10:16.032;9728.379;1
12:10:16.055;9728.292;1
12:10:16.077;9728.489;1
12:10:16.100;9728.226;1
12:10:16.123;9728.376;1
12:10:16.146;9729.264;1
12:10:16.169;9728.202;1
12:10:16.192;9728.202;1
12:10:16.215;9728.579;1
12:10:16.238;9728.365;1
12:10:16.261;9729.078;1
12:10:16.285;9729.078;1
12:10:16.308;9728.698;1
12:10:16.331;9728.698;1
12:10:16.353;9729.442;1
12:10:16.376;9728.325;1
12:10:16.401;9726.797;1
12:10:16.425;9728.269;1
12:10:16.446;9728.799;1
12:10:16.470;9728.054;1
12:10:16.492;9728.395;1
12:10:16.514;9728.395;1
12:10:16.539;9728.625;1
12:10:16.561;9728.636;1
12:10:16.587;9728.446;1
12:10:16.607;9729.104;1
12:10:16.630;9729.104;1
12:10:16.653;9728.612;1
12:10:16.677;9728.779;1
12:10:16.699;9728.542;1
12:10:16.722;9728.779;1
12:10:16.744;9728.518;1
12:10:16.767;9728.256;1
12:10:16.790;9728.256;1
12:10:16.813;9728.224;1
12:10:16.836;9727.931;1
12:10:16.859;9728.983;1
12:10:16.883;9728.983;1
12:10:16.904;9728.746;1
12:10:16.927;9728.35;1
12:10:16.950;9728.032;1
12:10:16.973;9729.489;1
12:10:16.996;9729.139;1
12:10:17.019;9728.172;1
12:10:17.042;9728.172;1
12:10:17.065;9728.093;1
12:10:17.089;9728.093;1
12:10:17.111;9728.806;1
12:10:17.134;9728.806;1
12:10:17.157;9728.243;1
12:10:17.182;9728.243;1
12:10:17.205;9728.952;1
12:10:17.228;9728.952;1
12:10:17.249;9728.833;1
12:10:17.273;9728.912;1
12:10:17.296;9728.579;1
12:10:17.318;9728.302;1
12:10:17.342;9728.712;1
12:10:17.364;9728.642;1
12:10:17.387;9728.642;1
12:10:17.413;9728.625;1
12:10:17.435;9728.863;1
12:10:17.456;9728.395;1
12:10:17.481;9729.584;1
12:10:17.503;9728.688;1
12:10:17.525;9729.271;1
12:10:17.548;9728.163;1
12:10:17.571;9729.01;1
12:10:17.594;9729.256;1
12:10:17.617;9729.256;1
12:10:17.642;9728.479;1
12:10:17.664;9728.479;1
12:10:17.686;9729.217;1
12:10:17.709;9728.946;1
12:10:17.732;9728.646;1
12:10:17.755;9728.741;1
12:10:17.780;9728.836;1
12:10:17.801;9728.836;1
12:10:17.824;9729.367;1
12:10:17.847;9728.622;1
12:10:17.870;9728.63;1
12:10:17.894;9729.01;1
12:10:17.917;9728.741;1
12:10:17.940;9728.741;1
12:10:17.963;9728.86;1
12:10:17.988;9727.924;1
12:10:18.008;9728.107;1
12:10:18.031;9728.923;1
12:10:18.056;9729.113;1
12:10:18.079;9729.113;1
12:10:18.103;9728.052;1
12:10:18.123;9728.384;1
12:10:18.148;9728.456;1
12:10:18.169;9728.598;1
12:10:18.194;9728.227;1
12:10:18.216;9728.227;1
12:10:18.238;9728.559;1
12:10:18.264;9728.653;1
12:10:18.284;9729.851;1
12:10:18.307;9728.163;1
12:10:18.331;9728.337;1
12:10:18.354;9728.171;1
12:10:18.378;9728.171;1
12:10:18.401;9728.439;1
12:10:18.423;9728.986;1
12:10:18.445;9728.393;1
12:10:18.471;9728.083;1
12:10:18.492;9728.154;1
12:10:18.514;9728.154;1
12:10:18.540;9728.661;1
12:10:18.561;9728.083;1
12:10:18.585;9727.838;1
12:10:18.608;9727.601;1
12:10:18.629;9728.594;1
12:10:18.652;9727.928;1
12:10:18.675;9727.928;1
12:10:18.698;9728.157;1
12:10:18.722;9728.023;1
12:10:18.745;9728.387;1
12:10:18.767;9728.249;1
12:10:18.791;9728.598;1
12:10:18.815;9728.36;1
12:10:18.836;9728.36;1
12:10:18.862;9728.337;1
12:10:18.884;9728.353;1
12:10:18.908;9728.06;1
12:10:18.928;9727.576;1
12:10:18.953;9727.482;1
12:10:18.974;9727.919;1
12:10:18.998;9727.919;1
12:10:19.022;9728.22;1
12:10:19.043;9727.784;1
12:10:19.069;9727.404;1
12:10:19.089;9727.7;1
12:10:19.112;9727.874;1
12:10:19.138;9727.486;1
12:10:19.158;9727.486;1
12:10:19.184;9727.597;1
12:10:19.204;9727.486;1
12:10:19.227;9729.008;1
12:10:19.250;9727.978;1
12:10:19.275;9727.978;1
12:10:19.296;9726.248;1
12:10:19.322;9727.263;1
12:10:19.342;9727.508;1
12:10:19.368;9726.851;1
12:10:19.388;9726.392;1
12:10:19.412;9726.607;1
12:10:19.435;9726.607;1
12:10:19.459;9727.043;1
12:10:19.483;9726.552;1
12:10:19.506;9726.163;1
12:10:19.528;9726.321;1
12:10:19.550;9726.321;1
12:10:19.574;9726.163;1
12:10:19.595;9726.313;1
12:10:19.619;9726.219;1
12:10:19.641;9726.18;1
12:10:19.664;9726.417;1
12:10:19.689;9726.417;1
12:10:19.710;9726.195;1
12:10:19.733;9726.195;1
12:10:19.756;9726.337;1
12:10:19.781;9726.021;1
12:10:19.803;9726.321;1
12:10:19.825;9726.321;1
12:10:19.850;9726.321;1
12:10:19.871;9726.354;1
12:10:19.894;9726.4;1
12:10:19.917;9726.48;1
12:10:19.940;9726.5;1
12:10:19.963;9726.342;1
12:10:19.986;9726.342;1
12:10:20.010;9726.144;1
12:10:20.034;9726.223;1
12:10:20.056;9726.318;1
12:10:20.084;9726.653;1
12:10:20.104;9725.925;1
12:10:20.124;9725.616;1
12:10:20.149;9726.249;1
12:10:20.171;9726.249;1
12:10:20.193;9725.838;1
12:10:20.216;9725.141;1
12:10:20.242;9725.774;1
12:10:20.262;9726.297;1
12:10:20.288;9726.297;1
12:10:20.310;9726.574;1
12:10:20.331;9725.562;1
12:10:20.355;9725.553;1
12:10:20.379;9726.67;1
12:10:20.400;9725.634;1
12:10:20.423;9726.386;1
12:10:20.447;9725.31;1
12:10:20.469;9725.871;1
12:10:20.492;9725.871;1
12:10:20.515;9725.761;1
12:10:20.540;9725.518;1
12:10:20.562;9725.818;1
12:10:20.587;9725.818;1
12:10:20.607;9725.843;1
12:10:20.630;9725.732;1
12:10:20.653;9725.677;1
12:10:20.676;9726.976;1
12:10:20.699;9725.344;1
12:10:20.722;9724.761;1
12:10:20.745;9725.719;1
12:10:20.768;9724.238;1
12:10:20.791;9725.537;1
12:10:20.815;9725.157;1
12:10:20.839;9725.434;1
12:10:20.860;9725.434;1
12:10:20.886;9725.885;1
12:10:20.907;9725.157;1
12:10:20.930;9725.014;1
12:10:20.954;9724.896;1
12:10:20.977;9724.896;1
12:10:20.999;9725.148;1
12:10:21.022;9725.521;1
12:10:21.044;9725.774;1
12:10:21.068;9725.466;1
12:10:21.091;9725.585;1
12:10:21.113;9725.988;1
12:10:21.136;9725.988;1
12:10:21.159;9724.967;1
12:10:21.182;9724.573;1
12:10:21.206;9725.104;1
12:10:21.228;9725.651;1
12:10:21.251;9725.112;1
12:10:21.274;9725.112;1
12:10:21.300;9725.176;1
12:10:21.320;9724.898;1
