TimeStamp;Давление масла в нагнетающей магистрали двигателя (после фильтра) (поз. Pм);0 - Bad, 1 - Good
12:10:02.713;301.965;1
12:10:02.737;302.077;1
12:10:02.763;302.077;1
12:10:02.785;301.854;1
12:10:02.807;301.965;1
12:10:02.831;302.169;1
12:10:02.854;302.169;1
12:10:02.875;302.299;1
12:10:02.899;302.299;1
12:10:02.923;302.095;1
12:10:02.945;301.984;1
12:10:02.967;301.984;1
12:10:02.990;302.299;1
12:10:03.014;302.299;1
12:10:03.037;302.299;1
12:10:03.060;302.466;1
12:10:03.083;302.466;1
12:10:03.108;302.614;1
12:10:03.128;302.466;1
12:10:03.152;302.466;1
12:10:03.174;302.466;1
12:10:03.197;301.984;1
12:10:03.220;301.743;1
12:10:03.243;301.947;1
12:10:03.266;302.077;1
12:10:03.291;302.077;1
12:10:03.312;301.91;1
12:10:03.335;302.002;1
12:10:03.358;302.002;1
12:10:03.383;302.002;1
12:10:03.405;302.28;1
12:10:03.430;302.206;1
12:10:03.452;302.206;1
12:10:03.473;301.743;1
12:10:03.497;301.78;1
12:10:03.519;301.632;1
12:10:03.542;301.798;1
12:10:03.565;301.798;1
12:10:03.588;301.798;1
12:10:03.611;302.021;1
12:10:03.634;302.41;1
12:10:03.657;302.577;1
12:10:03.683;302.392;1
12:10:03.704;302.392;1
12:10:03.728;302.392;1
12:10:03.749;302.114;1
12:10:03.772;302.392;1
12:10:03.795;302.336;1
12:10:03.818;302.114;1
12:10:03.842;301.687;1
12:10:03.863;301.687;1
12:10:03.887;301.687;1
12:10:03.912;301.632;1
12:10:03.934;302.114;1
12:10:03.955;302.688;1
12:10:03.981;302.763;1
12:10:04.004;302.763;1
12:10:04.025;302.484;1
12:10:04.050;302.484;1
12:10:04.071;302.373;1
12:10:04.095;302.577;1
12:10:04.117;302.855;1
12:10:04.140;302.855;1
12:10:04.162;302.67;1
12:10:04.186;302.206;1
12:10:04.209;302.206;1
12:10:04.231;301.817;1
12:10:04.254;301.687;1
12:10:04.278;301.687;1
12:10:04.300;301.91;1
12:10:04.324;301.965;1
12:10:04.346;302.114;1
12:10:04.369;302.243;1
12:10:04.393;302.243;1
12:10:04.415;302.243;1
12:10:04.441;302.299;1
12:10:04.461;301.78;1
12:10:04.484;301.798;1
12:10:04.507;302.039;1
12:10:04.530;302.039;1
12:10:04.553;302.132;1
12:10:04.576;302.132;1
12:10:04.600;302.021;1
12:10:04.622;301.928;1
12:10:04.646;301.928;1
12:10:04.668;302.151;1
12:10:04.692;302.151;1
12:10:04.715;302.355;1
12:10:04.738;302.447;1
12:10:04.761;302.41;1
12:10:04.786;302.41;1
12:10:04.809;302.243;1
12:10:04.832;302.243;1
12:10:04.852;302.058;1
12:10:04.876;302.132;1
12:10:04.898;302.243;1
12:10:04.922;302.28;1
12:10:04.946;302.132;1
12:10:04.969;302.132;1
12:10:04.990;302.132;1
12:10:05.015;301.873;1
12:10:05.036;301.928;1
12:10:05.062;302.225;1
12:10:05.086;302.596;1
12:10:05.105;302.596;1
12:10:05.130;302.596;1
12:10:05.151;302.299;1
12:10:05.175;301.724;1
12:10:05.198;301.761;1
12:10:05.220;301.687;1
12:10:05.246;301.687;1
12:10:05.269;301.687;1
12:10:05.290;301.78;1
12:10:05.312;302.373;1
12:10:05.335;302.614;1
12:10:05.361;302.299;1
12:10:05.387;302.299;1
12:10:05.406;301.928;1
12:10:05.427;301.52;1
12:10:05.451;301.52;1
12:10:05.474;301.669;1
12:10:05.497;302.151;1
12:10:05.521;302.151;1
12:10:05.543;302.54;1
12:10:05.565;302.447;1
12:10:05.588;302.336;1
12:10:05.612;302.336;1
12:10:05.636;301.984;1
12:10:05.657;301.984;1
12:10:05.685;301.724;1
12:10:05.705;301.835;1
12:10:05.729;301.835;1
12:10:05.750;302.188;1
12:10:05.772;302.188;1
12:10:05.795;302.188;1
12:10:05.818;301.984;1
12:10:05.841;301.613;1
12:10:05.867;301.594;1
12:10:05.887;301.724;1
12:10:05.910;301.724;1
12:10:05.933;302.002;1
12:10:05.956;302.002;1
12:10:05.980;301.854;1
12:10:06.002;301.984;1
12:10:06.025;301.891;1
12:10:06.048;301.91;1
12:10:06.071;301.91;1
12:10:06.094;301.91;1
12:10:06.117;301.91;1
12:10:06.140;301.91;1
12:10:06.163;301.873;1
12:10:06.187;301.873;1
12:10:06.209;301.687;1
12:10:06.232;301.576;1
12:10:06.255;301.576;1
12:10:06.280;301.261;1
12:10:06.301;301.261;1
12:10:06.324;301.502;1
12:10:06.350;301.502;1
12:10:06.370;301.817;1
12:10:06.393;301.817;1
12:10:06.416;301.65;1
12:10:06.439;301.835;1
12:10:06.465;302.132;1
12:10:06.485;302.132;1
12:10:06.508;301.947;1
12:10:06.531;301.65;1
12:10:06.554;301.65;1
12:10:06.577;301.65;1
12:10:06.600;301.632;1
12:10:06.623;301.724;1
12:10:06.646;301.724;1
12:10:06.669;301.65;1
12:10:06.692;301.65;1
12:10:06.715;301.706;1
12:10:06.738;301.706;1
12:10:06.761;301.557;1
12:10:06.784;301.483;1
12:10:06.809;301.483;1
12:10:06.831;301.761;1
12:10:06.854;301.817;1
12:10:06.876;301.576;1
12:10:06.899;301.576;1
12:10:06.922;301.576;1
12:10:06.945;302.077;1
12:10:06.968;302.28;1
12:10:06.991;302.077;1
12:10:07.016;302.077;1
12:10:07.039;301.724;1
12:10:07.061;301.724;1
12:10:07.086;301.65;1
12:10:07.108;301.984;1
12:10:07.131;301.984;1
12:10:07.154;302.447;1
12:10:07.175;302.429;1
12:10:07.200;302.429;1
12:10:07.222;302.188;1
12:10:07.244;302.095;1
12:10:07.269;301.965;1
12:10:07.291;301.965;1
12:10:07.314;301.854;1
12:10:07.337;301.854;1
12:10:07.359;301.891;1
12:10:07.387;301.65;1
12:10:07.407;301.687;1
12:10:07.428;301.687;1
12:10:07.452;301.613;1
12:10:07.474;301.613;1
12:10:07.497;301.891;1
12:10:07.520;301.743;1
12:10:07.543;301.52;1
12:10:07.569;301.539;1
12:10:07.589;301.539;1
12:10:07.612;301.798;1
12:10:07.635;301.798;1
12:10:07.658;302.002;1
12:10:07.681;301.91;1
12:10:07.707;301.687;1
12:10:07.729;301.687;1
12:10:07.752;301.687;1
12:10:07.774;301.947;1
12:10:07.798;301.984;1
12:10:07.819;301.835;1
12:10:07.842;301.947;1
12:10:07.865;302.169;1
12:10:07.890;302.169;1
12:10:07.912;302.169;1
12:10:07.935;301.947;1
12:10:07.957;301.965;1
12:10:07.982;301.965;1
12:10:08.005;302.206;1
12:10:08.028;302.206;1
12:10:08.051;302.206;1
12:10:08.073;301.965;1
12:10:08.095;301.928;1
12:10:08.119;302.095;1
12:10:08.143;302.095;1
12:10:08.166;302.262;1
12:10:08.188;302.262;1
12:10:08.211;302.521;1
12:10:08.233;302.447;1
12:10:08.257;302.095;1
12:10:08.281;302.114;1
12:10:08.304;302.114;1
12:10:08.325;302.114;1
12:10:08.349;302.299;1
12:10:08.372;302.077;1
12:10:08.395;301.761;1
12:10:08.417;301.706;1
12:10:08.440;301.706;1
12:10:08.464;301.706;1
12:10:08.489;302.058;1
12:10:08.513;302.188;1
12:10:08.533;301.835;1
12:10:08.555;301.798;1
12:10:08.580;301.798;1
12:10:08.601;301.798;1
12:10:08.625;302.077;1
12:10:08.647;302.41;1
12:10:08.670;302.151;1
12:10:08.693;302.039;1
12:10:08.719;302.039;1
12:10:08.739;302.039;1
12:10:08.764;302.392;1
12:10:08.790;302.392;1
12:10:08.808;302.318;1
12:10:08.831;302.243;1
12:10:08.856;301.947;1
12:10:08.878;301.947;1
12:10:08.900;302.336;1
12:10:08.924;302.429;1
12:10:08.949;302.429;1
12:10:08.970;302.188;1
12:10:08.993;302.002;1
12:10:09.017;302.002;1
12:10:09.040;302.114;1
12:10:09.062;302.54;1
12:10:09.088;302.521;1
12:10:09.109;302.521;1
12:10:09.131;302.521;1
12:10:09.155;302.521;1
12:10:09.178;302.373;1
12:10:09.199;301.947;1
12:10:09.225;302.021;1
12:10:09.246;302.169;1
12:10:09.271;302.169;1
12:10:09.293;302.169;1
12:10:09.317;302.095;1
12:10:09.340;302.021;1
12:10:09.362;302.206;1
12:10:09.386;302.299;1
12:10:09.409;302.299;1
12:10:09.431;302.299;1
12:10:09.455;302.318;1
12:10:09.476;302.318;1
12:10:09.502;302.318;1
12:10:09.522;302.355;1
12:10:09.547;302.355;1
12:10:09.571;302.355;1
12:10:09.592;302.114;1
12:10:09.614;302.095;1
12:10:09.637;301.984;1
12:10:09.663;301.947;1
12:10:09.687;301.947;1
12:10:09.707;302.039;1
12:10:09.731;302.039;1
12:10:09.753;301.91;1
12:10:09.778;301.798;1
12:10:09.800;301.91;1
12:10:09.824;301.91;1
12:10:09.846;301.928;1
12:10:09.868;302.28;1
12:10:09.890;301.891;1
12:10:09.913;301.891;1
12:10:09.937;301.761;1
12:10:09.960;301.52;1
12:10:09.984;301.52;1
12:10:10.008;301.52;1
12:10:10.031;301.502;1
12:10:10.051;301.502;1
12:10:10.074;301.316;1
12:10:10.098;301.372;1
12:10:10.123;301.372;1
12:10:10.145;301.483;1
12:10:10.167;301.057;1
12:10:10.189;301.205;1
12:10:10.212;301.316;1
12:10:10.235;301.316;1
12:10:10.260;301.316;1
12:10:10.283;301.613;1
12:10:10.303;301.761;1
12:10:10.326;301.873;1
12:10:10.349;301.873;1
12:10:10.372;301.873;1
12:10:10.395;301.873;1
12:10:10.418;301.743;1
12:10:10.441;301.743;1
12:10:10.464;301.724;1
12:10:10.487;301.724;1
12:10:10.510;301.261;1
12:10:10.533;300.797;1
12:10:10.556;300.797;1
12:10:10.580;300.797;1
12:10:10.602;301.279;1
12:10:10.628;301.835;1
12:10:10.650;301.835;1
12:10:10.671;302.169;1
12:10:10.695;302.169;1
12:10:10.719;301.91;1
12:10:10.740;301.706;1
12:10:10.763;301.78;1
12:10:10.786;301.78;1
12:10:10.810;301.78;1
12:10:10.833;302.002;1
12:10:10.855;302.188;1
12:10:10.880;302.225;1
12:10:10.901;301.984;1
12:10:10.924;301.873;1
12:10:10.947;301.873;1
12:10:10.972;301.483;1
12:10:10.994;301.483;1
12:10:11.017;301.687;1
12:10:11.039;302.28;1
12:10:11.065;302.373;1
12:10:11.088;302.373;1
12:10:11.110;302.077;1
12:10:11.131;302.077;1
12:10:11.155;302.002;1
12:10:11.179;302.114;1
12:10:11.200;302.28;1
12:10:11.226;302.28;1
12:10:11.248;302.28;1
12:10:11.270;302.651;1
12:10:11.294;302.54;1
12:10:11.317;302.373;1
12:10:11.338;302.039;1
12:10:11.361;302.039;1
12:10:11.385;302.021;1
12:10:11.407;301.947;1
12:10:11.430;301.873;1
12:10:11.453;301.873;1
12:10:11.477;301.873;1
12:10:11.499;301.873;1
12:10:11.523;301.91;1
12:10:11.545;301.761;1
12:10:11.569;302.021;1
12:10:11.592;302.021;1
12:10:11.614;301.798;1
12:10:11.640;301.798;1
12:10:11.662;301.947;1
12:10:11.684;301.928;1
12:10:11.706;302.077;1
12:10:11.729;302.002;1
12:10:11.753;302.002;1
12:10:11.775;301.798;1
12:10:11.798;301.798;1
12:10:11.822;301.835;1
12:10:11.844;301.947;1
12:10:11.869;302.243;1
12:10:11.891;302.243;1
12:10:11.914;302.41;1
12:10:11.937;302.41;1
12:10:11.959;302.206;1
12:10:11.987;301.91;1
12:10:12.007;301.91;1
12:10:12.030;302.225;1
12:10:12.052;302.225;1
12:10:12.074;302.225;1
12:10:12.097;302.577;1
12:10:12.120;302.188;1
12:10:12.143;301.743;1
12:10:12.169;301.928;1
12:10:12.189;301.928;1
12:10:12.212;301.965;1
12:10:12.235;301.965;1
12:10:12.258;301.817;1
12:10:12.284;301.984;1
12:10:12.306;302.002;1
12:10:12.329;302.002;1
12:10:12.351;302.002;1
12:10:12.375;301.817;1
12:10:12.398;301.761;1
12:10:12.422;302.392;1
12:10:12.444;302.966;1
12:10:12.466;302.966;1
12:10:12.488;303.226;1
12:10:12.511;302.633;1
12:10:12.535;302.633;1
12:10:12.558;301.965;1
12:10:12.583;302.114;1
12:10:12.604;302.114;1
12:10:12.628;302.114;1
12:10:12.650;302.392;1
12:10:12.674;302.132;1
12:10:12.695;301.557;1
12:10:12.719;301.743;1
12:10:12.741;301.743;1
12:10:12.767;302.299;1
12:10:12.789;302.336;1
12:10:12.810;302.336;1
12:10:12.834;302.095;1
12:10:12.858;301.78;1
12:10:12.884;301.817;1
12:10:12.905;301.817;1
12:10:12.925;301.817;1
12:10:12.948;302.299;1
12:10:12.971;302.54;1
12:10:12.996;302.484;1
12:10:13.020;302.262;1
12:10:13.041;302.262;1
12:10:13.065;301.965;1
12:10:13.086;301.835;1
12:10:13.112;301.835;1
12:10:13.134;301.854;1
12:10:13.156;302.039;1
12:10:13.180;302.039;1
12:10:13.202;302.243;1
12:10:13.226;302.039;1
12:10:13.249;302.039;1
12:10:13.272;301.632;1
12:10:13.295;301.65;1
12:10:13.317;301.65;1
12:10:13.339;301.632;1
12:10:13.362;301.854;1
12:10:13.386;301.835;1
12:10:13.409;301.835;1
12:10:13.431;301.854;1
12:10:13.455;301.854;1
12:10:13.479;301.557;1
12:10:13.502;301.835;1
12:10:13.525;302.169;1
12:10:13.547;302.077;1
12:10:13.569;302.077;1
12:10:13.594;302.077;1
12:10:13.617;301.669;1
12:10:13.641;301.706;1
12:10:13.661;302.077;1
12:10:13.686;302.243;1
12:10:13.707;302.243;1
12:10:13.730;302.243;1
12:10:13.754;301.873;1
12:10:13.777;301.835;1
12:10:13.799;301.891;1
12:10:13.824;301.891;1
12:10:13.845;301.891;1
12:10:13.869;301.891;1
12:10:13.893;301.798;1
12:10:13.914;301.52;1
12:10:13.938;301.094;1
12:10:13.961;300.964;1
12:10:13.984;301.279;1
12:10:14.009;301.279;1
12:10:14.031;301.279;1
12:10:14.053;301.817;1
12:10:14.075;301.817;1
12:10:14.101;301.465;1
12:10:14.122;301.391;1
12:10:14.147;301.391;1
12:10:14.167;301.372;1
12:10:14.191;301.372;1
12:10:14.215;301.428;1
12:10:14.239;301.743;1
12:10:14.261;301.873;1
12:10:14.284;301.873;1
12:10:14.305;301.798;1
12:10:14.328;301.798;1
12:10:14.352;301.854;1
12:10:14.374;301.965;1
12:10:14.397;301.873;1
12:10:14.421;301.873;1
12:10:14.446;301.724;1
12:10:14.468;301.91;1
12:10:14.491;301.91;1
12:10:14.513;301.91;1
12:10:14.535;302.151;1
12:10:14.561;302.151;1
12:10:14.584;302.169;1
12:10:14.607;301.891;1
12:10:14.630;301.891;1
12:10:14.651;301.854;1
12:10:14.675;302.114;1
12:10:14.696;302.114;1
12:10:14.722;302.188;1
12:10:14.743;302.058;1
12:10:14.766;302.058;1
12:10:14.790;301.576;1
12:10:14.811;301.353;1
12:10:14.834;301.353;1
12:10:14.857;301.632;1
12:10:14.883;302.206;1
12:10:14.904;301.965;1
12:10:14.926;301.78;1
12:10:14.949;301.78;1
12:10:14.973;301.78;1
12:10:14.995;301.724;1
12:10:15.020;301.724;1
12:10:15.043;301.687;1
12:10:15.065;301.947;1
12:10:15.087;301.947;1
12:10:15.111;301.947;1
12:10:15.135;301.947;1
12:10:15.157;301.761;1
12:10:15.181;301.669;1
12:10:15.205;301.502;1
12:10:15.226;301.502;1
12:10:15.248;301.984;1
12:10:15.272;301.984;1
12:10:15.295;302.318;1
12:10:15.319;302.095;1
12:10:15.342;302.021;1
12:10:15.365;302.132;1
12:10:15.390;302.132;1
12:10:15.411;302.132;1
12:10:15.434;302.095;1
12:10:15.457;302.021;1
12:10:15.480;302.002;1
12:10:15.504;301.854;1
12:10:15.525;301.854;1
12:10:15.547;301.632;1
12:10:15.571;301.632;1
12:10:15.593;301.353;1
12:10:15.617;301.409;1
12:10:15.639;301.743;1
12:10:15.662;301.743;1
12:10:15.687;301.798;1
12:10:15.711;301.798;1
12:10:15.732;301.761;1
12:10:15.756;301.52;1
12:10:15.779;301.632;1
12:10:15.803;301.632;1
12:10:15.826;301.465;1
12:10:15.849;301.687;1
12:10:15.869;301.687;1
12:10:15.894;301.743;1
12:10:15.916;301.965;1
12:10:15.940;301.965;1
12:10:15.963;301.854;1
12:10:15.988;301.854;1
12:10:16.009;301.965;1
12:10:16.032;301.928;1
12:10:16.055;301.632;1
12:10:16.077;301.632;1
12:10:16.100;301.576;1
12:10:16.123;301.576;1
12:10:16.146;301.947;1
12:10:16.169;301.928;1
12:10:16.192;301.928;1
12:10:16.215;301.891;1
12:10:16.238;301.65;1
12:10:16.261;301.65;1
12:10:16.285;301.65;1
12:10:16.308;301.557;1
12:10:16.331;301.576;1
12:10:16.353;301.205;1
12:10:16.376;301.205;1
12:10:16.401;301.038;1
12:10:16.425;301.316;1
12:10:16.446;301.539;1
12:10:16.470;301.539;1
12:10:16.492;301.539;1
12:10:16.514;301.539;1
12:10:16.539;301.928;1
12:10:16.561;301.91;1
12:10:16.587;301.91;1
12:10:16.607;301.743;1
12:10:16.630;301.242;1
12:10:16.653;301.242;1
12:10:16.677;301.78;1
12:10:16.699;302.355;1
12:10:16.722;302.355;1
12:10:16.744;302.355;1
12:10:16.767;302.021;1
12:10:16.790;302.021;1
12:10:16.813;302.021;1
12:10:16.836;302.077;1
12:10:16.859;302.169;1
12:10:16.883;302.169;1
12:10:16.904;302.039;1
12:10:16.927;301.873;1
12:10:16.950;301.65;1
12:10:16.973;301.613;1
12:10:16.996;301.613;1
12:10:17.019;301.632;1
12:10:17.042;301.854;1
12:10:17.065;301.854;1
12:10:17.089;301.854;1
12:10:17.111;301.984;1
12:10:17.134;301.984;1
12:10:17.157;301.891;1
12:10:17.182;301.891;1
12:10:17.205;302.002;1
12:10:17.228;302.002;1
12:10:17.249;302.095;1
12:10:17.273;302.206;1
12:10:17.296;302.318;1
12:10:17.318;302.299;1
12:10:17.342;302.299;1
12:10:17.364;302.299;1
12:10:17.387;301.891;1
12:10:17.413;301.984;1
12:10:17.435;302.095;1
12:10:17.456;301.928;1
12:10:17.481;301.928;1
12:10:17.503;301.928;1
12:10:17.525;301.613;1
12:10:17.548;301.353;1
12:10:17.571;301.353;1
12:10:17.594;301.78;1
12:10:17.617;301.78;1
12:10:17.642;302.002;1
12:10:17.664;302.336;1
12:10:17.686;302.54;1
12:10:17.709;302.114;1
12:10:17.732;301.613;1
12:10:17.755;301.613;1
12:10:17.780;301.613;1
12:10:17.801;301.761;1
12:10:17.824;302.447;1
12:10:17.847;302.707;1
12:10:17.870;302.521;1
12:10:17.894;302.521;1
12:10:17.917;302.521;1
12:10:17.940;302.206;1
12:10:17.963;302.095;1
12:10:17.988;302.002;1
12:10:18.008;301.91;1
12:10:18.031;301.91;1
12:10:18.056;301.91;1
12:10:18.079;302.132;1
12:10:18.103;302.521;1
12:10:18.123;302.688;1
12:10:18.148;302.466;1
12:10:18.169;302.466;1
12:10:18.194;302.466;1
12:10:18.216;302.28;1
12:10:18.238;302.225;1
12:10:18.264;302.169;1
12:10:18.284;301.798;1
12:10:18.307;301.798;1
12:10:18.331;301.798;1
12:10:18.354;301.835;1
12:10:18.378;302.002;1
12:10:18.401;301.891;1
12:10:18.423;301.761;1
12:10:18.445;301.761;1
12:10:18.471;301.761;1
12:10:18.492;301.984;1
12:10:18.514;301.78;1
12:10:18.540;301.539;1
12:10:18.561;301.446;1
12:10:18.585;301.446;1
12:10:18.608;301.632;1
12:10:18.629;301.632;1
12:10:18.652;302.114;1
12:10:18.675;301.965;1
12:10:18.698;301.854;1
12:10:18.722;301.854;1
12:10:18.745;301.891;1
12:10:18.767;302.188;1
12:10:18.791;302.188;1
12:10:18.815;302.095;1
12:10:18.836;301.984;1
12:10:18.862;301.984;1
12:10:18.884;301.984;1
12:10:18.908;301.743;1
12:10:18.928;301.632;1
12:10:18.953;301.632;1
12:10:18.974;301.835;1
12:10:18.998;301.798;1
12:10:19.022;301.798;1
12:10:19.043;301.632;1
12:10:19.069;301.687;1
12:10:19.089;301.965;1
12:10:19.112;301.965;1
12:10:19.138;302.299;1
12:10:19.158;302.299;1
12:10:19.184;302.002;1
12:10:19.204;301.817;1
12:10:19.227;301.817;1
12:10:19.250;301.854;1
12:10:19.275;302.021;1
12:10:19.296;302.021;1
12:10:19.322;301.91;1
12:10:19.342;301.761;1
12:10:19.368;301.687;1
12:10:19.388;301.687;1
12:10:19.412;301.873;1
12:10:19.435;301.873;1
12:10:19.459;301.965;1
12:10:19.483;302.151;1
12:10:19.506;302.151;1
12:10:19.528;302.299;1
12:10:19.550;302.039;1
12:10:19.574;301.52;1
12:10:19.595;301.52;1
12:10:19.619;301.242;1
12:10:19.641;301.242;1
12:10:19.664;301.353;1
12:10:19.689;301.594;1
12:10:19.710;301.724;1
12:10:19.733;301.724;1
12:10:19.756;301.798;1
12:10:19.781;301.798;1
12:10:19.803;302.225;1
12:10:19.825;302.151;1
12:10:19.850;301.873;1
12:10:19.871;301.873;1
12:10:19.894;301.52;1
12:10:19.917;301.409;1
12:10:19.940;301.409;1
12:10:19.963;301.335;1
12:10:19.986;301.632;1
12:10:20.010;301.632;1
12:10:20.034;301.835;1
12:10:20.056;301.947;1
12:10:20.084;302.243;1
12:10:20.104;301.965;1
12:10:20.124;301.965;1
12:10:20.149;301.965;1
12:10:20.171;301.576;1
12:10:20.193;301.687;1
12:10:20.216;302.206;1
12:10:20.242;302.206;1
12:10:20.262;302.132;1
12:10:20.288;302.132;1
12:10:20.310;301.65;1
12:10:20.331;301.91;1
12:10:20.355;302.002;1
12:10:20.379;301.947;1
12:10:20.400;301.947;1
12:10:20.423;301.947;1
12:10:20.447;301.761;1
12:10:20.469;301.891;1
12:10:20.492;301.891;1
12:10:20.515;301.594;1
12:10:20.540;301.594;1
12:10:20.562;301.594;1
12:10:20.587;301.873;1
12:10:20.607;302.355;1
12:10:20.630;302.41;1
12:10:20.653;302.095;1
12:10:20.676;302.095;1
12:10:20.699;302.095;1
12:10:20.722;301.446;1
12:10:20.745;301.52;1
12:10:20.768;301.928;1
12:10:20.791;302.114;1
12:10:20.815;302.114;1
12:10:20.839;302.114;1
12:10:20.860;302.039;1
12:10:20.886;301.798;1
12:10:20.907;301.594;1
12:10:20.930;301.594;1
12:10:20.954;301.279;1
12:10:20.977;301.279;1
12:10:20.999;301.576;1
12:10:21.022;301.557;1
12:10:21.044;301.706;1
12:10:21.068;301.761;1
12:10:21.091;301.761;1
12:10:21.113;301.761;1
12:10:21.136;301.91;1
12:10:21.159;302.151;1
12:10:21.182;302.132;1
12:10:21.206;301.817;1
12:10:21.228;301.817;1
12:10:21.251;301.817;1
12:10:21.274;301.873;1
12:10:21.300;302.299;1
12:10:21.320;302.355;1
12:10:21.345;302.206;1
12:10:21.369;302.206;1
12:10:21.390;301.928;1
12:10:21.413;301.928;1
12:10:21.435;301.65;1
12:10:21.459;301.52;1
12:10:21.483;301.539;1
12:10:21.507;301.539;1
12:10:21.528;301.539;1
12:10:21.550;301.965;1
12:10:21.573;302.002;1
12:10:21.597;302.095;1
12:10:21.621;302.336;1
12:10:21.643;302.336;1
12:10:21.665;302.484;1
12:10:21.688;302.484;1
12:10:21.712;302.151;1
12:10:21.735;302.039;1
12:10:21.757;302.373;1
12:10:21.784;302.781;1
12:10:21.803;302.781;1
12:10:21.829;302.781;1
12:10:21.850;302.837;1
12:10:21.873;302.336;1
12:10:21.896;301.817;1
12:10:21.920;301.817;1
12:10:21.942;301.761;1
12:10:21.964;301.761;1
12:10:21.988;302.002;1
12:10:22.012;302.132;1
12:10:22.034;302.114;1
12:10:22.057;302.132;1
12:10:22.083;302.132;1
12:10:22.105;302.132;1
12:10:22.126;301.798;1
12:10:22.150;301.78;1
12:10:22.172;301.798;1
12:10:22.194;301.706;1
12:10:22.217;301.706;1
12:10:22.240;301.706;1
12:10:22.263;301.891;1
12:10:22.287;302.28;1
12:10:22.309;301.854;1
12:10:22.332;301.817;1
12:10:22.355;301.817;1
12:10:22.381;301.817;1
12:10:22.404;301.391;1
12:10:22.425;301.557;1
12:10:22.447;302.243;1
12:10:22.471;302.28;1
12:10:22.495;302.28;1
12:10:22.517;301.706;1
12:10:22.540;301.446;1
12:10:22.563;301.798;1
12:10:22.587;302.54;1
12:10:22.609;302.54;1
12:10:22.632;302.54;1
12:10:22.655;302.54;1
12:10:22.678;302.503;1
12:10:22.701;301.928;1
12:10:22.724;301.835;1
12:10:22.749;301.835;1
12:10:22.770;301.891;1
12:10:22.795;301.891;1
