TimeStamp;Частота вращения РВД (Расчетная);0 - Bad, 1 - Good
12:10:02.001;9565.547;1
12:10:02.026;9565.547;1
12:10:02.047;9565.702;1
12:10:02.069;9565.242;1
12:10:02.092;9564.845;1
12:10:02.116;9565.017;1
12:10:02.140;9565.134;1
12:10:02.161;9565.516;1
12:10:02.184;9564.518;1
12:10:02.208;9564.518;1
12:10:02.231;9565.438;1
12:10:02.254;9565.414;1
12:10:02.278;9565.032;1
12:10:02.301;9565.492;1
12:10:02.325;9564.978;1
12:10:02.345;9565.406;1
12:10:02.368;9565.048;1
12:10:02.392;9565.048;1
12:10:02.415;9565.087;1
12:10:02.437;9564.946;1
12:10:02.463;9565.071;1
12:10:02.487;9565.438;1
12:10:02.508;9567.098;1
12:10:02.529;9567.098;1
12:10:02.553;9565.772;1
12:10:02.576;9566.193;1
12:10:02.598;9564.993;1
12:10:02.621;9565.173;1
12:10:02.644;9565.32;1
12:10:02.670;9565.616;1
12:10:02.690;9565.297;1
12:10:02.713;9565.547;1
12:10:02.737;9565.547;1
12:10:02.763;9565.882;1
12:10:02.785;9565.157;1
12:10:02.807;9565.001;1
12:10:02.831;9565.234;1
12:10:02.854;9565.11;1
12:10:02.875;9565.11;1
12:10:02.899;9565.414;1
12:10:02.923;9565.64;1
12:10:02.945;9565.563;1
12:10:02.967;9564.814;1
12:10:02.990;9565.165;1
12:10:03.014;9565.593;1
12:10:03.037;9565.593;1
12:10:03.060;9565.461;1
12:10:03.083;9565.531;1
12:10:03.108;9565.18;1
12:10:03.128;9565.056;1
12:10:03.152;9565.165;1
12:10:03.174;9565.289;1
12:10:03.197;9565.289;1
12:10:03.220;9565.195;1
12:10:03.243;9565.142;1
12:10:03.266;9565.266;1
12:10:03.291;9564.946;1
12:10:03.312;9565.694;1
12:10:03.335;9565.063;1
12:10:03.358;9565.289;1
12:10:03.383;9565.289;1
12:10:03.405;9565.289;1
12:10:03.430;9565.78;1
12:10:03.452;9565.99;1
12:10:03.473;9566.068;1
12:10:03.497;9565.461;1
12:10:03.519;9565.406;1
12:10:03.542;9566.186;1
12:10:03.565;9565.414;1
12:10:03.588;9565.414;1
12:10:03.611;9565.398;1
12:10:03.634;9566.014;1
12:10:03.657;9564.043;1
12:10:03.683;9564.043;1
12:10:03.704;9564.043;1
12:10:03.728;9565.281;1
12:10:03.749;9565.056;1
12:10:03.772;9566.045;1
12:10:03.795;9566.863;1
12:10:03.818;9567.869;1
12:10:03.842;9565.087;1
12:10:03.863;9565.25;1
12:10:03.887;9565.25;1
12:10:03.912;9565.414;1
12:10:03.934;9565.289;1
12:10:03.955;9564.682;1
12:10:03.981;9564.907;1
12:10:04.004;9564.915;1
12:10:04.025;9565.32;1
12:10:04.050;9564.938;1
12:10:04.071;9564.938;1
12:10:04.095;9565.554;1
12:10:04.117;9565.383;1
12:10:04.140;9564.821;1
12:10:04.162;9565.071;1
12:10:04.186;9564.938;1
12:10:04.209;9564.791;1
12:10:04.231;9564.791;1
12:10:04.254;9565.733;1
12:10:04.278;9564.807;1
12:10:04.300;9565.313;1
12:10:04.324;9564.736;1
12:10:04.346;9565.297;1
12:10:04.369;9565.04;1
12:10:04.393;9564.978;1
12:10:04.415;9564.978;1
12:10:04.441;9564.807;1
12:10:04.461;9565.297;1
12:10:04.484;9564.962;1
12:10:04.507;9565.063;1
12:10:04.530;9564.899;1
12:10:04.553;9566.38;1
12:10:04.576;9564.066;1
12:10:04.600;9564.066;1
12:10:04.622;9565.118;1
12:10:04.646;9565.118;1
12:10:04.668;9565.195;1
12:10:04.692;9564.931;1
12:10:04.715;9564.892;1
12:10:04.738;9564.899;1
12:10:04.761;9565.056;1
12:10:04.786;9564.868;1
12:10:04.809;9564.868;1
12:10:04.832;9564.83;1
12:10:04.852;9564.868;1
12:10:04.876;9565.406;1
12:10:04.898;9564.791;1
12:10:04.922;9565.749;1
12:10:04.946;9565.608;1
12:10:04.969;9565.819;1
12:10:04.990;9565.819;1
12:10:05.015;9565.804;1
12:10:05.036;9565.328;1
12:10:05.062;9564.027;1
12:10:05.086;9565.258;1
12:10:05.105;9564.83;1
12:10:05.130;9564.83;1
12:10:05.151;9565.001;1
12:10:05.175;9564.136;1
12:10:05.198;9564.394;1
12:10:05.220;9564.853;1
12:10:05.246;9564.588;1
12:10:05.269;9564.853;1
12:10:05.290;9564.853;1
12:10:05.312;9564.58;1
12:10:05.335;9564.229;1
12:10:05.361;9564.674;1
12:10:05.387;9564.269;1
12:10:05.406;9565.11;1
12:10:05.427;9564.752;1
12:10:05.451;9564.541;1
12:10:05.474;9564.541;1
12:10:05.497;9564.697;1
12:10:05.521;9564.837;1
12:10:05.543;9564.915;1
12:10:05.565;9564.915;1
12:10:05.588;9564.58;1
12:10:05.612;9564.564;1
12:10:05.636;9564.564;1
12:10:05.657;9564.433;1
12:10:05.685;9565.149;1
12:10:05.705;9564.44;1
12:10:05.729;9564.51;1
12:10:05.750;9565.017;1
12:10:05.772;9564.549;1
12:10:05.795;9564.549;1
12:10:05.818;9564.557;1
12:10:05.841;9564.269;1
12:10:05.867;9564.206;1
12:10:05.887;9565.18;1
12:10:05.910;9564.807;1
12:10:05.933;9564.76;1
12:10:05.956;9564.472;1
12:10:05.980;9564.472;1
12:10:06.002;9565.359;1
12:10:06.025;9564.931;1
12:10:06.048;9564.51;1
12:10:06.071;9565.079;1
12:10:06.094;9565.157;1
12:10:06.117;9565.157;1
12:10:06.140;9564.744;1
12:10:06.163;9564.082;1
12:10:06.187;9564.082;1
12:10:06.209;9564.151;1
12:10:06.232;9565.352;1
12:10:06.255;9564.525;1
12:10:06.280;9564.525;1
12:10:06.301;9564.206;1
12:10:06.324;9565.024;1
12:10:06.350;9564.3;1
12:10:06.370;9565.118;1
12:10:06.393;9564.97;1
12:10:06.416;9564.97;1
12:10:06.439;9565.25;1
12:10:06.465;9565.04;1
12:10:06.485;9565.04;1
12:10:06.508;9564.736;1
12:10:06.531;9564.354;1
12:10:06.554;9565.203;1
12:10:06.577;9565.203;1
12:10:06.600;9565.391;1
12:10:06.623;9564.697;1
12:10:06.646;9564.697;1
12:10:06.669;9564.604;1
12:10:06.692;9564.604;1
12:10:06.715;9565.087;1
12:10:06.738;9565.087;1
12:10:06.761;9565.087;1
12:10:06.784;9564.876;1
12:10:06.809;9564.821;1
12:10:06.831;9565.234;1
12:10:06.854;9564.65;1
12:10:06.876;9564.791;1
12:10:06.899;9564.791;1
12:10:06.922;9564.729;1
12:10:06.945;9564.76;1
12:10:06.968;9564.837;1
12:10:06.991;9564.978;1
12:10:07.016;9565.25;1
12:10:07.039;9565.25;1
12:10:07.061;9565.087;1
12:10:07.086;9564.915;1
12:10:07.108;9565.087;1
12:10:07.131;9565.188;1
12:10:07.154;9565.188;1
12:10:07.175;9565.297;1
12:10:07.200;9566.996;1
12:10:07.222;9568.235;1
12:10:07.244;9563.957;1
12:10:07.269;9565.032;1
12:10:07.291;9565.352;1
12:10:07.314;9565.352;1
12:10:07.337;9564.744;1
12:10:07.359;9565.391;1
12:10:07.387;9565.516;1
12:10:07.407;9565.219;1
12:10:07.428;9565.305;1
12:10:07.452;9565.305;1
12:10:07.474;9564.923;1
12:10:07.497;9564.923;1
12:10:07.520;9565.313;1
12:10:07.543;9565.009;1
12:10:07.569;9565.508;1
12:10:07.589;9564.931;1
12:10:07.612;9565.516;1
12:10:07.635;9565.383;1
12:10:07.658;9565.383;1
12:10:07.681;9564.899;1
12:10:07.707;9565.079;1
12:10:07.729;9565.905;1
12:10:07.752;9566.006;1
12:10:07.774;9566.006;1
12:10:07.798;9565.375;1
12:10:07.819;9565.391;1
12:10:07.842;9565.593;1
12:10:07.865;9565.422;1
12:10:07.890;9565.422;1
12:10:07.912;9565.273;1
12:10:07.935;9565.273;1
12:10:07.957;9565.242;1
12:10:07.982;9565.624;1
12:10:08.005;9565.624;1
12:10:08.028;9565.336;1
12:10:08.051;9565.975;1
12:10:08.073;9565.554;1
12:10:08.095;9566.123;1
12:10:08.119;9565.608;1
12:10:08.143;9565.398;1
12:10:08.166;9565.398;1
12:10:08.188;9566.583;1
12:10:08.211;9566.777;1
12:10:08.233;9563.428;1
12:10:08.257;9566.442;1
12:10:08.281;9565.616;1
12:10:08.304;9565.858;1
12:10:08.325;9565.858;1
12:10:08.349;9566.232;1
12:10:08.372;9565.913;1
12:10:08.395;9567.697;1
12:10:08.417;9565.64;1
12:10:08.440;9565.687;1
12:10:08.464;9565.687;1
12:10:08.489;9566.045;1
12:10:08.513;9568.087;1
12:10:08.533;9566.38;1
12:10:08.555;9564.472;1
12:10:08.580;9565.796;1
12:10:08.601;9566.287;1
12:10:08.625;9566.287;1
12:10:08.647;9565.585;1
12:10:08.670;9566.201;1
12:10:08.693;9566.583;1
12:10:08.719;9566.1;1
12:10:08.739;9565.749;1
12:10:08.764;9565.749;1
12:10:08.790;9565.982;1
12:10:08.808;9565.982;1
12:10:08.831;9565.975;1
12:10:08.856;9565.601;1
12:10:08.878;9565.804;1
12:10:08.900;9566.295;1
12:10:08.924;9565.608;1
12:10:08.949;9565.835;1
12:10:08.970;9565.835;1
12:10:08.993;9566.162;1
12:10:09.017;9565.749;1
12:10:09.040;9565.64;1
12:10:09.062;9565.913;1
12:10:09.088;9565.78;1
12:10:09.109;9565.694;1
12:10:09.131;9565.694;1
12:10:09.155;9566.061;1
12:10:09.178;9566.271;1
12:10:09.199;9566.014;1
12:10:09.225;9565.99;1
12:10:09.246;9566.1;1
12:10:09.271;9566.115;1
12:10:09.293;9566.076;1
12:10:09.317;9566.076;1
12:10:09.340;9565.741;1
12:10:09.362;9566.513;1
12:10:09.386;9566.076;1
12:10:09.409;9566.427;1
12:10:09.431;9566.084;1
12:10:09.455;9566.084;1
12:10:09.476;9565.827;1
12:10:09.502;9566.303;1
12:10:09.522;9566.123;1
12:10:09.547;9565.943;1
12:10:09.571;9566.372;1
12:10:09.592;9566.372;1
12:10:09.614;9566.256;1
12:10:09.637;9566.341;1
12:10:09.663;9566.209;1
12:10:09.687;9566.146;1
12:10:09.707;9566.458;1
12:10:09.731;9566.442;1
12:10:09.753;9566.442;1
12:10:09.778;9565.866;1
12:10:09.800;9566.372;1
12:10:09.824;9566.178;1
12:10:09.846;9566.544;1
12:10:09.868;9566.801;1
12:10:09.890;9566.848;1
12:10:09.913;9566.793;1
12:10:09.937;9566.793;1
12:10:09.960;9566.029;1
12:10:09.984;9566.053;1
12:10:10.008;9566.669;1
12:10:10.031;9566.669;1
12:10:10.051;9566.372;1
12:10:10.074;9566.372;1
12:10:10.098;9566.536;1
12:10:10.123;9566.349;1
12:10:10.145;9566.092;1
12:10:10.167;9566.513;1
12:10:10.189;9566.029;1
12:10:10.212;9566.442;1
12:10:10.235;9566.708;1
12:10:10.260;9566.708;1
12:10:10.283;9566.271;1
12:10:10.303;9566.521;1
12:10:10.326;9566.521;1
12:10:10.349;9566.201;1
12:10:10.372;9566.232;1
12:10:10.395;9566.232;1
12:10:10.418;9566.372;1
12:10:10.441;9566.372;1
12:10:10.464;9566.303;1
12:10:10.487;9566.303;1
12:10:10.510;9566.123;1
12:10:10.533;9566.481;1
12:10:10.556;9566.232;1
12:10:10.580;9566.232;1
12:10:10.602;9566.614;1
12:10:10.628;9566.489;1
12:10:10.650;9566.638;1
12:10:10.671;9565.851;1
12:10:10.695;9566.934;1
12:10:10.719;9566.934;1
12:10:10.740;9565.921;1
12:10:10.763;9566.528;1
12:10:10.786;9566.528;1
12:10:10.810;9566.723;1
12:10:10.833;9566.599;1
12:10:10.855;9566.591;1
12:10:10.880;9566.638;1
12:10:10.901;9566.638;1
12:10:10.924;9566.217;1
12:10:10.947;9566.536;1
12:10:10.972;9566.887;1
12:10:10.994;9567.09;1
12:10:11.017;9567.09;1
12:10:11.039;9566.77;1
12:10:11.065;9567.37;1
12:10:11.088;9566.458;1
12:10:11.110;9566.731;1
12:10:11.131;9567.378;1
12:10:11.155;9567.378;1
12:10:11.179;9566.934;1
12:10:11.200;9567.292;1
12:10:11.226;9567.183;1
12:10:11.248;9566.98;1
12:10:11.270;9566.98;1
12:10:11.294;9566.785;1
12:10:11.317;9566.513;1
12:10:11.338;9566.879;1
12:10:11.361;9567.222;1
12:10:11.385;9566.957;1
12:10:11.407;9567.222;1
12:10:11.430;9566.988;1
12:10:11.453;9567.02;1
12:10:11.477;9567.02;1
12:10:11.499;9566.801;1
12:10:11.523;9566.77;1
12:10:11.545;9566.583;1
12:10:11.569;9566.349;1
12:10:11.592;9566.824;1
12:10:11.614;9566.824;1
12:10:11.640;9566.848;1
12:10:11.662;9566.139;1
12:10:11.684;9567.027;1
12:10:11.706;9566.716;1
12:10:11.729;9566.723;1
12:10:11.753;9566.333;1
12:10:11.775;9566.333;1
12:10:11.798;9566.685;1
12:10:11.822;9567.012;1
12:10:11.844;9567.175;1
12:10:11.869;9567.004;1
12:10:11.891;9566.497;1
12:10:11.914;9566.497;1
12:10:11.937;9567.386;1
12:10:11.959;9566.965;1
12:10:11.987;9566.521;1
12:10:12.007;9566.193;1
12:10:12.030;9566.193;1
12:10:12.052;9567.074;1
12:10:12.074;9567.074;1
12:10:12.097;9566.816;1
12:10:12.120;9566.848;1
12:10:12.143;9566.458;1
12:10:12.169;9566.879;1
12:10:12.189;9566.372;1
12:10:12.212;9566.287;1
12:10:12.235;9566.037;1
12:10:12.258;9566.037;1
12:10:12.284;9566.762;1
12:10:12.306;9566.63;1
12:10:12.329;9566.1;1
12:10:12.351;9566.209;1
12:10:12.375;9566.209;1
12:10:12.398;9566.638;1
12:10:12.422;9567.362;1
12:10:12.444;9567.503;1
12:10:12.466;9566.957;1
12:10:12.488;9567.378;1
12:10:12.511;9566.973;1
12:10:12.535;9566.973;1
12:10:12.558;9566.973;1
12:10:12.583;9566.248;1
12:10:12.604;9566.716;1
12:10:12.628;9567.323;1
12:10:12.650;9567.323;1
12:10:12.674;9567.347;1
12:10:12.695;9567.55;1
12:10:12.719;9567.004;1
12:10:12.741;9566.824;1
12:10:12.767;9566.902;1
12:10:12.789;9566.731;1
12:10:12.810;9566.567;1
12:10:12.834;9566.567;1
12:10:12.858;9566.317;1
12:10:12.884;9566.801;1
12:10:12.905;9566.653;1
12:10:12.925;9566.653;1
12:10:12.948;9566.832;1
12:10:12.971;9566.45;1
12:10:12.996;9566.653;1
12:10:13.020;9566.926;1
12:10:13.041;9566.661;1
12:10:13.065;9566.287;1
12:10:13.086;9568.875;1
12:10:13.112;9565.99;1
12:10:13.134;9565.99;1
12:10:13.156;9566.895;1
12:10:13.180;9566.349;1
12:10:13.202;9566.653;1
12:10:13.226;9567.932;1
12:10:13.249;9567.565;1
12:10:13.272;9567.565;1
12:10:13.295;9567.253;1
12:10:13.317;9566.646;1
12:10:13.339;9565.843;1
12:10:13.362;9566.521;1
12:10:13.386;9566.731;1
12:10:13.409;9566.653;1
12:10:13.431;9566.653;1
12:10:13.455;9566.677;1
12:10:13.479;9566.785;1
12:10:13.502;9566.567;1
12:10:13.525;9566.372;1
12:10:13.547;9566.528;1
12:10:13.569;9566.497;1
12:10:13.594;9566.497;1
12:10:13.617;9567.004;1
12:10:13.641;9566.248;1
12:10:13.661;9566.287;1
12:10:13.686;9566.295;1
12:10:13.707;9567.121;1
12:10:13.730;9566.583;1
12:10:13.754;9566.583;1
12:10:13.777;9566.56;1
12:10:13.799;9566.685;1
12:10:13.824;9566.481;1
12:10:13.845;9566.38;1
12:10:13.869;9566.38;1
12:10:13.893;9566.435;1
12:10:13.914;9566.356;1
12:10:13.938;9566.317;1
12:10:13.961;9566.287;1
12:10:13.984;9566.225;1
12:10:14.009;9565.843;1
12:10:14.031;9566.201;1
12:10:14.053;9566.201;1
12:10:14.075;9566.419;1
12:10:14.101;9566.419;1
12:10:14.122;9565.733;1
12:10:14.147;9566.326;1
12:10:14.167;9565.998;1
12:10:14.191;9566.333;1
12:10:14.215;9566.333;1
12:10:14.239;9566.303;1
12:10:14.261;9566.528;1
12:10:14.284;9566.934;1
12:10:14.305;9566.552;1
12:10:14.328;9566.458;1
12:10:14.352;9566.458;1
12:10:14.374;9565.905;1
12:10:14.397;9567.051;1
12:10:14.421;9566.442;1
12:10:14.446;9566.193;1
12:10:14.468;9566.481;1
12:10:14.491;9566.341;1
12:10:14.513;9566.341;1
12:10:14.535;9566.209;1
12:10:14.561;9566.567;1
12:10:14.584;9565.827;1
12:10:14.607;9566.1;1
12:10:14.630;9566.326;1
12:10:14.651;9566.326;1
12:10:14.675;9565.671;1
12:10:14.696;9566.317;1
12:10:14.722;9565.391;1
12:10:14.743;9566.364;1
12:10:14.766;9566.372;1
12:10:14.790;9566.372;1
12:10:14.811;9565.89;1
12:10:14.834;9565.921;1
12:10:14.857;9565.959;1
12:10:14.883;9566.225;1
12:10:14.904;9566.287;1
12:10:14.926;9566.303;1
12:10:14.949;9565.951;1
12:10:14.973;9565.951;1
12:10:14.995;9565.897;1
12:10:15.020;9565.477;1
12:10:15.043;9565.523;1
12:10:15.065;9565.866;1
12:10:15.087;9565.749;1
12:10:15.111;9565.866;1
12:10:15.135;9565.866;1
12:10:15.157;9566.084;1
12:10:15.181;9565.414;1
12:10:15.205;9565.874;1
12:10:15.226;9565.882;1
12:10:15.248;9565.882;1
12:10:15.272;9565.632;1
12:10:15.295;9565.383;1
12:10:15.319;9565.89;1
12:10:15.342;9566.123;1
12:10:15.365;9565.679;1
12:10:15.390;9565.585;1
12:10:15.411;9565.585;1
12:10:15.434;9565.359;1
12:10:15.457;9566.17;1
12:10:15.480;9566.178;1
12:10:15.504;9565.383;1
12:10:15.525;9565.43;1
12:10:15.547;9566.014;1
12:10:15.571;9565.835;1
12:10:15.593;9565.835;1
12:10:15.617;9565.741;1
12:10:15.639;9565.313;1
12:10:15.662;9566.731;1
12:10:15.687;9565.804;1
12:10:15.711;9565.383;1
12:10:15.732;9565.383;1
12:10:15.756;9565.858;1
12:10:15.779;9565.64;1
12:10:15.803;9565.663;1
12:10:15.826;9565.554;1
12:10:15.849;9565.103;1
12:10:15.869;9565.227;1
12:10:15.894;9565.227;1
12:10:15.916;9564.954;1
12:10:15.940;9564.978;1
12:10:15.963;9564.814;1
12:10:15.988;9565.103;1
12:10:16.009;9565.103;1
12:10:16.032;9565.017;1
12:10:16.055;9565.211;1
12:10:16.077;9564.752;1
12:10:16.100;9564.899;1
12:10:16.123;9565.772;1
12:10:16.146;9564.729;1
12:10:16.169;9564.892;1
12:10:16.192;9564.892;1
12:10:16.215;9564.689;1
12:10:16.238;9565.391;1
12:10:16.261;9565.017;1
12:10:16.285;9565.017;1
12:10:16.308;9565.017;1
12:10:16.331;9565.749;1
12:10:16.353;9564.65;1
12:10:16.376;9563.147;1
12:10:16.401;9564.394;1
12:10:16.425;9564.915;1
12:10:16.446;9564.183;1
12:10:16.470;9564.518;1
12:10:16.492;9564.518;1
12:10:16.514;9564.744;1
12:10:16.539;9564.557;1
12:10:16.561;9564.37;1
12:10:16.587;9565.017;1
12:10:16.607;9565.017;1
12:10:16.630;9564.533;1
12:10:16.653;9564.697;1
12:10:16.677;9564.464;1
12:10:16.699;9564.697;1
12:10:16.722;9564.44;1
12:10:16.744;9564.44;1
12:10:16.767;9564.151;1
12:10:16.790;9564.151;1
12:10:16.813;9563.863;1
12:10:16.836;9563.591;1
12:10:16.859;9564.464;1
12:10:16.883;9564.464;1
12:10:16.904;9564.464;1
12:10:16.927;9563.763;1
12:10:16.950;9565.195;1
12:10:16.973;9564.65;1
12:10:16.996;9563.7;1
12:10:17.019;9563.7;1
12:10:17.042;9563.622;1
12:10:17.065;9564.907;1
12:10:17.089;9564.907;1
12:10:17.111;9563.481;1
12:10:17.134;9563.481;1
12:10:17.157;9564.269;1
12:10:17.182;9564.269;1
12:10:17.205;9564.269;1
12:10:17.228;9564.151;1
12:10:17.249;9564.229;1
12:10:17.273;9563.902;1
12:10:17.296;9563.63;1
12:10:17.318;9563.832;1
12:10:17.342;9563.763;1
12:10:17.364;9563.763;1
12:10:17.387;9563.747;1
12:10:17.413;9563.98;1
12:10:17.435;9563.521;1
12:10:17.456;9564.689;1
12:10:17.481;9563.809;1
12:10:17.503;9564.183;1
12:10:17.525;9564.183;1
12:10:17.548;9563.926;1
12:10:17.571;9564.167;1
12:10:17.594;9564.167;1
12:10:17.617;9563.404;1
12:10:17.642;9563.404;1
12:10:17.664;9564.129;1
12:10:17.686;9563.863;1
12:10:17.709;9563.567;1
12:10:17.732;9563.661;1
12:10:17.755;9563.755;1
12:10:17.780;9563.755;1
12:10:17.801;9564.276;1
12:10:17.824;9563.544;1
12:10:17.847;9563.552;1
12:10:17.870;9563.926;1
12:10:17.894;9563.661;1
12:10:17.917;9563.661;1
12:10:17.940;9563.778;1
12:10:17.963;9562.858;1
12:10:17.988;9563.038;1
12:10:18.008;9563.84;1
12:10:18.031;9564.027;1
12:10:18.056;9564.027;1
12:10:18.079;9562.983;1
12:10:18.103;9563.311;1
12:10:18.123;9563.381;1
12:10:18.148;9563.521;1
12:10:18.169;9563.155;1
12:10:18.194;9563.155;1
12:10:18.216;9563.481;1
12:10:18.238;9563.575;1
12:10:18.264;9564.752;1
12:10:18.284;9563.093;1
12:10:18.307;9563.264;1
12:10:18.331;9563.101;1
12:10:18.354;9563.101;1
12:10:18.378;9563.365;1
12:10:18.401;9563.902;1
12:10:18.423;9563.318;1
12:10:18.445;9563.015;1
12:10:18.471;9563.085;1
12:10:18.492;9563.085;1
12:10:18.514;9563.583;1
12:10:18.540;9563.015;1
12:10:18.561;9562.773;1
12:10:18.585;9562.54;1
12:10:18.608;9563.116;1
12:10:18.629;9562.462;1
12:10:18.652;9562.462;1
12:10:18.675;9562.688;1
12:10:18.698;9562.556;1
12:10:18.722;9562.913;1
12:10:18.745;9562.578;1
12:10:18.767;9562.921;1
12:10:18.791;9562.688;1
12:10:18.815;9562.688;1
12:10:18.836;9562.664;1
12:10:18.862;9562.68;1
12:10:18.884;9562.392;1
12:10:18.908;9561.917;1
12:10:18.928;9562.025;1
12:10:18.953;9562.454;1
12:10:18.974;9562.454;1
12:10:18.998;9562.75;1
12:10:19.022;9562.321;1
12:10:19.043;9561.948;1
12:10:19.069;9562.438;1
12:10:19.089;9562.609;1
12:10:19.112;9562.229;1
12:10:19.138;9562.229;1
12:10:19.158;9562.337;1
12:10:19.184;9562.229;1
12:10:19.204;9563.724;1
12:10:19.227;9562.711;1
12:10:19.250;9562.711;1
12:10:19.275;9561.41;1
12:10:19.296;9562.407;1
12:10:19.322;9562.648;1
12:10:19.342;9562.002;1
12:10:19.368;9561.551;1
12:10:19.388;9561.964;1
12:10:19.412;9561.964;1
12:10:19.435;9562.392;1
12:10:19.459;9561.909;1
12:10:19.483;9561.527;1
12:10:19.506;9561.683;1
12:10:19.528;9561.683;1
12:10:19.550;9561.527;1
12:10:19.574;9561.675;1
12:10:19.595;9561.582;1
12:10:19.619;9561.543;1
12:10:19.641;9561.776;1
12:10:19.664;9561.776;1
12:10:19.689;9561.559;1
12:10:19.710;9561.559;1
12:10:19.733;9561.698;1
12:10:19.756;9561.388;1
12:10:19.781;9561.683;1
12:10:19.803;9561.683;1
12:10:19.825;9561.683;1
12:10:19.850;9561.714;1
12:10:19.871;9561.761;1
12:10:19.894;9561.839;1
12:10:19.917;9562.057;1
12:10:19.940;9561.901;1
12:10:19.963;9561.901;1
12:10:19.986;9561.706;1
12:10:20.010;9561.784;1
12:10:20.034;9561.878;1
12:10:20.056;9562.407;1
12:10:20.084;9561.69;1
12:10:20.104;9561.388;1
12:10:20.124;9562.01;1
12:10:20.149;9562.01;1
12:10:20.171;9561.605;1
12:10:20.193;9560.92;1
12:10:20.216;9561.543;1
12:10:20.242;9562.057;1
12:10:20.262;9562.057;1
12:10:20.288;9562.329;1
12:10:20.310;9561.333;1
12:10:20.331;9561.325;1
12:10:20.355;9562.423;1
12:10:20.379;9561.605;1
12:10:20.400;9562.345;1
12:10:20.423;9561.286;1
12:10:20.447;9561.286;1
12:10:20.469;9561.729;1
12:10:20.492;9561.729;1
12:10:20.515;9561.69;1
12:10:20.540;9561.986;1
12:10:20.562;9561.986;1
12:10:20.587;9562.01;1
12:10:20.607;9561.901;1
12:10:20.630;9561.847;1
12:10:20.653;9563.124;1
12:10:20.676;9561.52;1
12:10:20.699;9561.146;1
12:10:20.722;9562.088;1
12:10:20.745;9560.632;1
12:10:20.768;9561.909;1
12:10:20.791;9561.535;1
12:10:20.815;9561.808;1
12:10:20.839;9561.808;1
12:10:20.860;9562.251;1
12:10:20.886;9561.535;1
12:10:20.907;9561.395;1
12:10:20.930;9561.278;1
12:10:20.954;9561.278;1
12:10:20.977;9561.527;1
12:10:20.999;9561.894;1
12:10:21.022;9562.143;1
12:10:21.044;9561.839;1
12:10:21.068;9561.956;1
12:10:21.091;9562.353;1
12:10:21.113;9562.353;1
12:10:21.136;9561.349;1
12:10:21.159;9561.161;1
12:10:21.182;9561.683;1
12:10:21.206;9562.221;1
12:10:21.228;9561.69;1
12:10:21.251;9561.69;1
12:10:21.274;9561.753;1
12:10:21.300;9561.48;1
12:10:21.320;9562.01;1
