TimeStamp;Давление за ОК Pk1;0 - Bad, 1 - Good
12:10:06.809;245.329;1
12:10:06.831;244.559;1
12:10:06.854;244.559;1
12:10:06.876;245.946;1
12:10:06.899;245.946;1
12:10:06.922;245.946;1
12:10:06.945;246.254;1
12:10:06.968;245.329;1
12:10:06.991;245.329;1
12:10:07.016;245.329;1
12:10:07.039;244.867;1
12:10:07.061;245.792;1
12:10:07.086;246.485;1
12:10:07.108;244.404;1
12:10:07.131;244.404;1
12:10:07.154;244.404;1
12:10:07.175;246.331;1
12:10:07.200;246.023;1
12:10:07.222;244.867;1
12:10:07.244;246.1;1
12:10:07.269;246.1;1
12:10:07.291;246.1;1
12:10:07.314;245.946;1
12:10:07.337;244.559;1
12:10:07.359;245.638;1
12:10:07.387;245.792;1
12:10:07.407;245.792;1
12:10:07.428;245.792;1
12:10:07.452;244.79;1
12:10:07.474;244.79;1
12:10:07.497;246.1;1
12:10:07.520;244.636;1
12:10:07.543;244.636;1
12:10:07.569;244.867;1
12:10:07.589;246.717;1
12:10:07.612;245.252;1
12:10:07.635;245.252;1
12:10:07.658;244.636;1
12:10:07.681;244.636;1
12:10:07.707;245.869;1
12:10:07.729;246.1;1
12:10:07.752;246.1;1
12:10:07.774;244.636;1
12:10:07.798;247.179;1
12:10:07.819;247.179;1
12:10:07.842;245.098;1
12:10:07.865;245.329;1
12:10:07.890;245.329;1
12:10:07.912;245.792;1
12:10:07.935;246.64;1
12:10:07.957;246.64;1
12:10:07.982;246.64;1
12:10:08.005;243.788;0
12:10:08.028;246.331;1
12:10:08.051;245.56;1
12:10:08.073;245.638;1
12:10:08.095;245.638;1
12:10:08.119;245.329;1
12:10:08.143;245.329;1
12:10:08.166;246.1;1
12:10:08.188;245.021;1
12:10:08.211;244.79;1
12:10:08.233;244.79;1
12:10:08.257;245.792;1
12:10:08.281;244.867;1
12:10:08.304;244.867;1
12:10:08.325;245.252;1
12:10:08.349;246.485;1
12:10:08.372;246.485;1
12:10:08.395;244.867;1
12:10:08.417;245.483;1
12:10:08.440;245.483;1
12:10:08.464;246.408;1
12:10:08.489;246.254;1
12:10:08.513;246.254;1
12:10:08.533;244.559;1
12:10:08.555;247.102;1
12:10:08.580;245.329;1
12:10:08.601;245.329;1
12:10:08.625;245.715;1
12:10:08.647;246.331;1
12:10:08.670;246.331;1
12:10:08.693;245.406;1
12:10:08.719;245.792;1
12:10:08.739;245.792;1
12:10:08.764;245.869;1
12:10:08.790;245.869;1
12:10:08.808;245.869;1
12:10:08.831;244.79;1
12:10:08.856;245.792;1
12:10:08.878;246.254;1
12:10:08.900;245.021;1
12:10:08.924;245.021;1
12:10:08.949;245.021;1
12:10:08.970;246.023;1
12:10:08.993;245.56;1
12:10:09.017;246.254;1
12:10:09.040;244.713;1
12:10:09.062;244.713;1
12:10:09.088;246.717;1
12:10:09.109;246.717;1
12:10:09.131;245.175;1
12:10:09.155;245.329;1
12:10:09.178;246.023;1
12:10:09.199;246.023;1
12:10:09.225;245.638;1
12:10:09.246;245.869;1
12:10:09.271;245.869;1
12:10:09.293;246.717;1
12:10:09.317;245.946;1
12:10:09.340;244.944;1
12:10:09.362;244.944;1
12:10:09.386;246.1;1
12:10:09.409;246.023;1
12:10:09.431;246.023;1
12:10:09.455;245.329;1
12:10:09.476;245.483;1
12:10:09.502;245.483;1
12:10:09.522;245.329;1
12:10:09.547;245.792;1
12:10:09.571;245.792;1
12:10:09.592;245.792;1
12:10:09.614;246.485;1
12:10:09.637;246.485;1
12:10:09.663;244.481;1
12:10:09.687;245.252;1
12:10:09.707;246.562;1
12:10:09.731;246.562;1
12:10:09.753;245.329;1
12:10:09.778;245.329;1
12:10:09.800;245.329;1
12:10:09.824;246.562;1
12:10:09.846;245.252;1
12:10:09.868;245.715;1
12:10:09.890;245.715;1
12:10:09.913;245.715;1
12:10:09.937;245.869;1
12:10:09.960;246.023;1
12:10:09.984;244.481;1
12:10:10.008;244.481;1
12:10:10.031;246.871;1
12:10:10.051;246.871;1
12:10:10.074;246.717;1
12:10:10.098;245.021;1
12:10:10.123;246.485;1
12:10:10.145;245.869;1
12:10:10.167;245.869;1
12:10:10.189;245.946;1
12:10:10.212;246.177;1
12:10:10.235;246.177;1
12:10:10.260;246.562;1
12:10:10.283;244.173;1
12:10:10.303;244.173;1
12:10:10.326;245.792;1
12:10:10.349;246.408;1
12:10:10.372;246.408;1
12:10:10.395;245.021;1
12:10:10.418;246.331;1
12:10:10.441;246.331;1
12:10:10.464;245.946;1
12:10:10.487;245.946;1
12:10:10.510;245.406;1
12:10:10.533;247.025;1
12:10:10.556;247.025;1
12:10:10.580;245.56;1
12:10:10.602;245.56;1
12:10:10.628;244.636;1
12:10:10.650;246.717;1
12:10:10.671;246.717;1
12:10:10.695;246.717;1
12:10:10.719;245.098;1
12:10:10.740;245.098;1
12:10:10.763;246.717;1
12:10:10.786;246.717;1
12:10:10.810;246.408;1
12:10:10.833;245.098;1
12:10:10.855;246.254;1
12:10:10.880;246.254;1
12:10:10.901;246.485;1
12:10:10.924;245.098;1
12:10:10.947;246.485;1
12:10:10.972;246.485;1
12:10:10.994;246.485;1
12:10:11.017;246.485;1
12:10:11.039;245.406;1
12:10:11.065;246.254;1
12:10:11.088;246.871;1
12:10:11.110;245.56;1
12:10:11.131;245.56;1
12:10:11.155;245.56;1
12:10:11.179;245.329;1
12:10:11.200;245.869;1
12:10:11.226;245.792;1
12:10:11.248;245.792;1
12:10:11.270;244.713;1
12:10:11.294;244.713;1
12:10:11.317;246.64;1
12:10:11.338;246.177;1
12:10:11.361;245.792;1
12:10:11.385;246.408;1
12:10:11.407;246.177;1
12:10:11.430;246.177;1
12:10:11.453;246.177;1
12:10:11.477;246.177;1
12:10:11.499;245.715;1
12:10:11.523;246.254;1
12:10:11.545;245.638;1
12:10:11.569;245.638;1
12:10:11.592;245.638;1
12:10:11.614;245.56;1
12:10:11.640;246.408;1
12:10:11.662;246.1;1
12:10:11.684;245.483;1
12:10:11.706;245.483;1
12:10:11.729;246.717;1
12:10:11.753;246.717;1
12:10:11.775;245.406;1
12:10:11.798;246.177;1
12:10:11.822;247.256;1
12:10:11.844;247.256;1
12:10:11.869;245.175;1
12:10:11.891;245.175;1
12:10:11.914;245.483;1
12:10:11.937;246.871;1
12:10:11.959;245.098;1
12:10:11.987;245.098;1
12:10:12.007;245.098;1
12:10:12.030;245.792;1
12:10:12.052;245.792;1
12:10:12.074;245.869;1
12:10:12.097;245.638;1
12:10:12.120;245.638;1
12:10:12.143;246.64;1
12:10:12.169;246.794;1
12:10:12.189;245.946;1
12:10:12.212;246.331;1
12:10:12.235;246.331;1
12:10:12.258;246.331;1
12:10:12.284;246.485;1
12:10:12.306;245.56;1
12:10:12.329;246.948;1
12:10:12.351;246.948;1
12:10:12.375;246.794;1
12:10:12.398;245.098;1
12:10:12.422;245.098;1
12:10:12.444;247.41;1
12:10:12.466;246.64;1
12:10:12.488;246.023;1
12:10:12.511;245.946;1
12:10:12.535;245.946;1
12:10:12.558;245.946;1
12:10:12.583;247.025;1
12:10:12.604;246.1;1
12:10:12.628;246.1;1
12:10:12.650;246.023;1
12:10:12.674;247.333;1
12:10:12.695;247.333;1
12:10:12.719;245.869;1
12:10:12.741;246.1;1
12:10:12.767;246.948;1
12:10:12.789;245.869;1
12:10:12.810;245.869;1
12:10:12.834;245.869;1
12:10:12.858;245.638;1
12:10:12.884;247.41;1
12:10:12.905;247.41;1
12:10:12.925;246.64;1
12:10:12.948;244.636;1
12:10:12.971;244.636;1
12:10:12.996;247.256;0
12:10:13.020;246.254;1
12:10:13.041;245.792;1
12:10:13.065;246.331;1
12:10:13.086;246.331;1
12:10:13.112;246.331;1
12:10:13.134;247.025;1
12:10:13.156;245.869;1
12:10:13.180;246.871;1
12:10:13.202;246.1;1
12:10:13.226;246.1;1
12:10:13.249;246.1;1
12:10:13.272;246.408;1
12:10:13.295;246.023;1
12:10:13.317;247.256;1
12:10:13.339;245.098;1
12:10:13.362;245.098;1
12:10:13.386;246.254;1
12:10:13.409;246.254;1
12:10:13.431;247.102;1
12:10:13.455;245.792;1
12:10:13.479;246.1;1
12:10:13.502;246.1;1
12:10:13.525;247.256;1
12:10:13.547;245.638;1
12:10:13.569;245.638;1
12:10:13.594;246.331;1
12:10:13.617;247.41;1
12:10:13.641;247.41;1
12:10:13.661;247.41;1
12:10:13.686;245.329;1
12:10:13.707;248.258;0
12:10:13.730;248.258;1
12:10:13.754;246.254;1
12:10:13.777;245.021;1
12:10:13.799;245.021;1
12:10:13.824;247.102;1
12:10:13.845;247.102;1
12:10:13.869;247.179;1
12:10:13.893;245.946;1
12:10:13.914;247.333;1
12:10:13.938;247.333;1
12:10:13.961;246.717;1
12:10:13.984;245.638;1
12:10:14.009;245.946;1
12:10:14.031;245.946;1
12:10:14.053;248.258;1
12:10:14.075;248.258;1
12:10:14.101;245.329;0
12:10:14.122;246.408;1
12:10:14.147;247.873;1
12:10:14.167;245.175;0
12:10:14.191;245.175;1
12:10:14.215;245.175;1
12:10:14.239;246.794;1
12:10:14.261;247.333;1
12:10:14.284;246.177;1
12:10:14.305;246.254;1
12:10:14.328;246.254;1
12:10:14.352;247.333;1
12:10:14.374;247.333;1
12:10:14.397;246.485;1
12:10:14.421;245.329;1
12:10:14.446;247.95;0
12:10:14.468;246.485;1
12:10:14.491;246.485;1
12:10:14.513;246.485;1
12:10:14.535;246.794;1
12:10:14.561;247.796;1
12:10:14.584;247.025;1
12:10:14.607;246.023;1
12:10:14.630;246.023;1
12:10:14.651;246.023;1
12:10:14.675;246.948;1
12:10:14.696;247.564;1
12:10:14.722;246.1;1
12:10:14.743;247.873;1
12:10:14.766;247.873;1
12:10:14.790;247.873;1
12:10:14.811;247.256;1
12:10:14.834;246.485;1
12:10:14.857;246.1;1
12:10:14.883;247.642;1
12:10:14.904;247.642;1
12:10:14.926;246.254;1
12:10:14.949;246.254;1
12:10:14.973;245.638;1
12:10:14.995;247.642;1
12:10:15.020;246.717;1
12:10:15.043;246.717;1
12:10:15.065;246.023;1
12:10:15.087;247.179;1
12:10:15.111;247.179;1
12:10:15.135;246.408;1
12:10:15.157;247.102;1
12:10:15.181;247.102;1
12:10:15.205;248.104;1
12:10:15.226;248.104;1
12:10:15.248;247.796;1
12:10:15.272;245.715;1
12:10:15.295;247.642;1
12:10:15.319;247.642;1
12:10:15.342;247.025;1
12:10:15.365;246.331;1
12:10:15.390;246.331;1
12:10:15.411;247.41;1
12:10:15.434;246.794;1
12:10:15.457;246.794;1
12:10:15.480;247.025;1
12:10:15.504;246.408;1
12:10:15.525;248.258;1
12:10:15.547;246.331;1
12:10:15.571;246.331;1
12:10:15.593;246.331;1
12:10:15.617;246.948;1
12:10:15.639;247.102;1
12:10:15.662;247.102;1
12:10:15.687;246.871;1
12:10:15.711;246.871;1
12:10:15.732;247.796;1
12:10:15.756;247.796;1
12:10:15.779;246.948;1
12:10:15.803;246.1;1
12:10:15.826;248.027;1
12:10:15.849;246.64;1
12:10:15.869;246.64;1
12:10:15.894;246.64;1
12:10:15.916;245.56;1
12:10:15.940;248.258;0
12:10:15.963;247.41;1
12:10:15.988;247.41;1
12:10:16.009;246.485;1
12:10:16.032;246.485;1
12:10:16.055;247.642;1
12:10:16.077;247.41;1
12:10:16.100;246.64;1
12:10:16.123;246.64;1
12:10:16.146;247.179;1
12:10:16.169;248.258;1
12:10:16.192;248.258;1
12:10:16.215;246.871;1
12:10:16.238;247.487;1
12:10:16.261;247.487;1
12:10:16.285;247.487;1
12:10:16.308;247.487;1
12:10:16.331;247.102;1
12:10:16.353;246.717;1
12:10:16.376;247.719;1
12:10:16.401;246.794;1
12:10:16.425;246.177;1
12:10:16.446;246.177;1
12:10:16.470;246.177;1
12:10:16.492;247.564;1
12:10:16.514;247.333;1
12:10:16.539;246.717;1
12:10:16.561;248.258;1
12:10:16.587;248.258;1
12:10:16.607;248.258;1
12:10:16.630;247.487;1
12:10:16.653;246.177;1
12:10:16.677;248.566;1
12:10:16.699;247.719;1
12:10:16.722;247.719;1
12:10:16.744;247.719;1
12:10:16.767;248.335;1
12:10:16.790;248.335;1
12:10:16.813;247.719;1
12:10:16.836;246.948;1
12:10:16.859;246.948;1
12:10:16.883;246.948;1
12:10:16.904;248.104;1
12:10:16.927;246.64;1
12:10:16.950;247.025;1
12:10:16.973;247.025;1
12:10:16.996;247.025;1
12:10:17.019;248.489;1
12:10:17.042;246.948;1
12:10:17.065;246.871;1
12:10:17.089;246.871;1
12:10:17.111;247.873;1
12:10:17.134;247.873;1
12:10:17.157;246.794;1
12:10:17.182;246.794;1
12:10:17.205;247.179;1
12:10:17.228;248.027;1
12:10:17.249;247.333;1
12:10:17.273;247.333;1
12:10:17.296;247.41;1
12:10:17.318;248.027;1
12:10:17.342;248.027;1
12:10:17.364;247.95;1
12:10:17.387;247.41;1
12:10:17.413;248.412;1
12:10:17.435;248.412;1
12:10:17.456;248.104;1
12:10:17.481;247.487;1
12:10:17.503;247.487;1
12:10:17.525;247.95;1
12:10:17.548;248.181;1
12:10:17.571;248.181;1
12:10:17.594;247.256;1
12:10:17.617;247.256;1
12:10:17.642;247.642;1
12:10:17.664;247.256;1
12:10:17.686;247.256;1
12:10:17.709;247.873;1
12:10:17.732;248.489;1
12:10:17.755;248.489;1
12:10:17.780;245.792;0
12:10:17.801;247.333;1
12:10:17.824;247.333;1
12:10:17.847;247.95;1
12:10:17.870;247.025;1
12:10:17.894;247.025;1
12:10:17.917;246.64;1
12:10:17.940;248.335;1
12:10:17.963;248.335;1
12:10:17.988;247.256;1
12:10:18.008;246.948;1
12:10:18.031;246.948;1
12:10:18.056;249.029;1
12:10:18.079;247.333;1
12:10:18.103;247.333;1
12:10:18.123;247.179;1
12:10:18.148;248.027;1
12:10:18.169;248.027;1
12:10:18.194;248.489;1
12:10:18.216;246.485;1
12:10:18.238;248.566;1
12:10:18.264;248.566;1
12:10:18.284;248.027;1
12:10:18.307;246.948;1
12:10:18.331;246.948;1
12:10:18.354;248.798;1
12:10:18.378;248.489;1
12:10:18.401;248.489;1
12:10:18.423;248.104;1
12:10:18.445;248.104;1
12:10:18.471;248.104;1
12:10:18.492;248.643;1
12:10:18.514;246.871;1
12:10:18.540;246.871;1
12:10:18.561;248.412;1
12:10:18.585;248.027;1
12:10:18.608;247.256;1
12:10:18.629;247.256;1
12:10:18.652;247.719;1
12:10:18.675;247.719;1
12:10:18.698;248.566;1
12:10:18.722;247.95;1
12:10:18.745;245.946;1
12:10:18.767;248.875;0
12:10:18.791;248.875;1
12:10:18.815;248.875;1
12:10:18.836;248.104;1
12:10:18.862;247.796;1
12:10:18.884;248.258;1
12:10:18.908;247.95;1
12:10:18.928;247.95;1
12:10:18.953;247.95;1
12:10:18.974;247.873;1
12:10:18.998;248.412;1
12:10:19.022;248.566;1
12:10:19.043;247.487;1
12:10:19.069;247.487;1
12:10:19.089;247.487;1
12:10:19.112;247.487;1
12:10:19.138;248.412;1
12:10:19.158;247.256;1
12:10:19.184;247.796;1
12:10:19.204;247.796;1
12:10:19.227;247.796;1
12:10:19.250;248.643;1
12:10:19.275;247.41;1
12:10:19.296;247.025;1
12:10:19.322;248.798;1
12:10:19.342;247.333;1
12:10:19.368;247.333;1
12:10:19.388;247.333;1
12:10:19.412;247.256;1
12:10:19.435;248.412;1
12:10:19.459;247.256;1
12:10:19.483;247.719;1
12:10:19.506;247.719;1
12:10:19.528;247.719;1
12:10:19.550;248.104;1
12:10:19.574;247.796;1
12:10:19.595;246.254;1
12:10:19.619;248.643;1
12:10:19.641;248.643;1
12:10:19.664;248.643;1
12:10:19.689;247.873;1
12:10:19.710;247.256;1
12:10:19.733;249.26;1
12:10:19.756;248.489;1
12:10:19.781;248.489;1
12:10:19.803;248.489;1
12:10:19.825;247.564;1
12:10:19.850;248.952;1
12:10:19.871;248.258;1
12:10:19.894;247.025;1
12:10:19.917;247.025;1
12:10:19.940;247.025;1
12:10:19.963;248.335;1
12:10:19.986;248.952;1
12:10:20.010;247.642;1
12:10:20.034;247.564;1
12:10:20.056;247.564;1
12:10:20.084;248.798;1
12:10:20.104;247.719;1
12:10:20.124;247.719;1
12:10:20.149;246.254;1
12:10:20.171;248.875;0
12:10:20.193;248.875;1
12:10:20.216;247.333;1
12:10:20.242;247.333;1
12:10:20.262;247.102;1
12:10:20.288;248.258;1
12:10:20.310;247.179;1
12:10:20.331;247.179;1
12:10:20.355;248.489;1
12:10:20.379;248.489;1
12:10:20.400;248.104;1
12:10:20.423;248.104;1
12:10:20.447;246.254;1
12:10:20.469;249.183;0
12:10:20.492;249.183;1
12:10:20.515;247.95;1
12:10:20.540;247.95;1
12:10:20.562;246.948;1
12:10:20.587;247.796;1
12:10:20.607;248.798;1
12:10:20.630;248.798;1
12:10:20.653;246.948;1
12:10:20.676;248.643;1
12:10:20.699;248.643;1
12:10:20.722;246.948;1
12:10:20.745;246.948;1
12:10:20.768;247.95;1
12:10:20.791;248.335;1
12:10:20.815;248.335;1
12:10:20.839;248.104;1
12:10:20.860;247.333;1
12:10:20.886;247.333;1
12:10:20.907;248.335;1
12:10:20.930;248.335;1
12:10:20.954;248.027;1
12:10:20.977;246.331;1
12:10:20.999;248.489;1
12:10:21.022;248.489;1
12:10:21.044;247.41;1
12:10:21.068;247.642;1
12:10:21.091;247.642;1
12:10:21.113;248.875;1
12:10:21.136;247.41;1
12:10:21.159;247.41;1
12:10:21.182;247.642;1
12:10:21.206;248.412;1
12:10:21.228;248.412;1
12:10:21.251;248.335;1
12:10:21.274;246.948;1
12:10:21.300;248.412;1
12:10:21.320;248.412;1
12:10:21.345;248.875;1
12:10:21.369;246.794;1
12:10:21.390;248.335;1
12:10:21.413;248.335;1
12:10:21.435;248.489;1
12:10:21.459;248.489;1
12:10:21.483;248.335;1
12:10:21.507;248.335;1
12:10:21.528;248.335;1
12:10:21.550;248.643;1
12:10:21.573;247.719;1
12:10:21.597;247.719;1
12:10:21.621;248.258;1
12:10:21.643;248.721;1
12:10:21.665;248.566;1
12:10:21.688;248.566;1
12:10:21.712;246.871;1
12:10:21.735;246.871;1
12:10:21.757;248.798;1
12:10:21.784;247.41;1
12:10:21.803;247.41;1
12:10:21.829;246.485;1
12:10:21.850;249.877;0
12:10:21.873;249.877;1
12:10:21.896;247.642;1
12:10:21.920;247.642;1
12:10:21.942;247.873;1
12:10:21.964;248.721;1
12:10:21.988;248.335;1
12:10:22.012;248.335;1
12:10:22.034;247.719;1
12:10:22.057;247.796;1
12:10:22.083;247.796;1
12:10:22.105;248.952;1
12:10:22.126;247.102;1
12:10:22.150;247.95;1
12:10:22.172;247.95;1
12:10:22.194;248.721;1
12:10:22.217;247.102;1
12:10:22.240;247.102;1
12:10:22.263;249.106;1
12:10:22.287;247.487;1
12:10:22.309;247.487;1
12:10:22.332;246.871;1
12:10:22.355;247.873;1
12:10:22.381;247.873;1
12:10:22.404;248.643;1
12:10:22.425;247.41;1
12:10:22.447;247.41;1
12:10:22.471;247.256;1
12:10:22.495;248.952;1
12:10:22.517;247.333;1
12:10:22.540;246.64;1
12:10:22.563;246.64;1
12:10:22.587;248.643;1
12:10:22.609;248.104;1
12:10:22.632;246.871;1
12:10:22.655;246.871;1
12:10:22.678;248.721;1
12:10:22.701;248.721;1
12:10:22.724;248.181;1
12:10:22.749;247.95;1
12:10:22.770;248.952;1
12:10:22.795;248.952;1
12:10:22.816;248.489;1
12:10:22.841;248.489;1
12:10:22.863;247.41;1
