TimeStamp;Частота вращения РСТ (Расчетная);0 - Bad, 1 - Good
12:10:01.610;1490.9;1
12:10:01.633;1490.901;0
12:10:01.657;1490.913;0
12:10:01.680;1490.924;0
12:10:01.702;1490.924;1
12:10:01.725;1490.935;0
12:10:01.748;1490.944;1
12:10:01.772;1490.964;1
12:10:01.793;1490.993;1
12:10:01.817;1491.026;1
12:10:01.840;1491.074;1
12:10:01.863;1491.117;1
12:10:01.889;1491.117;1
12:10:01.910;1491.171;1
12:10:01.932;1491.225;1
12:10:01.956;1491.278;1
12:10:01.978;1491.338;1
12:10:02.001;1491.365;1
12:10:02.026;1491.365;1
12:10:02.047;1491.416;1
12:10:02.069;1491.461;1
12:10:02.092;1491.509;1
12:10:02.116;1491.544;1
12:10:02.140;1491.573;1
12:10:02.161;1491.603;1
12:10:02.184;1491.619;1
12:10:02.208;1491.619;1
12:10:02.231;1491.641;1
12:10:02.254;1491.651;1
12:10:02.278;1491.67;1
12:10:02.301;1491.684;1
12:10:02.325;1491.701;1
12:10:02.345;1491.712;1
12:10:02.368;1491.74;1
12:10:02.392;1491.74;1
12:10:02.415;1491.76;1
12:10:02.437;1491.799;1
12:10:02.463;1491.818;1
12:10:02.487;1491.858;1
12:10:02.508;1491.898;1
12:10:02.529;1491.898;1
12:10:02.553;1491.939;1
12:10:02.576;1491.964;1
12:10:02.598;1492.006;1
12:10:02.621;1492.023;1
12:10:02.644;1492.045;1
12:10:02.670;1492.066;1
12:10:02.690;1492.098;1
12:10:02.713;1492.132;1
12:10:02.737;1492.132;1
12:10:02.763;1492.162;1
12:10:02.785;1492.18;1
12:10:02.807;1492.204;1
12:10:02.831;1492.206;1
12:10:02.854;1492.223;1
12:10:02.875;1492.223;1
12:10:02.899;1492.23;0
12:10:02.923;1492.219;1
12:10:02.945;1492.223;1
12:10:02.967;1492.22;1
12:10:02.990;1492.217;1
12:10:03.014;1492.212;1
12:10:03.037;1492.212;1
12:10:03.060;1492.218;1
12:10:03.083;1492.219;0
12:10:03.108;1492.236;1
12:10:03.128;1492.235;1
12:10:03.152;1492.243;1
12:10:03.174;1492.25;1
12:10:03.197;1492.25;1
12:10:03.220;1492.258;1
12:10:03.243;1492.254;1
12:10:03.266;1492.242;0
12:10:03.291;1492.22;1
12:10:03.312;1492.204;1
12:10:03.335;1492.172;1
12:10:03.358;1492.132;1
12:10:03.383;1492.132;1
12:10:03.405;1492.132;1
12:10:03.430;1492.105;1
12:10:03.452;1492.063;1
12:10:03.473;1492.025;1
12:10:03.497;1492.014;1
12:10:03.519;1491.954;1
12:10:03.542;1491.933;1
12:10:03.565;1491.915;1
12:10:03.588;1491.915;1
12:10:03.611;1491.909;1
12:10:03.634;1491.922;1
12:10:03.657;1491.968;1
12:10:03.683;1491.968;1
12:10:03.704;1491.968;1
12:10:03.728;1491.978;1
12:10:03.749;1492.046;1
12:10:03.772;1492.073;1
12:10:03.795;1492.117;1
12:10:03.818;1492.154;1
12:10:03.842;1492.179;1
12:10:03.863;1492.203;1
12:10:03.887;1492.203;1
12:10:03.912;1492.216;1
12:10:03.934;1492.227;1
12:10:03.955;1492.242;1
12:10:03.981;1492.252;1
12:10:04.004;1492.259;1
12:10:04.025;1492.275;1
12:10:04.050;1492.302;1
12:10:04.071;1492.302;1
12:10:04.095;1492.333;1
12:10:04.117;1492.37;1
12:10:04.140;1492.399;1
12:10:04.162;1492.409;1
12:10:04.186;1492.45;1
12:10:04.209;1492.475;1
12:10:04.231;1492.475;1
12:10:04.254;1492.505;1
12:10:04.278;1492.542;1
12:10:04.300;1492.562;1
12:10:04.324;1492.585;1
12:10:04.346;1492.615;1
12:10:04.369;1492.628;1
12:10:04.393;1492.643;1
12:10:04.415;1492.643;1
12:10:04.441;1492.678;1
12:10:04.461;1492.708;1
12:10:04.484;1492.742;1
12:10:04.507;1492.772;1
12:10:04.530;1492.791;1
12:10:04.553;1492.842;1
12:10:04.576;1492.902;1
12:10:04.600;1492.902;1
12:10:04.622;1492.932;1
12:10:04.646;1492.932;1
12:10:04.668;1492.98;1
12:10:04.692;1493.01;1
12:10:04.715;1493.05;1
12:10:04.738;1493.085;1
12:10:04.761;1493.1;1
12:10:04.786;1493.109;1
12:10:04.809;1493.109;1
12:10:04.832;1493.13;1
12:10:04.852;1493.134;1
12:10:04.876;1493.14;1
12:10:04.898;1493.152;1
12:10:04.922;1493.162;1
12:10:04.946;1493.184;1
12:10:04.969;1493.207;1
12:10:04.990;1493.207;1
12:10:05.015;1493.243;1
12:10:05.036;1493.26;1
12:10:05.062;1493.316;1
12:10:05.086;1493.357;1
12:10:05.105;1493.399;1
12:10:05.130;1493.399;1
12:10:05.151;1493.432;1
12:10:05.175;1493.463;1
12:10:05.198;1493.495;1
12:10:05.220;1493.531;1
12:10:05.246;1493.556;1
12:10:05.269;1493.557;0
12:10:05.290;1493.557;1
12:10:05.312;1493.576;1
12:10:05.335;1493.601;1
12:10:05.361;1493.608;1
12:10:05.387;1493.625;1
12:10:05.406;1493.638;1
12:10:05.427;1493.658;1
12:10:05.451;1493.656;0
12:10:05.474;1493.656;1
12:10:05.497;1493.657;0
12:10:05.521;1493.648;1
12:10:05.543;1493.636;1
12:10:05.565;1493.61;1
12:10:05.588;1493.607;0
12:10:05.612;1493.605;1
12:10:05.636;1493.605;1
12:10:05.657;1493.614;1
12:10:05.685;1493.634;1
12:10:05.705;1493.682;1
12:10:05.729;1493.705;1
12:10:05.750;1493.721;1
12:10:05.772;1493.745;1
12:10:05.795;1493.745;1
12:10:05.818;1493.766;1
12:10:05.841;1493.774;1
12:10:05.867;1493.775;0
12:10:05.887;1493.778;1
12:10:05.910;1493.768;1
12:10:05.933;1493.768;1
12:10:05.956;1493.773;1
12:10:05.980;1493.773;1
12:10:06.002;1493.779;1
12:10:06.025;1493.798;1
12:10:06.048;1493.816;1
12:10:06.071;1493.837;1
12:10:06.094;1493.872;1
12:10:06.117;1493.872;1
12:10:06.140;1493.89;1
12:10:06.163;1493.92;1
12:10:06.187;1493.92;1
12:10:06.209;1493.953;1
12:10:06.232;1493.979;1
12:10:06.255;1494.006;1
12:10:06.280;1494.006;1
12:10:06.301;1494.024;1
12:10:06.324;1494.053;1
12:10:06.350;1494.057;0
12:10:06.370;1494.096;1
12:10:06.393;1494.136;1
12:10:06.416;1494.136;1
12:10:06.439;1494.153;1
12:10:06.465;1494.192;1
12:10:06.485;1494.215;1
12:10:06.508;1494.243;1
12:10:06.531;1494.265;1
12:10:06.554;1494.316;1
12:10:06.577;1494.316;1
12:10:06.600;1494.335;1
12:10:06.623;1494.368;1
12:10:06.646;1494.368;1
12:10:06.669;1494.418;1
12:10:06.692;1494.418;1
12:10:06.715;1494.453;1
12:10:06.738;1494.453;1
12:10:06.761;1494.453;1
12:10:06.784;1494.458;0
12:10:06.809;1494.458;1
12:10:06.831;1494.454;0
12:10:06.854;1494.455;0
12:10:06.876;1494.413;1
12:10:06.899;1494.413;1
12:10:06.922;1494.392;1
12:10:06.945;1494.351;1
12:10:06.968;1494.326;1
12:10:06.991;1494.274;1
12:10:07.016;1494.245;1
12:10:07.039;1494.245;1
12:10:07.061;1494.219;1
12:10:07.086;1494.196;1
12:10:07.108;1494.15;1
12:10:07.131;1494.134;1
12:10:07.154;1494.134;1
12:10:07.175;1494.099;1
12:10:07.200;1494.083;1
12:10:07.222;1494.063;1
12:10:07.244;1494.046;1
12:10:07.269;1494.033;1
12:10:07.291;1494.029;0
12:10:07.314;1494.029;1
12:10:07.337;1494.013;1
12:10:07.359;1494.015;0
12:10:07.387;1494.008;1
12:10:07.407;1494.015;1
12:10:07.428;1494.019;1
12:10:07.452;1494.019;1
12:10:07.474;1494.05;1
12:10:07.497;1494.05;1
12:10:07.520;1494.071;1
12:10:07.543;1494.097;1
12:10:07.569;1494.133;1
12:10:07.589;1494.155;1
12:10:07.612;1494.187;1
12:10:07.635;1494.226;1
12:10:07.658;1494.226;1
12:10:07.681;1494.264;1
12:10:07.707;1494.315;1
12:10:07.729;1494.355;1
12:10:07.752;1494.395;1
12:10:07.774;1494.395;1
12:10:07.798;1494.48;1
12:10:07.819;1494.511;1
12:10:07.842;1494.598;1
12:10:07.865;1494.66;1
12:10:07.890;1494.66;1
12:10:07.912;1494.715;1
12:10:07.935;1494.766;1
12:10:07.957;1494.798;1
12:10:07.982;1494.832;1
12:10:08.005;1494.832;1
12:10:08.028;1494.867;1
12:10:08.051;1494.942;1
12:10:08.073;1494.972;1
12:10:08.095;1495.021;1
12:10:08.119;1495.075;1
12:10:08.143;1495.136;1
12:10:08.166;1495.136;1
12:10:08.188;1495.189;1
12:10:08.211;1495.237;1
12:10:08.233;1495.301;1
12:10:08.257;1495.354;1
12:10:08.281;1495.405;1
12:10:08.304;1495.435;0
12:10:08.325;1495.435;1
12:10:08.349;1495.474;1
12:10:08.372;1495.5;1
12:10:08.395;1495.516;1
12:10:08.417;1495.543;1
12:10:08.440;1495.561;1
12:10:08.464;1495.561;1
12:10:08.489;1495.596;1
12:10:08.513;1495.627;1
12:10:08.533;1495.69;1
12:10:08.555;1495.747;1
12:10:08.580;1495.779;1
12:10:08.601;1495.84;1
12:10:08.625;1495.84;1
12:10:08.647;1495.887;1
12:10:08.670;1495.926;1
12:10:08.693;1495.956;1
12:10:08.719;1495.979;1
12:10:08.739;1495.981;1
12:10:08.764;1495.981;1
12:10:08.790;1495.985;1
12:10:08.808;1495.985;1
12:10:08.831;1495.984;0
12:10:08.856;1495.955;1
12:10:08.878;1495.946;1
12:10:08.900;1495.928;1
12:10:08.924;1495.892;1
12:10:08.949;1495.867;1
12:10:08.970;1495.867;1
12:10:08.993;1495.845;1
12:10:09.017;1495.813;1
12:10:09.040;1495.8;1
12:10:09.062;1495.783;1
12:10:09.088;1495.783;1
12:10:09.109;1495.782;0
12:10:09.131;1495.782;1
12:10:09.155;1495.802;1
12:10:09.178;1495.822;1
12:10:09.199;1495.84;1
12:10:09.225;1495.876;1
12:10:09.246;1495.912;1
12:10:09.271;1495.952;1
12:10:09.293;1495.987;1
12:10:09.317;1495.987;1
12:10:09.340;1496.016;1
12:10:09.362;1496.042;1
12:10:09.386;1496.074;1
12:10:09.409;1496.073;0
12:10:09.431;1496.082;1
12:10:09.455;1496.082;1
12:10:09.476;1496.079;1
12:10:09.502;1496.079;1
12:10:09.522;1496.07;1
12:10:09.547;1496.07;1
12:10:09.571;1496.067;1
12:10:09.592;1496.067;1
12:10:09.614;1496.071;0
12:10:09.637;1496.085;1
12:10:09.663;1496.107;1
12:10:09.687;1496.128;1
12:10:09.707;1496.153;1
12:10:09.731;1496.2;1
12:10:09.753;1496.2;1
12:10:09.778;1496.247;1
12:10:09.800;1496.271;1
12:10:09.824;1496.293;1
12:10:09.846;1496.334;1
12:10:09.868;1496.37;1
12:10:09.890;1496.406;1
12:10:09.913;1496.431;1
12:10:09.937;1496.431;1
12:10:09.960;1496.468;1
12:10:09.984;1496.491;1
12:10:10.008;1496.534;1
12:10:10.031;1496.534;1
12:10:10.051;1496.614;1
12:10:10.074;1496.614;1
12:10:10.098;1496.665;1
12:10:10.123;1496.733;1
12:10:10.145;1496.79;1
12:10:10.167;1496.826;1
12:10:10.189;1496.861;1
12:10:10.212;1496.895;1
12:10:10.235;1496.964;1
12:10:10.260;1496.964;1
12:10:10.283;1496.997;1
12:10:10.303;1497.038;1
12:10:10.326;1497.064;1
12:10:10.349;1497.107;1
12:10:10.372;1497.149;1
12:10:10.395;1497.149;1
12:10:10.418;1497.18;1
12:10:10.441;1497.18;1
12:10:10.464;1497.239;1
12:10:10.487;1497.239;1
12:10:10.510;1497.29;1
12:10:10.533;1497.307;1
12:10:10.556;1497.318;1
12:10:10.580;1497.318;1
12:10:10.602;1497.363;1
12:10:10.628;1497.376;1
12:10:10.650;1497.383;1
12:10:10.671;1497.391;0
12:10:10.695;1497.412;1
12:10:10.719;1497.412;1
12:10:10.740;1497.42;0
12:10:10.763;1497.416;0
12:10:10.786;1497.416;1
12:10:10.810;1497.417;0
12:10:10.833;1497.405;1
12:10:10.855;1497.408;1
12:10:10.880;1497.414;0
12:10:10.901;1497.414;1
12:10:10.924;1497.429;1
12:10:10.947;1497.454;1
12:10:10.972;1497.488;1
12:10:10.994;1497.511;1
12:10:11.017;1497.511;1
12:10:11.039;1497.53;1
12:10:11.065;1497.549;1
12:10:11.088;1497.598;1
12:10:11.110;1497.62;1
12:10:11.131;1497.673;1
12:10:11.155;1497.673;1
12:10:11.179;1497.698;1
12:10:11.200;1497.731;1
12:10:11.226;1497.765;1
12:10:11.248;1497.785;1
12:10:11.270;1497.785;1
12:10:11.294;1497.802;1
12:10:11.317;1497.802;1
12:10:11.338;1497.79;1
12:10:11.361;1497.771;1
12:10:11.385;1497.761;1
12:10:11.407;1497.752;1
12:10:11.430;1497.735;1
12:10:11.453;1497.706;1
12:10:11.477;1497.706;1
12:10:11.499;1497.675;1
12:10:11.523;1497.639;1
12:10:11.545;1497.624;1
12:10:11.569;1497.587;1
12:10:11.592;1497.516;1
12:10:11.614;1497.516;1
12:10:11.640;1497.478;1
12:10:11.662;1497.41;1
12:10:11.684;1497.395;1
12:10:11.706;1497.363;1
12:10:11.729;1497.323;1
12:10:11.753;1497.29;1
12:10:11.775;1497.29;1
12:10:11.798;1497.267;1
12:10:11.822;1497.262;1
12:10:11.844;1497.244;1
12:10:11.869;1497.25;1
12:10:11.891;1497.265;1
12:10:11.914;1497.265;1
12:10:11.937;1497.277;1
12:10:11.959;1497.305;1
12:10:11.987;1497.339;1
12:10:12.007;1497.414;1
12:10:12.030;1497.414;1
12:10:12.052;1497.523;1
12:10:12.074;1497.523;1
12:10:12.097;1497.592;1
12:10:12.120;1497.632;1
12:10:12.143;1497.688;1
12:10:12.169;1497.741;1
12:10:12.189;1497.776;1
12:10:12.212;1497.811;1
12:10:12.235;1497.848;1
12:10:12.258;1497.848;1
12:10:12.284;1497.885;1
12:10:12.306;1497.917;1
12:10:12.329;1497.931;1
12:10:12.351;1497.956;1
12:10:12.375;1497.956;1
12:10:12.398;1497.955;0
12:10:12.422;1497.952;1
12:10:12.444;1497.934;1
12:10:12.466;1497.931;0
12:10:12.488;1497.913;1
12:10:12.511;1497.909;1
12:10:12.535;1497.909;1
12:10:12.558;1497.909;1
12:10:12.583;1497.932;1
12:10:12.604;1497.943;0
12:10:12.628;1497.98;1
12:10:12.650;1497.98;1
12:10:12.674;1498.031;1
12:10:12.695;1498.063;1
12:10:12.719;1498.105;1
12:10:12.741;1498.167;1
12:10:12.767;1498.209;1
12:10:12.789;1498.269;1
12:10:12.810;1498.359;1
12:10:12.834;1498.359;1
12:10:12.858;1498.394;1
12:10:12.884;1498.434;1
12:10:12.905;1498.458;1
12:10:12.925;1498.458;1
12:10:12.948;1498.48;1
12:10:12.971;1498.479;0
12:10:12.996;1498.469;1
12:10:13.020;1498.45;1
12:10:13.041;1498.432;1
12:10:13.065;1498.411;1
12:10:13.086;1498.415;0
12:10:13.112;1498.416;0
12:10:13.134;1498.416;1
12:10:13.156;1498.44;1
12:10:13.180;1498.457;1
12:10:13.202;1498.495;1
12:10:13.226;1498.542;1
12:10:13.249;1498.566;1
12:10:13.272;1498.566;1
12:10:13.295;1498.6;1
12:10:13.317;1498.632;1
12:10:13.339;1498.637;0
12:10:13.362;1498.65;1
12:10:13.386;1498.668;1
12:10:13.409;1498.67;1
12:10:13.431;1498.67;1
12:10:13.455;1498.685;1
12:10:13.479;1498.685;1
12:10:13.502;1498.691;1
12:10:13.525;1498.692;0
12:10:13.547;1498.696;1
12:10:13.569;1498.697;0
12:10:13.594;1498.697;1
12:10:13.617;1498.714;1
12:10:13.641;1498.717;1
12:10:13.661;1498.728;0
12:10:13.686;1498.742;1
12:10:13.707;1498.76;1
12:10:13.730;1498.775;1
12:10:13.754;1498.775;1
12:10:13.777;1498.803;1
12:10:13.799;1498.815;1
12:10:13.824;1498.831;1
12:10:13.845;1498.832;0
12:10:13.869;1498.832;1
12:10:13.893;1498.861;1
12:10:13.914;1498.867;1
12:10:13.938;1498.881;1
12:10:13.961;1498.899;1
12:10:13.984;1498.914;1
12:10:14.009;1498.925;1
12:10:14.031;1498.949;1
12:10:14.053;1498.949;1
12:10:14.075;1498.976;1
12:10:14.101;1498.976;1
12:10:14.122;1499.017;1
12:10:14.147;1499.038;1
12:10:14.167;1499.054;1
12:10:14.191;1499.077;1
12:10:14.215;1499.077;1
12:10:14.239;1499.096;1
12:10:14.261;1499.117;1
12:10:14.284;1499.139;1
12:10:14.305;1499.178;1
12:10:14.328;1499.204;1
12:10:14.352;1499.204;1
12:10:14.374;1499.233;1
12:10:14.397;1499.25;1
12:10:14.421;1499.286;1
12:10:14.446;1499.321;1
12:10:14.468;1499.332;1
12:10:14.491;1499.343;1
12:10:14.513;1499.343;1
12:10:14.535;1499.364;1
12:10:14.561;1499.38;1
12:10:14.584;1499.398;1
12:10:14.607;1499.418;1
12:10:14.630;1499.432;1
12:10:14.651;1499.432;1
12:10:14.675;1499.459;1
12:10:14.696;1499.476;1
12:10:14.722;1499.522;1
12:10:14.743;1499.548;1
12:10:14.766;1499.569;1
12:10:14.790;1499.569;1
12:10:14.811;1499.617;1
12:10:14.834;1499.649;1
12:10:14.857;1499.677;1
12:10:14.883;1499.718;1
12:10:14.904;1499.767;1
12:10:14.926;1499.803;1
12:10:14.949;1499.826;1
12:10:14.973;1499.826;1
12:10:14.995;1499.868;1
12:10:15.020;1499.905;1
12:10:15.043;1499.964;1
12:10:15.065;1499.978;1
12:10:15.087;1500.038;1
12:10:15.111;1500.095;1
12:10:15.135;1500.095;1
12:10:15.157;1500.127;1
12:10:15.181;1500.218;1
12:10:15.205;1500.261;1
12:10:15.226;1500.312;1
12:10:15.248;1500.312;1
12:10:15.272;1500.396;1
12:10:15.295;1500.437;1
12:10:15.319;1500.498;1
12:10:15.342;1500.535;1
12:10:15.365;1500.578;1
12:10:15.390;1500.6;1
12:10:15.411;1500.6;1
12:10:15.434;1500.657;1
12:10:15.457;1500.701;1
12:10:15.480;1500.733;1
12:10:15.504;1500.782;1
12:10:15.525;1500.827;1
12:10:15.547;1500.878;1
12:10:15.571;1500.924;1
12:10:15.593;1500.924;1
12:10:15.617;1500.951;1
12:10:15.639;1500.989;1
12:10:15.662;1501.03;1
12:10:15.687;1501.072;1
12:10:15.711;1501.121;1
12:10:15.732;1501.121;1
12:10:15.756;1501.152;1
12:10:15.779;1501.208;1
12:10:15.803;1501.252;1
12:10:15.826;1501.317;1
12:10:15.849;1501.368;1
12:10:15.869;1501.447;1
12:10:15.894;1501.447;1
12:10:15.916;1501.486;1
12:10:15.940;1501.506;1
12:10:15.963;1501.57;1
12:10:15.988;1501.611;1
12:10:16.009;1501.611;1
12:10:16.032;1501.644;1
12:10:16.055;1501.667;1
12:10:16.077;1501.689;1
12:10:16.100;1501.695;1
12:10:16.123;1501.71;1
12:10:16.146;1501.721;1
12:10:16.169;1501.744;1
12:10:16.192;1501.744;1
12:10:16.215;1501.775;1
12:10:16.238;1501.819;1
12:10:16.261;1501.849;1
12:10:16.285;1501.849;1
12:10:16.308;1501.849;1
12:10:16.331;1501.887;1
12:10:16.353;1501.932;1
12:10:16.376;1501.956;1
12:10:16.401;1501.997;1
12:10:16.425;1502.004;1
12:10:16.446;1502.018;1
12:10:16.470;1502.029;1
12:10:16.492;1502.029;1
12:10:16.514;1502.038;1
12:10:16.539;1502.044;0
12:10:16.561;1502.042;0
12:10:16.587;1502.043;0
12:10:16.607;1502.043;1
12:10:16.630;1502.042;0
12:10:16.653;1502.043;0
12:10:16.677;1502.038;0
12:10:16.699;1502.031;1
12:10:16.722;1502.027;1
12:10:16.744;1502.027;1
12:10:16.767;1502.01;1
12:10:16.790;1502.01;1
12:10:16.813;1501.999;0
12:10:16.836;1501.988;0
12:10:16.859;1501.954;1
12:10:16.883;1501.954;1
12:10:16.904;1501.954;1
12:10:16.927;1501.932;1
12:10:16.950;1501.914;1
12:10:16.973;1501.894;1
12:10:16.996;1501.851;1
12:10:17.019;1501.851;1
12:10:17.042;1501.822;1
12:10:17.065;1501.793;1
12:10:17.089;1501.793;1
12:10:17.111;1501.689;1
12:10:17.134;1501.689;1
12:10:17.157;1501.581;1
12:10:17.182;1501.581;1
12:10:17.205;1501.581;1
12:10:17.228;1501.562;1
12:10:17.249;1501.541;1
12:10:17.273;1501.531;1
12:10:17.296;1501.538;1
12:10:17.318;1501.55;1
12:10:17.342;1501.572;1
12:10:17.364;1501.572;1
12:10:17.387;1501.596;1
12:10:17.413;1501.621;1
12:10:17.435;1501.671;1
12:10:17.456;1501.718;1
12:10:17.481;1501.739;1
12:10:17.503;1501.801;1
12:10:17.525;1501.801;1
12:10:17.548;1501.896;1
12:10:17.571;1501.927;1
12:10:17.594;1501.927;1
12:10:17.617;1501.995;1
12:10:17.642;1501.995;1
12:10:17.664;1502.014;1
12:10:17.686;1502.029;1
12:10:17.709;1502.042;1
12:10:17.732;1502.045;1
12:10:17.755;1502.043;1
12:10:17.780;1502.043;1
12:10:17.801;1502.028;1
12:10:17.824;1502.009;1
12:10:17.847;1501.984;1
12:10:17.870;1501.968;1
12:10:17.894;1501.957;1
12:10:17.917;1501.957;1
12:10:17.940;1501.923;1
12:10:17.963;1501.91;1
12:10:17.988;1501.896;1
12:10:18.008;1501.871;1
12:10:18.031;1501.85;1
12:10:18.056;1501.85;1
12:10:18.079;1501.828;1
12:10:18.103;1501.823;1
12:10:18.123;1501.822;0
12:10:18.148;1501.837;1
12:10:18.169;1501.857;1
12:10:18.194;1501.857;1
12:10:18.216;1501.884;1
12:10:18.238;1501.926;1
12:10:18.264;1501.96;1
12:10:18.284;1502.003;1
12:10:18.307;1502.079;1
12:10:18.331;1502.118;1
12:10:18.354;1502.118;1
12:10:18.378;1502.184;1
12:10:18.401;1502.256;1
12:10:18.423;1502.277;1
12:10:18.445;1502.349;1
12:10:18.471;1502.435;1
12:10:18.492;1502.435;1
12:10:18.514;1502.477;1
12:10:18.540;1502.543;1
12:10:18.561;1502.602;1
12:10:18.585;1502.636;1
12:10:18.608;1502.676;1
12:10:18.629;1502.722;1
12:10:18.652;1502.722;1
12:10:18.675;1502.75;1
12:10:18.698;1502.795;1
12:10:18.722;1502.808;1
12:10:18.745;1502.842;1
12:10:18.767;1502.871;1
12:10:18.791;1502.91;1
12:10:18.815;1502.91;1
12:10:18.836;1502.945;1
12:10:18.862;1502.998;1
12:10:18.884;1503.023;1
12:10:18.908;1503.091;1
12:10:18.928;1503.12;1
12:10:18.953;1503.163;1
12:10:18.974;1503.163;1
12:10:18.998;1503.222;1
12:10:19.022;1503.283;1
12:10:19.043;1503.326;1
12:10:19.069;1503.409;1
12:10:19.089;1503.44;1
12:10:19.112;1503.486;1
12:10:19.138;1503.486;1
12:10:19.158;1503.555;1
12:10:19.184;1503.591;1
12:10:19.204;1503.63;1
12:10:19.227;1503.674;1
12:10:19.250;1503.674;1
12:10:19.275;1503.684;1
12:10:19.296;1503.744;1
12:10:19.322;1503.755;1
12:10:19.342;1503.785;1
12:10:19.368;1503.817;1
12:10:19.388;1503.833;1
12:10:19.412;1503.833;1
12:10:19.435;1503.862;1
12:10:19.459;1503.889;1
12:10:19.483;1503.924;1
12:10:19.506;1503.96;1
12:10:19.528;1503.96;1
12:10:19.550;1504.011;1
12:10:19.574;1504.048;1
12:10:19.595;1504.116;1
12:10:19.619;1504.18;1
12:10:19.641;1504.226;1
12:10:19.664;1504.226;1
12:10:19.689;1504.32;1
12:10:19.710;1504.358;1
12:10:19.733;1504.415;1
12:10:19.756;1504.452;1
12:10:19.781;1504.484;1
12:10:19.803;1504.484;1
12:10:19.825;1504.508;1
12:10:19.850;1504.531;1
12:10:19.871;1504.544;1
12:10:19.894;1504.545;0
12:10:19.917;1504.556;1
12:10:19.940;1504.558;1
12:10:19.963;1504.558;1
12:10:19.986;1504.557;1
12:10:20.010;1504.565;0
12:10:20.034;1504.567;1
12:10:20.056;1504.566;0
12:10:20.084;1504.573;1
12:10:20.104;1504.576;1
12:10:20.124;1504.591;1
12:10:20.149;1504.591;1
12:10:20.171;1504.61;1
12:10:20.193;1504.642;1
12:10:20.216;1504.66;1
12:10:20.242;1504.684;1
12:10:20.262;1504.684;1
12:10:20.288;1504.729;1
12:10:20.310;1504.769;1
12:10:20.331;1504.788;1
12:10:20.355;1504.819;1
12:10:20.379;1504.835;1
12:10:20.400;1504.871;1
12:10:20.423;1504.895;1
12:10:20.447;1504.895;1
12:10:20.469;1504.94;1
12:10:20.492;1504.94;1
12:10:20.515;1504.952;1
12:10:20.540;1504.98;1
12:10:20.562;1504.98;1
12:10:20.587;1505.004;1
12:10:20.607;1505.033;1
12:10:20.630;1505.066;1
12:10:20.653;1505.089;1
12:10:20.676;1505.13;1
12:10:20.699;1505.149;1
12:10:20.722;1505.178;1
12:10:20.745;1505.2;1
12:10:20.768;1505.227;1
12:10:20.791;1505.249;1
12:10:20.815;1505.262;1
12:10:20.839;1505.262;1
12:10:20.860;1505.283;1
12:10:20.886;1505.354;1
12:10:20.907;1505.425;1
12:10:20.930;1505.468;1
12:10:20.954;1505.468;1
12:10:20.977;1505.552;1
12:10:20.999;1505.615;1
12:10:21.022;1505.67;1
12:10:21.044;1505.743;1
12:10:21.068;1505.757;1
12:10:21.091;1505.801;1
12:10:21.113;1505.801;1
12:10:21.136;1505.838;1
12:10:21.159;1505.865;1
12:10:21.182;1505.896;1
12:10:21.206;1505.926;1
12:10:21.228;1505.949;1
12:10:21.251;1505.949;1
12:10:21.274;1505.958;1
12:10:21.300;1505.966;1
12:10:21.320;1505.97;1
