TimeStamp;Давление масла в магистрали общей откачки (поз. Р615);0 - Bad, 1 - Good
12:10:03.358;201.594;1
12:10:03.383;201.594;1
12:10:03.405;199.092;1
12:10:03.430;196.774;0
12:10:03.452;196.774;1
12:10:03.473;195.903;1
12:10:03.497;196.144;1
12:10:03.519;196.941;1
12:10:03.542;198.554;1
12:10:03.565;198.554;1
12:10:03.588;198.554;1
12:10:03.611;198.35;1
12:10:03.634;196.033;0
12:10:03.657;192.492;0
12:10:03.683;189.377;0
12:10:03.704;189.377;1
12:10:03.728;189.377;1
12:10:03.749;187.56;1
12:10:03.772;188.858;1
12:10:03.795;191.287;0
12:10:03.818;194.179;1
12:10:03.842;194.179;1
12:10:03.863;194.179;1
12:10:03.887;197.071;1
12:10:03.912;199.407;0
12:10:03.934;201.02;1
12:10:03.955;201.353;1
12:10:03.981;201.353;1
12:10:04.004;199.907;1
12:10:04.025;198.48;1
12:10:04.050;198.48;1
12:10:04.071;197.46;1
12:10:04.095;196.848;1
12:10:04.117;196.626;1
12:10:04.140;196.626;1
12:10:04.162;197.145;1
12:10:04.186;197.979;1
12:10:04.209;197.979;1
12:10:04.231;198.628;1
12:10:04.254;197.942;1
12:10:04.278;197.942;1
12:10:04.300;195.662;0
12:10:04.324;192.362;0
12:10:04.346;188.988;0
12:10:04.369;186.689;0
12:10:04.393;186.689;1
12:10:04.415;186.689;1
12:10:04.441;187.282;1
12:10:04.461;189.47;0
12:10:04.484;192.232;0
12:10:04.507;193.604;1
12:10:04.530;193.604;1
12:10:04.553;193.789;1
12:10:04.576;193.789;1
12:10:04.600;193.511;1
12:10:04.622;192.862;1
12:10:04.646;192.862;1
12:10:04.668;192.251;1
12:10:04.692;192.251;1
12:10:04.715;192.01;1
12:10:04.738;192.195;1
12:10:04.761;192.584;1
12:10:04.786;192.584;1
12:10:04.809;192.825;1
12:10:04.832;192.825;1
12:10:04.852;192.492;1
12:10:04.876;191.602;1
12:10:04.898;190.99;1
12:10:04.922;190.749;1
12:10:04.946;190.749;1
12:10:04.969;190.749;1
12:10:04.990;190.934;1
12:10:05.015;191.713;1
12:10:05.036;190.823;1
12:10:05.062;190.582;1
12:10:05.086;191.732;1
12:10:05.105;191.732;1
12:10:05.130;191.732;1
12:10:05.151;193.993;1
12:10:05.175;196.144;0
12:10:05.198;197.59;1
12:10:05.220;198.202;1
12:10:05.246;198.202;1
12:10:05.269;198.202;1
12:10:05.290;197.516;1
12:10:05.312;196.552;1
12:10:05.335;196.478;1
12:10:05.361;196.83;1
12:10:05.387;196.83;1
12:10:05.406;196.719;0
12:10:05.427;196.478;1
12:10:05.451;196.478;1
12:10:05.474;195.588;1
12:10:05.497;194.03;1
12:10:05.521;194.03;1
12:10:05.543;192.659;1
12:10:05.565;192.603;0
12:10:05.588;194.253;1
12:10:05.612;194.253;1
12:10:05.636;196.607;1
12:10:05.657;196.607;1
12:10:05.685;198.517;0
12:10:05.705;198.925;1
12:10:05.729;197.479;1
12:10:05.750;194.92;0
12:10:05.772;194.92;1
12:10:05.795;194.92;1
12:10:05.818;192.473;0
12:10:05.841;191.861;1
12:10:05.867;192.455;1
12:10:05.887;193.493;1
12:10:05.910;193.493;1
12:10:05.933;194.105;1
12:10:05.956;194.105;1
12:10:05.980;193.196;1
12:10:06.002;192.121;1
12:10:06.025;190.749;1
12:10:06.048;190.749;1
12:10:06.071;189.989;1
12:10:06.094;189.989;1
12:10:06.117;190.749;1
12:10:06.140;191.194;1
12:10:06.163;190.953;0
12:10:06.187;190.953;1
12:10:06.209;189.136;1
12:10:06.232;187.542;1
12:10:06.255;187.542;1
12:10:06.280;186.448;1
12:10:06.301;187.004;1
12:10:06.324;188.154;1
12:10:06.350;188.154;1
12:10:06.370;188.839;1
12:10:06.393;188.839;1
12:10:06.416;190.193;1
12:10:06.439;191.009;1
12:10:06.465;191.806;1
12:10:06.485;191.806;1
12:10:06.508;192.677;1
12:10:06.531;193.4;1
12:10:06.554;193.4;1
12:10:06.577;194.234;1
12:10:06.600;194.791;1
12:10:06.623;194.791;1
12:10:06.646;194.791;1
12:10:06.669;195.643;1
12:10:06.692;195.643;1
12:10:06.715;196.348;1
12:10:06.738;196.348;1
12:10:06.761;197.201;1
12:10:06.784;197.738;1
12:10:06.809;197.738;1
12:10:06.831;197.089;1
12:10:06.854;194.957;0
12:10:06.876;187.245;0
12:10:06.899;187.245;1
12:10:06.922;187.245;1
12:10:06.945;183.982;1
12:10:06.968;183.111;1
12:10:06.991;183.537;1
12:10:07.016;183.537;1
12:10:07.039;183.648;0
12:10:07.061;183.648;1
12:10:07.086;182.722;1
12:10:07.108;180.571;0
12:10:07.131;180.571;1
12:10:07.154;178.55;0
12:10:07.175;176.882;1
12:10:07.200;176.882;1
12:10:07.222;178.328;1
12:10:07.244;181.387;0
12:10:07.269;185.206;0
12:10:07.291;185.206;1
12:10:07.314;188.506;0
12:10:07.337;188.506;1
12:10:07.359;190.805;0
12:10:07.387;191.88;1
12:10:07.407;192.399;1
12:10:07.428;192.399;1
12:10:07.452;192.677;1
12:10:07.474;192.677;1
12:10:07.497;192.937;1
12:10:07.520;192.844;0
12:10:07.543;192.288;1
12:10:07.569;191.509;1
12:10:07.589;191.509;1
12:10:07.612;191.138;1
12:10:07.635;191.138;1
12:10:07.658;191.824;1
12:10:07.681;193.344;1
12:10:07.707;195.643;1
12:10:07.729;195.643;1
12:10:07.752;195.643;1
12:10:07.774;197.275;1
12:10:07.798;197.182;0
12:10:07.819;195.365;1
12:10:07.842;193.252;0
12:10:07.865;193.252;1
12:10:07.890;193.252;1
12:10:07.912;191.398;0
12:10:07.935;190.805;1
12:10:07.957;192.065;1
12:10:07.982;192.065;1
12:10:08.005;193.363;1
12:10:08.028;193.363;1
12:10:08.051;193.789;1
12:10:08.073;193.511;1
12:10:08.095;192.325;1
12:10:08.119;190.823;1
12:10:08.143;190.823;1
12:10:08.166;190.823;1
12:10:08.188;189.47;1
12:10:08.211;189.488;0
12:10:08.233;190.044;0
12:10:08.257;191.509;0
12:10:08.281;193.382;0
12:10:08.304;193.382;1
12:10:08.325;193.382;1
12:10:08.349;195.569;0
12:10:08.372;197.738;0
12:10:08.395;199.11;1
12:10:08.417;200.056;1
12:10:08.440;200.056;1
12:10:08.464;200.056;1
12:10:08.489;200.501;1
12:10:08.513;200.278;1
12:10:08.533;199.518;1
12:10:08.555;198.61;1
12:10:08.580;198.61;1
12:10:08.601;198.61;1
12:10:08.625;198.146;1
12:10:08.647;197.905;1
12:10:08.670;198.369;1
12:10:08.693;199.092;1
12:10:08.719;199.092;1
12:10:08.739;199.092;1
12:10:08.764;196.403;1
12:10:08.790;196.403;1
12:10:08.808;192.733;0
12:10:08.831;189.507;0
12:10:08.856;189.507;1
12:10:08.878;188.302;1
12:10:08.900;189.637;1
12:10:08.924;191.064;1
12:10:08.949;191.064;1
12:10:08.970;190.971;0
12:10:08.993;190.656;1
12:10:09.017;190.656;1
12:10:09.040;191.231;1
12:10:09.062;192.77;1
12:10:09.088;194.438;1
12:10:09.109;194.438;1
12:10:09.131;195.643;1
12:10:09.155;195.643;1
12:10:09.178;196.719;1
12:10:09.199;199.147;0
12:10:09.225;201.539;0
12:10:09.246;202.966;1
12:10:09.271;202.966;1
12:10:09.293;202.966;1
12:10:09.317;202.985;0
12:10:09.340;201.743;1
12:10:09.362;200.538;1
12:10:09.386;199.778;1
12:10:09.409;199.778;1
12:10:09.431;199.778;1
12:10:09.455;199.87;0
12:10:09.476;201.316;1
12:10:09.502;203.541;0
12:10:09.522;205.413;1
12:10:09.547;205.413;1
12:10:09.571;205.413;1
12:10:09.592;206.099;1
12:10:09.614;205.098;1
12:10:09.637;203.022;0
12:10:09.663;200.593;0
12:10:09.687;200.593;1
12:10:09.707;198.48;1
12:10:09.731;198.48;1
12:10:09.753;197.849;1
12:10:09.778;198.851;1
12:10:09.800;201.316;0
12:10:09.824;201.316;1
12:10:09.846;204.245;0
12:10:09.868;207.193;0
12:10:09.890;206.693;1
12:10:09.913;206.693;1
12:10:09.937;203.949;1
12:10:09.960;203.949;1
12:10:09.984;199.889;0
12:10:10.008;199.889;1
12:10:10.031;196.756;1
12:10:10.051;196.756;1
12:10:10.074;199.351;0
12:10:10.098;199.351;1
12:10:10.123;202.762;0
12:10:10.145;205.098;0
12:10:10.167;205.376;1
12:10:10.189;204.283;1
12:10:10.212;204.283;1
12:10:10.235;204.283;1
12:10:10.260;202.836;1
12:10:10.283;201.187;1
12:10:10.303;200.13;1
12:10:10.326;199.611;1
12:10:10.349;199.203;1
12:10:10.372;199.203;1
12:10:10.395;199.203;1
12:10:10.418;198.851;1
12:10:10.441;198.851;1
12:10:10.464;198.443;1
12:10:10.487;198.443;1
12:10:10.510;197.905;1
12:10:10.533;196.552;1
12:10:10.556;196.552;1
12:10:10.580;196.978;1
12:10:10.602;198.888;0
12:10:10.628;200.019;1
12:10:10.650;200.019;1
12:10:10.671;200.983;1
12:10:10.695;200.983;1
12:10:10.719;201.817;1
12:10:10.740;202.577;1
12:10:10.763;203.263;1
12:10:10.786;203.263;1
12:10:10.810;203.263;1
12:10:10.833;204.208;1
12:10:10.855;205.302;1
12:10:10.880;205.543;1
12:10:10.901;204.783;1
12:10:10.924;204.783;1
12:10:10.947;202.855;1
12:10:10.972;200.556;0
12:10:10.994;200.556;1
12:10:11.017;198.517;0
12:10:11.039;196.756;1
12:10:11.065;196.756;1
12:10:11.088;195.402;1
12:10:11.110;194.791;1
12:10:11.131;194.791;1
12:10:11.155;194.438;1
12:10:11.179;193.493;1
12:10:11.200;191.305;0
12:10:11.226;191.305;1
12:10:11.248;191.305;1
12:10:11.270;188.246;1
12:10:11.294;184.965;1
12:10:11.317;182.332;0
12:10:11.338;181.924;1
12:10:11.361;181.924;1
12:10:11.385;184.779;1
12:10:11.407;188.877;1
12:10:11.430;193.011;1
12:10:11.453;193.011;1
12:10:11.477;196.181;1
12:10:11.499;196.181;1
12:10:11.523;197.924;1
12:10:11.545;198.554;1
12:10:11.569;198.22;1
12:10:11.592;198.22;1
12:10:11.614;197.367;0
12:10:11.640;197.367;1
12:10:11.662;197.071;1
12:10:11.684;196.589;1
12:10:11.706;195.847;1
12:10:11.729;195.124;0
12:10:11.753;195.124;1
12:10:11.775;195.124;1
12:10:11.798;194.29;1
12:10:11.822;193.419;1
12:10:11.844;193.53;0
12:10:11.869;194.383;1
12:10:11.891;194.383;1
12:10:11.914;194.383;1
12:10:11.937;196.162;0
12:10:11.959;197.497;1
12:10:11.987;198.758;1
12:10:12.007;198.758;1
12:10:12.030;200.222;1
12:10:12.052;200.222;1
12:10:12.074;200.222;1
12:10:12.097;201.39;1
12:10:12.120;202.688;1
12:10:12.143;204.245;1
12:10:12.169;205.265;1
12:10:12.189;205.265;1
12:10:12.212;205.562;1
12:10:12.235;205.562;1
12:10:12.258;205.098;1
12:10:12.284;202.744;0
12:10:12.306;200.315;1
12:10:12.329;200.315;1
12:10:12.351;200.315;1
12:10:12.375;198.165;1
12:10:12.398;197.108;1
12:10:12.422;196.515;1
12:10:12.444;196.756;1
12:10:12.466;196.756;1
12:10:12.488;197.553;1
12:10:12.511;198.072;1
12:10:12.535;198.072;1
12:10:12.558;196.719;1
12:10:12.583;193.993;0
12:10:12.604;193.993;1
12:10:12.628;193.993;1
12:10:12.650;191.009;1
12:10:12.674;188.58;0
12:10:12.695;187.894;1
12:10:12.719;188.561;1
12:10:12.741;188.561;1
12:10:12.767;190.137;1
12:10:12.789;191.25;1
12:10:12.810;191.25;1
12:10:12.834;192.251;1
12:10:12.858;192.677;1
12:10:12.884;192.677;1
12:10:12.905;192.677;1
12:10:12.925;191.824;1
12:10:12.948;191.046;1
12:10:12.971;191.064;0
12:10:12.996;193.122;1
12:10:13.020;193.122;1
12:10:13.041;196.051;0
12:10:13.065;199.073;1
12:10:13.086;200.908;1
12:10:13.112;200.908;1
12:10:13.134;201.131;1
12:10:13.156;201.131;1
12:10:13.180;200.945;1
12:10:13.202;199.815;1
12:10:13.226;198.776;1
12:10:13.249;198.776;1
12:10:13.272;198.498;1
12:10:13.295;198.498;1
12:10:13.317;198.776;0
12:10:13.339;199.462;1
12:10:13.362;201.131;1
12:10:13.386;203.207;0
12:10:13.409;203.207;1
12:10:13.431;204.338;1
12:10:13.455;204.338;1
12:10:13.479;203.411;1
12:10:13.502;201.428;0
12:10:13.525;199.24;0
12:10:13.547;198.906;1
12:10:13.569;198.906;1
12:10:13.594;198.906;1
12:10:13.617;199.685;1
12:10:13.641;199.462;1
12:10:13.661;197.646;1
12:10:13.686;194.29;0
12:10:13.707;194.29;1
12:10:13.730;194.29;1
12:10:13.754;191.861;0
12:10:13.777;191.565;1
12:10:13.799;193.938;0
12:10:13.824;196.923;0
12:10:13.845;196.923;1
12:10:13.869;196.923;1
12:10:13.893;198.647;1
12:10:13.914;197.942;1
12:10:13.938;195.402;1
12:10:13.961;192.084;1
12:10:13.984;192.084;1
12:10:14.009;190.007;0
12:10:14.031;190.007;1
12:10:14.053;189.34;1
12:10:14.075;189.34;1
12:10:14.101;189.414;1
12:10:14.122;189.414;1
12:10:14.147;188.487;1
12:10:14.167;187.393;1
12:10:14.191;187.393;1
12:10:14.215;188.116;1
12:10:14.239;189.21;1
12:10:14.261;190.434;1
12:10:14.284;190.434;1
12:10:14.305;191.398;1
12:10:14.328;191.398;1
12:10:14.352;192.121;1
12:10:14.374;193.011;1
12:10:14.397;194.216;1
12:10:14.421;194.216;1
12:10:14.446;195.68;1
12:10:14.468;196.7;1
12:10:14.491;196.7;1
12:10:14.513;197.089;1
12:10:14.535;196.997;0
12:10:14.561;196.997;1
12:10:14.584;196.663;0
12:10:14.607;196.774;0
12:10:14.630;196.774;1
12:10:14.651;197.256;1
12:10:14.675;198.665;1
12:10:14.696;198.665;1
12:10:14.722;200;1
12:10:14.743;200.13;0
12:10:14.766;200.13;1
12:10:14.790;198.257;0
12:10:14.811;195.532;1
12:10:14.834;195.532;1
12:10:14.857;193.011;0
12:10:14.883;192.492;1
12:10:14.904;194.049;1
12:10:14.926;195.958;1
12:10:14.949;195.958;1
12:10:14.973;195.958;1
12:10:14.995;197.72;1
12:10:15.020;197.516;1
12:10:15.043;195.996;1
12:10:15.065;193.826;0
12:10:15.087;193.826;1
12:10:15.111;193.826;1
12:10:15.135;192.362;1
12:10:15.157;192.158;1
12:10:15.181;191.602;1
12:10:15.205;192.084;1
12:10:15.226;192.084;1
12:10:15.248;192.084;1
12:10:15.272;191.694;1
12:10:15.295;191.528;1
12:10:15.319;192.01;1
12:10:15.342;193.307;1
12:10:15.365;195.087;0
12:10:15.390;195.087;1
12:10:15.411;195.087;1
12:10:15.434;196.088;1
12:10:15.457;195.402;1
12:10:15.480;193.122;0
12:10:15.504;190.044;0
12:10:15.525;190.044;1
12:10:15.547;187.82;0
12:10:15.571;187.82;1
12:10:15.593;187.245;1
12:10:15.617;187.301;0
12:10:15.639;187.597;1
12:10:15.662;187.597;1
12:10:15.687;188.154;1
12:10:15.711;188.154;1
12:10:15.732;188.042;0
12:10:15.756;188.395;1
12:10:15.779;189.284;1
12:10:15.803;189.284;1
12:10:15.826;190.582;1
12:10:15.849;191.917;1
12:10:15.869;191.917;1
12:10:15.894;193.344;1
12:10:15.916;194.994;1
12:10:15.940;194.994;1
12:10:15.963;196.552;1
12:10:15.988;196.552;1
12:10:16.009;198.331;1
12:10:16.032;199.314;1
12:10:16.055;199.759;1
12:10:16.077;199.759;1
12:10:16.100;200.093;1
12:10:16.123;200.093;1
12:10:16.146;200.945;1
12:10:16.169;201.242;1
12:10:16.192;201.242;1
12:10:16.215;201.669;0
12:10:16.238;201.539;0
12:10:16.261;201.539;1
12:10:16.285;201.539;1
12:10:16.308;200.389;1
12:10:16.331;198.294;0
12:10:16.353;195.829;1
12:10:16.376;195.829;1
12:10:16.401;193.604;1
12:10:16.425;193.066;1
12:10:16.446;193.938;1
12:10:16.470;193.938;1
12:10:16.492;195.421;1
12:10:16.514;195.421;1
12:10:16.539;197.312;1
12:10:16.561;198.517;1
12:10:16.587;198.517;1
12:10:16.607;197.812;1
12:10:16.630;195.532;0
12:10:16.653;195.532;1
12:10:16.677;192.214;0
12:10:16.699;189.062;1
12:10:16.722;189.062;1
12:10:16.744;188.024;1
12:10:16.767;188.172;0
12:10:16.790;188.172;1
12:10:16.813;188.209;1
12:10:16.836;187.95;1
12:10:16.859;188.005;0
12:10:16.883;188.005;1
12:10:16.904;187.95;0
12:10:16.927;188.469;1
12:10:16.950;189.21;1
12:10:16.973;190.007;1
12:10:16.996;190.007;1
12:10:17.019;190.378;1
12:10:17.042;190.712;1
12:10:17.065;190.712;1
12:10:17.089;190.712;1
12:10:17.111;192.64;0
12:10:17.134;192.64;1
12:10:17.157;194.179;1
12:10:17.182;194.179;1
12:10:17.205;194.902;1
12:10:17.228;194.902;1
12:10:17.249;194.976;1
12:10:17.273;194.438;1
12:10:17.296;193.678;1
12:10:17.318;193.085;1
12:10:17.342;193.085;1
12:10:17.364;193.085;1
12:10:17.387;193.585;1
12:10:17.413;195.439;0
12:10:17.435;198.146;1
12:10:17.456;200.185;0
12:10:17.481;200.185;1
12:10:17.503;200.185;1
12:10:17.525;200.111;1
12:10:17.548;195.792;0
12:10:17.571;195.792;1
12:10:17.594;194.197;1
12:10:17.617;194.197;1
12:10:17.642;195.254;1
12:10:17.664;198.202;0
12:10:17.686;201.965;0
12:10:17.709;204.82;1
12:10:17.732;204.82;1
12:10:17.755;204.82;1
12:10:17.780;205.803;1
12:10:17.801;205.006;1
12:10:17.824;202.874;0
12:10:17.847;200.742;0
12:10:17.870;200.742;1
12:10:17.894;200.742;1
12:10:17.917;199.889;1
12:10:17.940;199.944;0
12:10:17.963;200.371;1
12:10:17.988;200.853;1
12:10:18.008;200.853;1
12:10:18.031;200.853;1
12:10:18.056;200.63;1
12:10:18.079;199.499;1
12:10:18.103;197.126;0
12:10:18.123;194.16;0
12:10:18.148;192.047;0
12:10:18.169;192.047;1
12:10:18.194;192.047;1
12:10:18.216;192.01;1
12:10:18.238;194.253;0
12:10:18.264;196.589;0
12:10:18.284;198.572;1
12:10:18.307;198.572;1
12:10:18.331;198.572;1
12:10:18.354;200.148;1
12:10:18.378;200.148;1
12:10:18.401;198.424;1
12:10:18.423;196.57;1
12:10:18.445;196.57;1
12:10:18.471;196.57;1
12:10:18.492;196.125;1
12:10:18.514;196.774;1
12:10:18.540;198.461;1
12:10:18.561;200.241;1
12:10:18.585;200.241;1
12:10:18.608;201.261;1
12:10:18.629;201.261;1
12:10:18.652;201.594;1
12:10:18.675;201.094;1
12:10:18.698;200.649;1
12:10:18.722;200.649;1
12:10:18.745;200.278;1
12:10:18.767;199.703;1
12:10:18.791;199.703;1
12:10:18.815;199.926;1
12:10:18.836;200.779;1
12:10:18.862;200.779;1
12:10:18.884;201.353;1
12:10:18.908;202.225;1
12:10:18.928;203.782;1
12:10:18.953;203.782;1
12:10:18.974;204.06;1
12:10:18.998;204.06;1
12:10:19.022;204.357;1
12:10:19.043;204.616;1
12:10:19.069;205.413;1
12:10:19.089;206.915;1
12:10:19.112;206.915;1
12:10:19.138;208.454;1
12:10:19.158;208.454;1
12:10:19.184;209.121;1
12:10:19.204;208.788;1
12:10:19.227;208.788;1
12:10:19.250;207.824;1
12:10:19.275;206.804;1
12:10:19.296;206.804;1
12:10:19.322;205.729;1
12:10:19.342;204.301;1
12:10:19.368;203.207;1
12:10:19.388;203.207;1
12:10:19.412;200.816;0
12:10:19.435;200.816;1
12:10:19.459;197.775;1
12:10:19.483;194.457;1
12:10:19.506;194.457;1
12:10:19.528;192.028;0
12:10:19.550;190.768;1
12:10:19.574;190.768;1
12:10:19.595;192.473;1
12:10:19.619;195.235;0
12:10:19.641;195.235;1
12:10:19.664;195.569;1
12:10:19.689;194.308;1
12:10:19.710;194.308;1
12:10:19.733;192.121;1
12:10:19.756;190.119;1
12:10:19.781;190.119;1
12:10:19.803;189.766;1
12:10:19.825;191.324;1
12:10:19.850;191.324;1
12:10:19.871;193.734;0
12:10:19.894;195.921;0
12:10:19.917;197.145;1
12:10:19.940;197.145;1
12:10:19.963;196.96;1
12:10:19.986;195.384;1
12:10:20.010;195.384;1
12:10:20.034;193.215;0
12:10:20.056;191.416;1
12:10:20.084;190.73;1
12:10:20.104;190.86;0
12:10:20.124;190.86;1
12:10:20.149;190.86;1
12:10:20.171;191.064;1
12:10:20.193;192.084;0
12:10:20.216;191.824;1
12:10:20.242;191.824;1
12:10:20.262;190.452;1
12:10:20.288;190.452;1
12:10:20.310;188.191;0
12:10:20.331;186.429;1
12:10:20.355;186.633;1
12:10:20.379;188.858;0
12:10:20.400;188.858;1
12:10:20.423;188.858;1
12:10:20.447;191.898;0
12:10:20.469;194.327;0
12:10:20.492;194.327;1
12:10:20.515;194.105;1
12:10:20.540;194.105;1
12:10:20.562;194.105;1
12:10:20.587;195.032;1
12:10:20.607;196.515;1
12:10:20.630;198.331;1
12:10:20.653;199.833;1
12:10:20.676;199.833;1
12:10:20.699;199.833;1
12:10:20.722;197.905;1
12:10:20.745;195.866;1
12:10:20.768;194.587;1
12:10:20.791;194.587;1
12:10:20.815;194.587;1
12:10:20.839;195.013;1
12:10:20.860;196.848;1
12:10:20.886;199.296;0
12:10:20.907;201.187;0
12:10:20.930;201.187;1
12:10:20.954;201.187;1
12:10:20.977;202.002;1
12:10:20.999;200.871;1
12:10:21.022;198.128;0
12:10:21.044;195.254;0
12:10:21.068;193.697;1
12:10:21.091;193.697;1
12:10:21.113;193.697;1
12:10:21.136;195.402;1
12:10:21.159;199.537;0
12:10:21.182;203.281;0
12:10:21.206;204.227;1
12:10:21.228;204.227;1
12:10:21.251;204.227;1
12:10:21.274;202.466;1
12:10:21.300;198.647;0
12:10:21.320;194.531;0
12:10:21.345;192.659;1
12:10:21.369;192.659;1
12:10:21.390;193.289;1
12:10:21.413;193.289;1
12:10:21.435;194.475;1
12:10:21.459;195.717;1
12:10:21.483;196.422;1
12:10:21.507;196.422;1
12:10:21.528;196.422;1
12:10:21.550;197.238;1
12:10:21.573;198.35;1
12:10:21.597;199.425;1
12:10:21.621;200.426;1
12:10:21.643;200.426;1
12:10:21.665;200.593;1
12:10:21.688;200.593;1
12:10:21.712;200.222;1
12:10:21.735;199.778;1
12:10:21.757;198.813;1
12:10:21.784;198.813;1
12:10:21.803;198.813;1
12:10:21.829;197.553;1
12:10:21.850;196.459;1
12:10:21.873;196.144;0
12:10:21.896;196.57;1
12:10:21.920;196.57;1
12:10:21.942;197.831;1
12:10:21.964;197.831;1
12:10:21.988;198.517;1
12:10:22.012;198.943;1
12:10:22.034;199.944;1
12:10:22.057;200.853;1
12:10:22.083;200.853;1
12:10:22.105;200.853;1
12:10:22.126;201.724;1
12:10:22.150;201.817;0
12:10:22.172;201.261;1
12:10:22.194;200.89;1
12:10:22.217;200.89;1
12:10:22.240;200.89;1
12:10:22.263;200.352;1
12:10:22.287;199.778;1
12:10:22.309;199.129;1
12:10:22.332;199.073;1
12:10:22.355;199.073;1
12:10:22.381;199.073;1
12:10:22.404;198.999;1
12:10:22.425;199.407;1
12:10:22.447;200.686;1
12:10:22.471;202.28;1
12:10:22.495;202.28;1
12:10:22.517;203.597;1
12:10:22.540;203.875;1
12:10:22.563;202.874;1
12:10:22.587;201.687;1
12:10:22.609;201.687;1
12:10:22.632;200.538;1
12:10:22.655;200.538;1
12:10:22.678;199.017;1
12:10:22.701;197.367;1
12:10:22.724;196.014;1
12:10:22.749;196.014;1
12:10:22.770;194.587;1
12:10:22.795;194.587;1
12:10:22.816;192.473;0
