TimeStamp;Давление воздуха за компрессором (Расчетная);0 - Bad, 1 - Good
12:10:02.598;251.036;1
12:10:02.621;250.841;1
12:10:02.644;251.233;1
12:10:02.670;250.77;1
12:10:02.690;251.306;1
12:10:02.713;250.918;1
12:10:02.737;250.918;1
12:10:02.763;250.961;1
12:10:02.785;251.385;1
12:10:02.807;250.344;1
12:10:02.831;251.264;1
12:10:02.854;250.808;1
12:10:02.875;250.808;1
12:10:02.899;251.076;1
12:10:02.923;250.841;1
12:10:02.945;251.65;1
12:10:02.967;250.846;1
12:10:02.990;251.153;1
12:10:03.014;250.956;1
12:10:03.037;250.956;1
12:10:03.060;250.996;1
12:10:03.083;251.729;1
12:10:03.108;250.692;1
12:10:03.128;251.65;1
12:10:03.152;251.187;1
12:10:03.174;251.155;1
12:10:03.197;251.155;1
12:10:03.220;250.654;1
12:10:03.243;251.687;1
12:10:03.266;251.419;1
12:10:03.291;251.385;1
12:10:03.312;251.419;1
12:10:03.335;251.111;1
12:10:03.358;251.612;1
12:10:03.383;251.612;1
12:10:03.405;251.612;1
12:10:03.430;251.191;1
12:10:03.452;251.271;1
12:10:03.473;251.455;1
12:10:03.497;251.268;1
12:10:03.519;251.075;1
12:10:03.542;250.692;1
12:10:03.565;251.495;1
12:10:03.588;251.495;1
12:10:03.611;250.922;1
12:10:03.634;251.115;1
12:10:03.657;251.035;1
12:10:03.683;251.035;1
12:10:03.704;251.035;1
12:10:03.728;250.882;1
12:10:03.749;250.772;1
12:10:03.772;251.532;1
12:10:03.795;251.918;1
12:10:03.818;250.96;1
12:10:03.842;251.382;1
12:10:03.863;251.688;1
12:10:03.887;251.688;1
12:10:03.912;250.842;1
12:10:03.934;251.96;1
12:10:03.955;251.806;1
12:10:03.981;252.11;1
12:10:04.004;251.532;1
12:10:04.025;251.537;0
12:10:04.050;251.036;1
12:10:04.071;251.036;1
12:10:04.095;251.305;1
12:10:04.117;251.228;1
12:10:04.140;251.575;1
12:10:04.162;251.844;1
12:10:04.186;251.382;1
12:10:04.209;251.612;1
12:10:04.231;251.612;1
12:10:04.254;251.191;1
12:10:04.278;251.806;1
12:10:04.300;251.151;1
12:10:04.324;251.42;1
12:10:04.346;251.267;1
12:10:04.369;251.31;1
12:10:04.393;251.34;1
12:10:04.415;251.34;1
12:10:04.441;251.497;1
12:10:04.461;251.767;1
12:10:04.484;251.462;1
12:10:04.507;252.496;1
12:10:04.530;251.379;1
12:10:04.553;251.692;1
12:10:04.576;251.268;1
12:10:04.600;251.268;1
12:10:04.622;251.726;1
12:10:04.646;251.726;1
12:10:04.668;251.534;1
12:10:04.692;251.961;1
12:10:04.715;251.612;1
12:10:04.738;251.803;1
12:10:04.761;252.496;1
12:10:04.786;251.386;1
12:10:04.809;251.386;1
12:10:04.832;252.419;1
12:10:04.852;252.108;1
12:10:04.876;251.192;1
12:10:04.898;251;1
12:10:04.922;251.766;1
12:10:04.946;251.381;1
12:10:04.969;251.69;1
12:10:04.990;251.69;1
12:10:05.015;251.421;1
12:10:05.036;250.959;1
12:10:05.062;251.993;1
12:10:05.086;251.038;1
12:10:05.105;252.189;1
12:10:05.130;252.189;1
12:10:05.151;251.536;1
12:10:05.175;250.957;1
12:10:05.198;250.996;1
12:10:05.220;251.961;1
12:10:05.246;251.651;1
12:10:05.269;251.497;1
12:10:05.290;251.497;1
12:10:05.312;252.267;1
12:10:05.335;250.845;1
12:10:05.361;251.879;1
12:10:05.387;251.958;1
12:10:05.406;250.768;1
12:10:05.427;251.269;1
12:10:05.451;251.915;1
12:10:05.474;251.915;1
12:10:05.497;251.532;1
12:10:05.521;252.076;1
12:10:05.543;251.881;1
12:10:05.565;252.033;1
12:10:05.588;252.919;1
12:10:05.612;251.731;1
12:10:05.636;251.731;1
12:10:05.657;252.113;1
12:10:05.685;252.187;1
12:10:05.705;251.078;0
12:10:05.729;251.579;1
12:10:05.750;252.345;1
12:10:05.772;251.801;1
12:10:05.795;251.801;1
12:10:05.818;251.384;1
12:10:05.841;252.034;1
12:10:05.867;251.957;1
12:10:05.887;251.804;1
12:10:05.910;251.459;1
12:10:05.933;251.728;1
12:10:05.956;251.613;1
12:10:05.980;251.613;1
12:10:06.002;251.189;1
12:10:06.025;251.572;1
12:10:06.048;251.46;1
12:10:06.071;252.379;1
12:10:06.094;251.572;1
12:10:06.117;251.572;1
12:10:06.140;252.111;1
12:10:06.163;251.997;1
12:10:06.187;251.997;1
12:10:06.209;251.61;1
12:10:06.232;252.422;1
12:10:06.255;251.844;1
12:10:06.280;251.844;1
12:10:06.301;251.88;1
12:10:06.324;252.186;1
12:10:06.350;251.924;1
12:10:06.370;252.344;1
12:10:06.393;252.149;1
12:10:06.416;252.149;1
12:10:06.439;252.958;1
12:10:06.465;252.269;1
12:10:06.485;252.073;1
12:10:06.508;252.035;1
12:10:06.531;251.843;1
12:10:06.554;252.421;1
12:10:06.577;252.421;1
12:10:06.600;252.23;1
12:10:06.623;251.535;1
12:10:06.646;251.535;1
12:10:06.669;251.77;1
12:10:06.692;251.77;1
12:10:06.715;251.881;1
12:10:06.738;251.881;1
12:10:06.761;251.881;1
12:10:06.784;251.804;1
12:10:06.809;251.921;1
12:10:06.831;252.341;1
12:10:06.854;251.955;1
12:10:06.876;252.113;1
12:10:06.899;252.113;1
12:10:06.922;251.998;1
12:10:06.945;251.687;1
12:10:06.968;252.535;1
12:10:06.991;251.728;1
12:10:07.016;252.188;1
12:10:07.039;252.188;1
12:10:07.061;252.148;1
12:10:07.086;251.768;1
12:10:07.108;252.115;1
12:10:07.131;251.457;1
12:10:07.154;251.457;1
12:10:07.175;251.687;1
12:10:07.200;251.961;1
12:10:07.222;252.458;1
12:10:07.244;251.88;1
12:10:07.269;252.611;1
12:10:07.291;252.113;1
12:10:07.314;252.113;1
12:10:07.337;251.921;1
12:10:07.359;252.07;1
12:10:07.387;252.61;1
12:10:07.407;251.806;1
12:10:07.428;252.304;1
12:10:07.452;252.304;1
12:10:07.474;251.65;1
12:10:07.497;251.65;1
12:10:07.520;252.037;1
12:10:07.543;251.305;1
12:10:07.569;251.917;1
12:10:07.589;251.956;1
12:10:07.612;252.192;1
12:10:07.635;252.494;1
12:10:07.658;252.494;1
12:10:07.681;252.186;1
12:10:07.707;252.032;1
12:10:07.729;251.806;1
12:10:07.752;252.381;1
12:10:07.774;252.381;1
12:10:07.798;252.224;1
12:10:07.819;253.496;1
12:10:07.842;252.232;1
12:10:07.865;252.072;1
12:10:07.890;252.072;1
12:10:07.912;251.805;1
12:10:07.935;252.227;1
12:10:07.957;252.651;1
12:10:07.982;252;1
12:10:08.005;252;1
12:10:08.028;251.608;1
12:10:08.051;251.884;1
12:10:08.073;252.073;1
12:10:08.095;252.112;1
12:10:08.119;252.342;1
12:10:08.143;251.728;1
12:10:08.166;251.728;1
12:10:08.188;251.96;1
12:10:08.211;251.804;1
12:10:08.233;251.688;1
12:10:08.257;251.918;1
12:10:08.281;252.151;1
12:10:08.304;251.42;1
12:10:08.325;251.42;1
12:10:08.349;251.958;1
12:10:08.372;252.574;1
12:10:08.395;251.617;1
12:10:08.417;252.186;1
12:10:08.440;251.882;1
12:10:08.464;251.882;1
12:10:08.489;252.153;1
12:10:08.513;252.076;1
12:10:08.533;252.956;1
12:10:08.555;252.262;1
12:10:08.580;252.193;1
12:10:08.601;252.379;1
12:10:08.625;252.379;1
12:10:08.647;252.572;1
12:10:08.670;253.11;1
12:10:08.693;252.037;1
12:10:08.719;252.035;0
12:10:08.739;252.266;1
12:10:08.764;252.266;1
12:10:08.790;251.615;1
12:10:08.808;251.615;1
12:10:08.831;252.764;1
12:10:08.856;251.803;1
12:10:08.878;252.036;1
12:10:08.900;251.961;1
12:10:08.924;251.344;1
12:10:08.949;252.455;1
12:10:08.970;252.455;1
12:10:08.993;252.381;1
12:10:09.017;252.073;1
12:10:09.040;252.88;1
12:10:09.062;252.109;1
12:10:09.088;251.726;1
12:10:09.109;252.383;1
12:10:09.131;252.383;1
12:10:09.155;252.264;1
12:10:09.178;251.958;1
12:10:09.199;252.305;1
12:10:09.225;252.151;1
12:10:09.246;252.725;1
12:10:09.271;252.84;1
12:10:09.293;252.84;1
12:10:09.317;252.268;1
12:10:09.340;251.883;1
12:10:09.362;251.88;0
12:10:09.386;252.225;1
12:10:09.409;251.73;1
12:10:09.431;252.573;1
12:10:09.455;252.573;1
12:10:09.476;252.226;1
12:10:09.502;252.341;1
12:10:09.522;251.69;1
12:10:09.547;251.881;1
12:10:09.571;252.495;1
12:10:09.592;252.495;1
12:10:09.614;252.304;1
12:10:09.637;252.651;1
12:10:09.663;252.153;1
12:10:09.687;252.108;1
12:10:09.707;252.034;1
12:10:09.731;252.421;1
12:10:09.753;252.421;1
12:10:09.778;251.805;1
12:10:09.800;252.341;1
12:10:09.824;252.264;1
12:10:09.846;252.383;1
12:10:09.868;252.685;1
12:10:09.890;252.917;1
12:10:09.913;252.227;1
12:10:09.937;252.227;1
12:10:09.960;252.113;1
12:10:09.984;252.803;1
12:10:10.008;251.572;1
12:10:10.031;251.572;1
12:10:10.051;252.575;1
12:10:10.074;252.575;1
12:10:10.098;252.958;1
12:10:10.123;252.187;1
12:10:10.145;252.344;1
12:10:10.167;252.036;1
12:10:10.189;252.534;1
12:10:10.212;252.611;1
12:10:10.235;252.075;1
12:10:10.260;252.075;1
12:10:10.283;252.421;1
12:10:10.303;251.227;1
12:10:10.326;252.031;1
12:10:10.349;252.227;1
12:10:10.372;252.076;1
12:10:10.395;252.076;1
12:10:10.418;252.302;1
12:10:10.441;252.302;1
12:10:10.464;252.191;1
12:10:10.487;252.191;1
12:10:10.510;252.611;1
12:10:10.533;252.226;1
12:10:10.556;253.035;1
12:10:10.580;253.035;1
12:10:10.602;252.035;1
12:10:10.628;251.958;1
12:10:10.650;252.377;1
12:10:10.671;252.69;1
12:10:10.695;252.958;1
12:10:10.719;252.958;1
12:10:10.740;252.149;1
12:10:10.763;252.455;1
12:10:10.786;252.455;1
12:10:10.810;252.307;1
12:10:10.833;252.727;1
12:10:10.855;252.65;1
12:10:10.880;252.65;1
12:10:10.901;252.459;1
12:10:10.924;252.421;1
12:10:10.947;252.57;1
12:10:10.972;252.421;1
12:10:10.994;252.421;1
12:10:11.017;252.421;1
12:10:11.039;252.421;1
12:10:11.065;252.839;1
12:10:11.088;252.497;1
12:10:11.110;252.499;1
12:10:11.131;251.844;1
12:10:11.155;251.844;1
12:10:11.179;252.342;1
12:10:11.200;251.919;1
12:10:11.226;252.496;1
12:10:11.248;252.534;1
12:10:11.270;252.534;1
12:10:11.294;251.994;1
12:10:11.317;251.994;1
12:10:11.338;252.307;1
12:10:11.361;253.339;1
12:10:11.385;252.189;1
12:10:11.407;252.497;1
12:10:11.430;251.999;1
12:10:11.453;252.918;1
12:10:11.477;252.918;1
12:10:11.499;252.343;1
12:10:11.523;252.074;1
12:10:11.545;252.459;1
12:10:11.569;252.15;1
12:10:11.592;252.61;1
12:10:11.614;252.61;1
12:10:11.640;252.035;1
12:10:11.662;252.421;1
12:10:11.684;252.994;1
12:10:11.706;252.686;1
12:10:11.729;251.92;1
12:10:11.753;252.537;1
12:10:11.775;252.537;1
12:10:11.798;252.418;1
12:10:11.822;251.922;1
12:10:11.844;252.462;1
12:10:11.869;252.998;1
12:10:11.891;252.532;1
12:10:11.914;252.532;1
12:10:11.937;252.188;1
12:10:11.959;252.422;1
12:10:11.987;251.536;1
12:10:12.007;253.068;1
12:10:12.030;253.068;1
12:10:12.052;252.189;1
12:10:12.074;252.189;1
12:10:12.097;252.764;1
12:10:12.120;252.648;1
12:10:12.143;252.227;1
12:10:12.169;252.46;1
12:10:12.189;252.996;1
12:10:12.212;252.917;1
12:10:12.235;253.11;1
12:10:12.258;253.11;1
12:10:12.284;252.497;1
12:10:12.306;253.11;1
12:10:12.329;252.648;1
12:10:12.351;252.422;1
12:10:12.375;252.422;1
12:10:12.398;252.345;1
12:10:12.422;251.919;1
12:10:12.444;252.532;1
12:10:12.466;253.152;1
12:10:12.488;252.651;1
12:10:12.511;253.262;1
12:10:12.535;253.224;1
12:10:12.558;253.224;1
12:10:12.583;252.266;1
12:10:12.604;252.614;1
12:10:12.628;252.611;0
12:10:12.650;252.611;1
12:10:12.674;252.534;1
12:10:12.695;253.19;1
12:10:12.719;252.807;1
12:10:12.741;252.917;1
12:10:12.767;253.262;1
12:10:12.789;252.614;1
12:10:12.810;252.074;1
12:10:12.834;252.074;1
12:10:12.858;252.917;1
12:10:12.884;252.916;0
12:10:12.905;252.807;1
12:10:12.925;252.807;1
12:10:12.948;252.996;1
12:10:12.971;251.994;1
12:10:12.996;252.492;1
12:10:13.020;252.347;1
12:10:13.041;252.956;1
12:10:13.065;252.802;1
12:10:13.086;253.072;1
12:10:13.112;252.535;1
12:10:13.134;252.535;1
12:10:13.156;252.806;1
12:10:13.180;252.917;1
12:10:13.202;252.307;1
12:10:13.226;251.922;1
12:10:13.249;253.109;1
12:10:13.272;253.109;1
12:10:13.295;252.88;1
12:10:13.317;252.42;1
12:10:13.339;252.998;1
12:10:13.362;251.919;1
12:10:13.386;252.532;1
12:10:13.409;252.727;1
12:10:13.431;252.727;1
12:10:13.455;252.882;1
12:10:13.479;252.993;1
12:10:13.502;253.148;1
12:10:13.525;252.841;1
12:10:13.547;252.921;1
12:10:13.569;253.299;1
12:10:13.594;253.299;1
12:10:13.617;253.11;1
12:10:13.641;253.649;1
12:10:13.661;252.654;1
12:10:13.686;253.458;1
12:10:13.707;252.571;1
12:10:13.730;252.924;1
12:10:13.754;252.924;1
12:10:13.777;253.263;1
12:10:13.799;252.646;1
12:10:13.824;252.493;1
12:10:13.845;252.997;1
12:10:13.869;252.997;1
12:10:13.893;253.113;1
12:10:13.914;253.032;1
12:10:13.938;253.726;1
12:10:13.961;252.615;0
12:10:13.984;252.69;1
12:10:14.009;252.763;1
12:10:14.031;252.343;1
12:10:14.053;252.343;1
12:10:14.075;253.499;1
12:10:14.101;253.499;1
12:10:14.122;252.686;1
12:10:14.147;253.072;1
12:10:14.167;252.923;1
12:10:14.191;251.574;1
12:10:14.215;251.574;1
12:10:14.239;253.106;1
12:10:14.261;253.533;1
12:10:14.284;252.883;1
12:10:14.305;253.722;1
12:10:14.328;253.761;1
12:10:14.352;253.761;1
12:10:14.374;253.611;1
12:10:14.397;253.19;1
12:10:14.421;253.11;1
12:10:14.446;252.647;1
12:10:14.468;253.958;1
12:10:14.491;252.766;1
12:10:14.513;252.766;1
12:10:14.535;253.532;1
12:10:14.561;253.379;1
12:10:14.584;253.076;1
12:10:14.607;252.691;1
12:10:14.630;252.764;1
12:10:14.651;252.764;1
12:10:14.675;253.147;1
12:10:14.696;252.959;1
12:10:14.722;253.152;1
12:10:14.743;252.42;1
12:10:14.766;254.187;1
12:10:14.790;254.187;1
12:10:14.811;253.421;1
12:10:14.834;253.228;1
12:10:14.857;253.379;1
12:10:14.883;252.956;1
12:10:14.904;253.727;1
12:10:14.926;253.344;1
12:10:14.949;253.493;1
12:10:14.973;253.493;1
12:10:14.995;252.801;1
12:10:15.020;253.574;1
12:10:15.043;253.111;1
12:10:15.065;253.686;1
12:10:15.087;253.071;1
12:10:15.111;253.227;1
12:10:15.135;253.227;1
12:10:15.157;253.876;1
12:10:15.181;254.223;1
12:10:15.205;253.38;1
12:10:15.226;254.035;1
12:10:15.248;254.035;1
12:10:15.272;253.574;1
12:10:15.295;253.606;1
12:10:15.319;254.569;1
12:10:15.342;253.076;1
12:10:15.365;253.227;1
12:10:15.390;253.57;1
12:10:15.411;253.57;1
12:10:15.434;253.113;1
12:10:15.457;252.805;1
12:10:15.480;253.418;1
12:10:15.504;253.61;1
12:10:15.525;253.148;1
12:10:15.547;253.69;1
12:10:15.571;252.727;1
12:10:15.593;252.727;1
12:10:15.617;253.455;1
12:10:15.639;253.342;1
12:10:15.662;253.572;1
12:10:15.687;253.917;1
12:10:15.711;253.801;1
12:10:15.732;253.801;1
12:10:15.756;253.842;1
12:10:15.779;253.344;1
12:10:15.803;253.954;1
12:10:15.826;252.918;1
12:10:15.849;253.881;1
12:10:15.869;253.073;1
12:10:15.894;253.073;1
12:10:15.916;253.647;1
12:10:15.940;252.993;1
12:10:15.963;253.652;1
12:10:15.988;253.611;1
12:10:16.009;253.611;1
12:10:16.032;253.149;1
12:10:16.055;253.302;1
12:10:16.077;253.267;1
12:10:16.100;254.109;1
12:10:16.123;253.417;1
12:10:16.146;253.687;1
12:10:16.169;253.151;1
12:10:16.192;253.151;1
12:10:16.215;253.61;1
12:10:16.238;253.456;1
12:10:16.261;253.765;1
12:10:16.285;253.765;1
12:10:16.308;253.765;1
12:10:16.331;253.19;1
12:10:16.353;254.032;1
12:10:16.376;253.073;1
12:10:16.401;253.727;1
12:10:16.425;253.265;1
12:10:16.446;253.876;1
12:10:16.470;253.109;1
12:10:16.492;253.109;1
12:10:16.514;253.688;1
12:10:16.539;254.071;1
12:10:16.561;253.877;1
12:10:16.587;254.648;1
12:10:16.607;254.648;1
12:10:16.630;253.958;1
12:10:16.653;253.88;1
12:10:16.677;253.799;1
12:10:16.699;253.691;1
12:10:16.722;253.267;1
12:10:16.744;253.267;1
12:10:16.767;253.761;1
12:10:16.790;253.761;1
12:10:16.813;254.074;1
12:10:16.836;253.88;1
12:10:16.859;253.725;1
12:10:16.883;253.725;1
12:10:16.904;253.725;1
12:10:16.927;253.881;1
12:10:16.950;253.724;1
12:10:16.973;253.916;1
12:10:16.996;253.572;1
12:10:17.019;253.572;1
12:10:17.042;254.419;1
12:10:17.065;254.031;1
12:10:17.089;254.031;1
12:10:17.111;253.842;1
12:10:17.134;253.842;1
12:10:17.157;253.992;1
12:10:17.182;253.992;1
12:10:17.205;253.992;1
12:10:17.228;253.802;1
12:10:17.249;253.383;1
12:10:17.273;253.036;1
12:10:17.296;254.645;1
12:10:17.318;254.186;1
12:10:17.342;253.728;1
12:10:17.364;253.728;1
12:10:17.387;254.647;1
12:10:17.413;254.377;1
12:10:17.435;254.725;1
12:10:17.456;254.036;1
12:10:17.481;254.686;1
12:10:17.503;254.109;1
12:10:17.525;254.109;1
12:10:17.548;254.303;1
12:10:17.571;254.303;1
12:10:17.594;254.303;1
12:10:17.617;253.496;1
12:10:17.642;253.496;1
12:10:17.664;254.071;1
12:10:17.686;253.879;1
12:10:17.709;254.721;1
12:10:17.732;253.996;1
12:10:17.755;254.266;1
12:10:17.780;254.266;1
12:10:17.801;253.683;1
12:10:17.824;254.454;1
12:10:17.847;253.726;1
12:10:17.870;253.881;1
12:10:17.894;254.261;1
12:10:17.917;254.261;1
12:10:17.940;253.57;1
12:10:17.963;254.418;1
12:10:17.988;253.997;1
12:10:18.008;254.224;1
12:10:18.031;254.069;1
12:10:18.056;254.069;1
12:10:18.079;253.961;1
12:10:18.103;253.113;1
12:10:18.123;254.454;1
12:10:18.148;254.108;1
12:10:18.169;254.226;1
12:10:18.194;254.226;1
12:10:18.216;254.649;1
12:10:18.238;253.647;1
12:10:18.264;254.764;0
12:10:18.284;254.342;1
12:10:18.307;254.111;1
12:10:18.331;254.376;1
12:10:18.354;254.376;1
12:10:18.378;255.301;1
12:10:18.401;254.266;1
12:10:18.423;253.959;1
12:10:18.445;254.571;1
12:10:18.471;254.073;1
12:10:18.492;254.073;1
12:10:18.514;254.343;1
12:10:18.540;253.188;1
12:10:18.561;253.648;1
12:10:18.585;254.189;1
12:10:18.608;253.881;1
12:10:18.629;253.496;1
12:10:18.652;253.496;1
12:10:18.675;254.838;1
12:10:18.698;254.11;1
12:10:18.722;254.266;1
12:10:18.745;254.57;1
12:10:18.767;253.53;1
12:10:18.791;254.995;1
12:10:18.815;254.995;1
12:10:18.836;254.65;1
12:10:18.862;254.533;1
12:10:18.884;254.455;1
12:10:18.908;254.265;1
12:10:18.928;254.111;1
12:10:18.953;254.532;1
12:10:18.974;254.532;1
12:10:18.998;254.762;1
12:10:19.022;254.189;1
12:10:19.043;254.994;1
12:10:19.069;254.454;1
12:10:19.089;254.148;1
12:10:19.112;253.994;1
12:10:19.138;253.994;1
12:10:19.158;254.38;1
12:10:19.184;254.262;1
12:10:19.204;254.532;1
12:10:19.227;254.11;1
12:10:19.250;254.11;1
12:10:19.275;254.228;1
12:10:19.296;254.492;1
12:10:19.322;253.84;1
12:10:19.342;254.726;1
12:10:19.368;253.419;1
12:10:19.388;254.645;1
12:10:19.412;254.645;1
12:10:19.435;253.879;1
12:10:19.459;254.304;1
12:10:19.483;254.453;1
12:10:19.506;254.685;1
12:10:19.528;254.685;1
12:10:19.550;254.455;1
12:10:19.574;254.15;1
12:10:19.595;254.57;1
12:10:19.619;253.531;1
12:10:19.641;254.726;1
12:10:19.664;254.726;1
12:10:19.689;254.343;1
12:10:19.710;254.494;1
12:10:19.733;254.415;1
12:10:19.756;254.766;1
12:10:19.781;254.38;1
12:10:19.803;254.38;1
12:10:19.825;254.342;1
12:10:19.850;254.684;1
12:10:19.871;254.497;1
12:10:19.894;254.571;1
12:10:19.917;253.955;1
12:10:19.940;254.338;1
12:10:19.963;254.338;1
12:10:19.986;254.342;1
12:10:20.010;254.42;1
12:10:20.034;254.531;1
12:10:20.056;254.493;1
12:10:20.084;254.186;1
12:10:20.104;254.42;1
12:10:20.124;254.493;1
12:10:20.149;254.493;1
12:10:20.171;253.608;1
12:10:20.193;254.918;1
12:10:20.216;254.42;1
12:10:20.242;254.415;1
12:10:20.262;254.415;1
12:10:20.288;254.529;1
12:10:20.310;253.958;1
12:10:20.331;253.419;1
12:10:20.355;254.262;1
12:10:20.379;254.534;1
12:10:20.400;254.495;1
12:10:20.423;254.762;1
12:10:20.447;254.762;1
12:10:20.469;255.417;1
12:10:20.492;255.417;1
12:10:20.515;254.804;1
12:10:20.540;254.264;1
12:10:20.562;254.264;1
12:10:20.587;254.146;1
12:10:20.607;254.225;1
12:10:20.630;254.726;1
12:10:20.653;254.343;1
12:10:20.676;254.337;0
12:10:20.699;254.381;1
12:10:20.722;254.611;1
12:10:20.745;253.648;1
12:10:20.768;253.993;1
12:10:20.791;254.111;1
12:10:20.815;254.418;1
12:10:20.839;254.418;1
12:10:20.860;254.916;1
12:10:20.886;254.53;1
12:10:20.907;253.994;1
12:10:20.930;254.074;1
12:10:20.954;254.074;1
12:10:20.977;254.762;1
12:10:20.999;253.799;1
12:10:21.022;254.878;1
12:10:21.044;254.151;1
12:10:21.068;254.377;1
12:10:21.091;254.531;1
12:10:21.113;254.531;1
12:10:21.136;254.535;1
12:10:21.159;253.803;1
12:10:21.182;254.186;1
12:10:21.206;254.455;1
12:10:21.228;254.265;1
12:10:21.251;254.265;1
12:10:21.274;254.572;1
12:10:21.300;253.878;1
12:10:21.320;255.07;1
12:10:21.345;254.457;1
12:10:21.369;254.765;1
12:10:21.390;254.26;1
12:10:21.413;255.031;1
12:10:21.435;255.031;1
12:10:21.459;254.266;1
12:10:21.483;254.764;1
12:10:21.507;254.84;1
12:10:21.528;254.495;1
12:10:21.550;254.495;1
12:10:21.573;254.649;1
12:10:21.597;253.842;1
12:10:21.621;254.876;1
12:10:21.643;254.303;1
12:10:21.665;254.879;1
12:10:21.688;255.185;1
12:10:21.712;255.185;1
12:10:21.735;254.337;1
12:10:21.757;253.801;1
12:10:21.784;254.535;1
12:10:21.803;254.339;1
12:10:21.829;254.339;1
12:10:21.850;254.221;1
12:10:21.873;255.917;1
12:10:21.896;254.729;1
12:10:21.920;254.378;1
12:10:21.942;254.378;1
12:10:21.964;254.762;1
12:10:21.988;254.266;1
12:10:22.012;254.074;1
12:10:22.034;254.916;1
12:10:22.057;254.455;1
12:10:22.083;253.957;1
12:10:22.105;253.957;1
12:10:22.126;255.071;1
12:10:22.150;254.146;1
12:10:22.172;254.724;1
12:10:22.194;254.072;1
12:10:22.217;254.305;1
12:10:22.240;254.146;1
12:10:22.263;254.146;1
12:10:22.287;255.148;1
12:10:22.309;253.65;1
12:10:22.332;254.148;1
12:10:22.355;254.605;1
12:10:22.381;254.149;1
12:10:22.404;254.149;1
12:10:22.425;254.534;1
12:10:22.447;253.803;1
12:10:22.471;254.262;1
12:10:22.495;254.338;1
12:10:22.517;254.53;1
12:10:22.540;254.53;1
12:10:22.563;254.183;1
12:10:22.587;254.107;1
12:10:22.609;254.266;1
12:10:22.632;254.494;1
12:10:22.655;254.529;1
12:10:22.678;254.529;1
12:10:22.701;255.454;1
12:10:22.724;254.19;1
12:10:22.749;254.992;1
12:10:22.770;254.609;1
12:10:22.795;254.842;1
12:10:22.816;254.842;1
12:10:22.841;254.61;1
