TimeStamp;Температура топливного газа перед СК (перед расходомерным устройством) (поз. Ттг);0 - Bad, 1 - Good
12:10:05.933;8.951;1
12:10:05.956;8.951;1
12:10:05.980;8.951;1
12:10:06.002;8.951;1
12:10:06.025;8.951;1
12:10:06.048;8.951;1
12:10:06.071;8.951;1
12:10:06.094;8.951;1
12:10:06.117;8.951;1
12:10:06.140;8.951;1
12:10:06.163;8.951;1
12:10:06.187;8.951;1
12:10:06.209;9.022;1
12:10:06.232;9.022;1
12:10:06.255;9.022;1
12:10:06.280;9.022;1
12:10:06.301;9.022;1
12:10:06.324;9.022;1
12:10:06.350;9.022;1
12:10:06.370;9.022;1
12:10:06.393;9.022;1
12:10:06.416;9.022;1
12:10:06.439;9.022;1
12:10:06.465;9.022;1
12:10:06.485;9.022;1
12:10:06.508;8.975;1
12:10:06.531;8.975;1
12:10:06.554;8.975;1
12:10:06.577;8.975;1
12:10:06.600;8.975;1
12:10:06.623;8.975;1
12:10:06.646;8.975;1
12:10:06.669;8.975;1
12:10:06.692;8.975;1
12:10:06.715;8.975;1
12:10:06.738;8.975;1
12:10:06.761;8.975;1
12:10:06.784;8.975;1
12:10:06.809;8.975;1
12:10:06.831;8.975;1
12:10:06.854;8.975;1
12:10:06.876;8.975;1
12:10:06.899;8.975;1
12:10:06.922;8.975;1
12:10:06.945;8.975;1
12:10:06.968;8.975;1
12:10:06.991;8.975;1
12:10:07.016;8.975;1
12:10:07.039;8.975;1
12:10:07.061;8.975;1
12:10:07.086;8.975;1
12:10:07.108;8.975;1
12:10:07.131;8.975;1
12:10:07.154;8.975;1
12:10:07.175;8.975;1
12:10:07.200;8.975;1
12:10:07.222;8.975;1
12:10:07.244;8.975;1
12:10:07.269;8.975;1
12:10:07.291;8.975;1
12:10:07.314;8.975;1
12:10:07.337;8.975;1
12:10:07.359;8.975;1
12:10:07.387;8.975;1
12:10:07.407;8.975;1
12:10:07.428;8.975;1
12:10:07.452;8.975;1
12:10:07.474;8.975;1
12:10:07.497;8.975;1
12:10:07.520;8.975;1
12:10:07.543;8.975;1
12:10:07.569;8.975;1
12:10:07.589;8.975;1
12:10:07.612;8.975;1
12:10:07.635;8.975;1
12:10:07.658;8.975;1
12:10:07.681;8.975;1
12:10:07.707;9.046;1
12:10:07.729;9.046;1
12:10:07.752;9.046;1
12:10:07.774;9.046;1
12:10:07.798;9.046;1
12:10:07.819;9.046;1
12:10:07.842;9.046;1
12:10:07.865;9.046;1
12:10:07.890;9.046;1
12:10:07.912;9.046;1
12:10:07.935;9.046;1
12:10:07.957;9.046;1
12:10:07.982;9.046;1
12:10:08.005;9.046;1
12:10:08.028;9.046;1
12:10:08.051;9.046;1
12:10:08.073;9.046;1
12:10:08.095;9.046;1
12:10:08.119;9.046;1
12:10:08.143;9.046;1
12:10:08.166;9.046;1
12:10:08.188;9.046;1
12:10:08.211;9.046;1
12:10:08.233;9.046;1
12:10:08.257;9.046;1
12:10:08.281;9.046;1
12:10:08.304;9.046;1
12:10:08.325;9.046;1
12:10:08.349;9.046;1
12:10:08.372;9.069;1
12:10:08.395;9.069;1
12:10:08.417;9.069;1
12:10:08.440;9.069;1
12:10:08.464;9.069;1
12:10:08.489;9.069;1
12:10:08.513;9.069;1
12:10:08.533;9.069;1
12:10:08.555;9.069;1
12:10:08.580;9.069;1
12:10:08.601;9.069;1
12:10:08.625;9.069;1
12:10:08.647;9.069;1
12:10:08.670;9.069;1
12:10:08.693;9.069;1
12:10:08.719;9.069;1
12:10:08.739;9.069;1
12:10:08.764;9.069;1
12:10:08.790;9.069;1
12:10:08.808;9.069;1
12:10:08.831;9.069;1
12:10:08.856;9.069;1
12:10:08.878;9.069;1
12:10:08.900;9.069;1
12:10:08.924;9.069;1
12:10:08.949;9.069;1
12:10:08.970;9.069;1
12:10:08.993;9.069;1
12:10:09.017;9.069;1
12:10:09.040;9.069;1
12:10:09.062;9.069;1
12:10:09.088;9.069;1
12:10:09.109;9.069;1
12:10:09.131;9.069;1
12:10:09.155;9.069;1
12:10:09.178;9.069;1
12:10:09.199;9.069;1
12:10:09.225;9.069;1
12:10:09.246;9.069;1
12:10:09.271;9.069;1
12:10:09.293;9.069;1
12:10:09.317;9.069;1
12:10:09.340;9.069;1
12:10:09.362;9.069;1
12:10:09.386;9.069;1
12:10:09.409;9.069;1
12:10:09.431;9.069;1
12:10:09.455;9.069;1
12:10:09.476;9.069;1
12:10:09.502;9.069;1
12:10:09.522;9.069;1
12:10:09.547;9.069;1
12:10:09.571;9.069;1
12:10:09.592;9.069;1
12:10:09.614;9.069;1
12:10:09.637;9.093;1
12:10:09.663;9.093;1
12:10:09.687;9.093;1
12:10:09.707;9.093;1
12:10:09.731;9.093;1
12:10:09.753;9.093;1
12:10:09.778;9.093;1
12:10:09.800;9.093;1
12:10:09.824;9.093;1
12:10:09.846;9.093;1
12:10:09.868;9.093;1
12:10:09.890;9.093;1
12:10:09.913;9.093;1
12:10:09.937;9.093;1
12:10:09.960;9.093;1
12:10:09.984;9.093;1
12:10:10.008;9.093;1
12:10:10.031;9.093;1
12:10:10.051;9.093;1
12:10:10.074;9.093;1
12:10:10.098;9.093;1
12:10:10.123;9.093;1
12:10:10.145;9.093;1
12:10:10.167;9.093;1
12:10:10.189;9.093;1
12:10:10.212;9.093;1
12:10:10.235;9.093;1
12:10:10.260;9.14;1
12:10:10.283;9.14;1
12:10:10.303;9.14;1
12:10:10.326;9.14;1
12:10:10.349;9.14;1
12:10:10.372;9.14;1
12:10:10.395;9.14;1
12:10:10.418;9.14;1
12:10:10.441;9.14;1
12:10:10.464;9.14;1
12:10:10.487;9.14;1
12:10:10.510;9.14;1
12:10:10.533;9.14;1
12:10:10.556;9.14;1
12:10:10.580;9.164;1
12:10:10.602;9.164;1
12:10:10.628;9.164;1
12:10:10.650;9.164;1
12:10:10.671;9.164;1
12:10:10.695;9.164;1
12:10:10.719;9.164;1
12:10:10.740;9.164;1
12:10:10.763;9.164;1
12:10:10.786;9.164;1
12:10:10.810;9.164;1
12:10:10.833;9.164;1
12:10:10.855;9.164;1
12:10:10.880;9.164;1
12:10:10.901;9.14;1
12:10:10.924;9.14;1
12:10:10.947;9.14;1
12:10:10.972;9.14;1
12:10:10.994;9.14;1
12:10:11.017;9.14;1
12:10:11.039;9.14;1
12:10:11.065;9.14;1
12:10:11.088;9.14;1
12:10:11.110;9.14;1
12:10:11.131;9.14;1
12:10:11.155;9.14;1
12:10:11.179;9.14;1
12:10:11.200;9.14;1
12:10:11.226;9.164;1
12:10:11.248;9.164;1
12:10:11.270;9.164;1
12:10:11.294;9.164;1
12:10:11.317;9.164;1
12:10:11.338;9.164;1
12:10:11.361;9.164;1
12:10:11.385;9.164;1
12:10:11.407;9.164;1
12:10:11.430;9.164;1
12:10:11.453;9.164;1
12:10:11.477;9.164;1
12:10:11.499;9.164;1
12:10:11.523;9.164;1
12:10:11.545;9.211;1
12:10:11.569;9.211;1
12:10:11.592;9.211;1
12:10:11.614;9.211;1
12:10:11.640;9.211;1
12:10:11.662;9.211;1
12:10:11.684;9.211;1
12:10:11.706;9.211;1
12:10:11.729;9.211;1
12:10:11.753;9.211;1
12:10:11.775;9.211;1
12:10:11.798;9.211;1
12:10:11.822;9.211;1
12:10:11.844;9.211;1
12:10:11.869;9.188;1
12:10:11.891;9.188;1
12:10:11.914;9.188;1
12:10:11.937;9.188;1
12:10:11.959;9.188;1
12:10:11.987;9.188;1
12:10:12.007;9.188;1
12:10:12.030;9.188;1
12:10:12.052;9.188;1
12:10:12.074;9.188;1
12:10:12.097;9.188;1
12:10:12.120;9.188;1
12:10:12.143;9.188;1
12:10:12.169;9.188;1
12:10:12.189;9.188;1
12:10:12.212;9.188;1
12:10:12.235;9.188;1
12:10:12.258;9.188;1
12:10:12.284;9.188;1
12:10:12.306;9.188;1
12:10:12.329;9.188;1
12:10:12.351;9.188;1
12:10:12.375;9.188;1
12:10:12.398;9.188;1
12:10:12.422;9.188;1
12:10:12.444;9.188;1
12:10:12.466;9.188;1
12:10:12.488;9.235;1
12:10:12.511;9.235;1
12:10:12.535;9.235;1
12:10:12.558;9.235;1
12:10:12.583;9.235;1
12:10:12.604;9.235;1
12:10:12.628;9.235;1
12:10:12.650;9.235;1
12:10:12.674;9.235;1
12:10:12.695;9.235;1
12:10:12.719;9.235;1
12:10:12.741;9.235;1
12:10:12.767;9.235;1
12:10:12.789;9.235;1
12:10:12.810;9.235;1
12:10:12.834;9.235;1
12:10:12.858;9.235;1
12:10:12.884;9.235;1
12:10:12.905;9.235;1
12:10:12.925;9.235;1
12:10:12.948;9.235;1
12:10:12.971;9.235;1
12:10:12.996;9.235;1
12:10:13.020;9.235;1
12:10:13.041;9.235;1
12:10:13.065;9.235;1
12:10:13.086;9.235;1
12:10:13.112;9.235;1
12:10:13.134;9.235;1
12:10:13.156;9.235;1
12:10:13.180;9.235;1
12:10:13.202;9.235;1
12:10:13.226;9.235;1
12:10:13.249;9.235;1
12:10:13.272;9.235;1
12:10:13.295;9.235;1
12:10:13.317;9.235;1
12:10:13.339;9.235;1
12:10:13.362;9.235;1
12:10:13.386;9.235;1
12:10:13.409;9.235;1
12:10:13.431;9.235;1
12:10:13.455;9.235;1
12:10:13.479;9.235;1
12:10:13.502;9.235;1
12:10:13.525;9.235;1
12:10:13.547;9.235;1
12:10:13.569;9.235;1
12:10:13.594;9.235;1
12:10:13.617;9.235;1
12:10:13.641;9.235;1
12:10:13.661;9.235;1
12:10:13.686;9.235;1
12:10:13.707;9.235;1
12:10:13.730;9.235;1
12:10:13.754;9.235;1
12:10:13.777;9.306;1
12:10:13.799;9.306;1
12:10:13.824;9.306;1
12:10:13.845;9.306;1
12:10:13.869;9.306;1
12:10:13.893;9.306;1
12:10:13.914;9.306;1
12:10:13.938;9.306;1
12:10:13.961;9.306;1
12:10:13.984;9.306;1
12:10:14.009;9.306;1
12:10:14.031;9.306;1
12:10:14.053;9.306;1
12:10:14.075;9.306;1
12:10:14.101;9.282;1
12:10:14.122;9.282;1
12:10:14.147;9.282;1
12:10:14.167;9.282;1
12:10:14.191;9.282;1
12:10:14.215;9.282;1
12:10:14.239;9.282;1
12:10:14.261;9.282;1
12:10:14.284;9.282;1
12:10:14.305;9.282;1
12:10:14.328;9.282;1
12:10:14.352;9.282;1
12:10:14.374;9.282;1
12:10:14.397;9.282;1
12:10:14.421;9.306;1
12:10:14.446;9.306;1
12:10:14.468;9.306;1
12:10:14.491;9.306;1
12:10:14.513;9.306;1
12:10:14.535;9.306;1
12:10:14.561;9.306;1
12:10:14.584;9.306;1
12:10:14.607;9.306;1
12:10:14.630;9.306;1
12:10:14.651;9.306;1
12:10:14.675;9.306;1
12:10:14.696;9.306;1
12:10:14.722;9.306;1
12:10:14.743;9.306;1
12:10:14.766;9.306;1
12:10:14.790;9.306;1
12:10:14.811;9.306;1
12:10:14.834;9.306;1
12:10:14.857;9.306;1
12:10:14.883;9.306;1
12:10:14.904;9.306;1
12:10:14.926;9.306;1
12:10:14.949;9.306;1
12:10:14.973;9.306;1
12:10:14.995;9.306;1
12:10:15.020;9.306;1
12:10:15.043;9.306;1
12:10:15.065;9.329;1
12:10:15.087;9.329;1
12:10:15.111;9.329;1
12:10:15.135;9.329;1
12:10:15.157;9.329;1
12:10:15.181;9.329;1
12:10:15.205;9.329;1
12:10:15.226;9.329;1
12:10:15.248;9.329;1
12:10:15.272;9.329;1
12:10:15.295;9.329;1
12:10:15.319;9.329;1
12:10:15.342;9.329;1
12:10:15.365;9.329;1
12:10:15.390;9.329;1
12:10:15.411;9.329;1
12:10:15.434;9.329;1
12:10:15.457;9.329;1
12:10:15.480;9.329;1
12:10:15.504;9.329;1
12:10:15.525;9.329;1
12:10:15.547;9.329;1
12:10:15.571;9.329;1
12:10:15.593;9.329;1
12:10:15.617;9.329;1
12:10:15.639;9.329;1
12:10:15.662;9.329;1
12:10:15.687;9.329;1
12:10:15.711;9.329;1
12:10:15.732;9.329;1
12:10:15.756;9.329;1
12:10:15.779;9.329;1
12:10:15.803;9.329;1
12:10:15.826;9.329;1
12:10:15.849;9.329;1
12:10:15.869;9.329;1
12:10:15.894;9.329;1
12:10:15.916;9.329;1
12:10:15.940;9.329;1
12:10:15.963;9.329;1
12:10:15.988;9.329;1
12:10:16.009;9.329;1
12:10:16.032;9.329;1
12:10:16.055;9.329;1
12:10:16.077;9.329;1
12:10:16.100;9.329;1
12:10:16.123;9.329;1
12:10:16.146;9.329;1
12:10:16.169;9.329;1
12:10:16.192;9.329;1
12:10:16.215;9.353;1
12:10:16.238;9.353;1
12:10:16.261;9.353;1
12:10:16.285;9.353;1
12:10:16.308;9.353;1
12:10:16.331;9.353;1
12:10:16.353;9.353;1
12:10:16.376;9.353;1
12:10:16.401;9.353;1
12:10:16.425;9.353;1
12:10:16.446;9.353;1
12:10:16.470;9.353;1
12:10:16.492;9.353;1
12:10:16.514;9.353;1
12:10:16.539;9.353;1
12:10:16.561;9.376;1
12:10:16.587;9.376;1
12:10:16.607;9.376;1
12:10:16.630;9.376;1
12:10:16.653;9.376;1
12:10:16.677;9.376;1
12:10:16.699;9.376;1
12:10:16.722;9.376;1
12:10:16.744;9.376;1
12:10:16.767;9.376;1
12:10:16.790;9.376;1
12:10:16.813;9.376;1
12:10:16.836;9.376;1
12:10:16.859;9.376;1
12:10:16.883;9.376;1
12:10:16.904;9.4;1
12:10:16.927;9.4;1
12:10:16.950;9.4;1
12:10:16.973;9.4;1
12:10:16.996;9.4;1
12:10:17.019;9.4;1
12:10:17.042;9.4;1
12:10:17.065;9.4;1
12:10:17.089;9.4;1
12:10:17.111;9.4;1
12:10:17.134;9.4;1
12:10:17.157;9.4;1
12:10:17.182;9.4;1
12:10:17.205;9.4;1
12:10:17.228;9.376;1
12:10:17.249;9.376;1
12:10:17.273;9.376;1
12:10:17.296;9.376;1
12:10:17.318;9.376;1
12:10:17.342;9.376;1
12:10:17.364;9.376;1
12:10:17.387;9.376;1
12:10:17.413;9.376;1
12:10:17.435;9.376;1
12:10:17.456;9.376;1
12:10:17.481;9.376;1
12:10:17.503;9.376;1
12:10:17.525;9.376;1
12:10:17.548;9.376;1
12:10:17.571;9.376;1
12:10:17.594;9.376;1
12:10:17.617;9.376;1
12:10:17.642;9.376;1
12:10:17.664;9.376;1
12:10:17.686;9.376;1
12:10:17.709;9.376;1
12:10:17.732;9.376;1
12:10:17.755;9.376;1
12:10:17.780;9.376;1
12:10:17.801;9.376;1
12:10:17.824;9.376;1
12:10:17.847;9.4;1
12:10:17.870;9.4;1
12:10:17.894;9.4;1
12:10:17.917;9.4;1
12:10:17.940;9.4;1
12:10:17.963;9.4;1
12:10:17.988;9.4;1
12:10:18.008;9.4;1
12:10:18.031;9.4;1
12:10:18.056;9.4;1
12:10:18.079;9.4;1
12:10:18.103;9.4;1
12:10:18.123;9.4;1
12:10:18.148;9.424;1
12:10:18.169;9.424;1
12:10:18.194;9.424;1
12:10:18.216;9.424;1
12:10:18.238;9.424;1
12:10:18.264;9.424;1
12:10:18.284;9.424;1
12:10:18.307;9.424;1
12:10:18.331;9.424;1
12:10:18.354;9.424;1
12:10:18.378;9.424;1
12:10:18.401;9.424;1
12:10:18.423;9.424;1
12:10:18.445;9.447;1
12:10:18.471;9.447;1
12:10:18.492;9.447;1
12:10:18.514;9.447;1
12:10:18.540;9.447;1
12:10:18.561;9.447;1
12:10:18.585;9.447;1
12:10:18.608;9.447;1
12:10:18.629;9.447;1
12:10:18.652;9.447;1
12:10:18.675;9.447;1
12:10:18.698;9.447;1
12:10:18.722;9.447;1
12:10:18.745;9.447;1
12:10:18.767;9.471;1
12:10:18.791;9.471;1
12:10:18.815;9.471;1
12:10:18.836;9.471;1
12:10:18.862;9.471;1
12:10:18.884;9.471;1
12:10:18.908;9.471;1
12:10:18.928;9.471;1
12:10:18.953;9.471;1
12:10:18.974;9.471;1
12:10:18.998;9.471;1
12:10:19.022;9.471;1
12:10:19.043;9.471;1
12:10:19.069;9.471;1
12:10:19.089;9.495;1
12:10:19.112;9.495;1
12:10:19.138;9.495;1
12:10:19.158;9.495;1
12:10:19.184;9.495;1
12:10:19.204;9.495;1
12:10:19.227;9.495;1
12:10:19.250;9.495;1
12:10:19.275;9.495;1
12:10:19.296;9.495;1
12:10:19.322;9.495;1
12:10:19.342;9.495;1
12:10:19.368;9.495;1
12:10:19.388;9.495;1
12:10:19.412;9.495;1
12:10:19.435;9.495;1
12:10:19.459;9.495;1
12:10:19.483;9.495;1
12:10:19.506;9.495;1
12:10:19.528;9.495;1
12:10:19.550;9.495;1
12:10:19.574;9.495;1
12:10:19.595;9.495;1
12:10:19.619;9.495;1
12:10:19.641;9.495;1
12:10:19.664;9.495;1
12:10:19.689;9.495;1
12:10:19.710;9.495;1
12:10:19.733;9.495;1
12:10:19.756;9.495;1
12:10:19.781;9.495;1
12:10:19.803;9.495;1
12:10:19.825;9.495;1
12:10:19.850;9.495;1
12:10:19.871;9.495;1
12:10:19.894;9.495;1
12:10:19.917;9.495;1
12:10:19.940;9.495;1
12:10:19.963;9.495;1
12:10:19.986;9.495;1
12:10:20.010;9.495;1
12:10:20.034;9.495;1
12:10:20.056;9.495;1
12:10:20.084;9.518;1
12:10:20.104;9.518;1
12:10:20.124;9.518;1
12:10:20.149;9.518;1
12:10:20.171;9.518;1
12:10:20.193;9.518;1
12:10:20.216;9.518;1
12:10:20.242;9.518;1
12:10:20.262;9.518;1
12:10:20.288;9.518;1
12:10:20.310;9.518;1
12:10:20.331;9.518;1
12:10:20.355;9.518;1
12:10:20.379;9.518;1
12:10:20.400;9.495;1
12:10:20.423;9.495;1
12:10:20.447;9.495;1
12:10:20.469;9.495;1
12:10:20.492;9.495;1
12:10:20.515;9.495;1
12:10:20.540;9.495;1
12:10:20.562;9.495;1
12:10:20.587;9.495;1
12:10:20.607;9.495;1
12:10:20.630;9.495;1
12:10:20.653;9.495;1
12:10:20.676;9.495;1
12:10:20.699;9.495;1
12:10:20.722;9.518;1
12:10:20.745;9.518;1
12:10:20.768;9.518;1
12:10:20.791;9.518;1
12:10:20.815;9.518;1
12:10:20.839;9.518;1
12:10:20.860;9.518;1
12:10:20.886;9.518;1
12:10:20.907;9.518;1
12:10:20.930;9.518;1
12:10:20.954;9.518;1
12:10:20.977;9.518;1
12:10:20.999;9.518;1
12:10:21.022;9.565;1
12:10:21.044;9.565;1
12:10:21.068;9.565;1
12:10:21.091;9.565;1
12:10:21.113;9.565;1
12:10:21.136;9.565;1
12:10:21.159;9.565;1
12:10:21.182;9.565;1
12:10:21.206;9.565;1
12:10:21.228;9.565;1
12:10:21.251;9.565;1
12:10:21.274;9.565;1
12:10:21.300;9.565;1
12:10:21.320;9.565;1
12:10:21.345;9.565;1
12:10:21.369;9.565;1
12:10:21.390;9.565;1
12:10:21.413;9.565;1
12:10:21.435;9.565;1
12:10:21.459;9.565;1
12:10:21.483;9.565;1
12:10:21.507;9.565;1
12:10:21.528;9.565;1
12:10:21.550;9.565;1
12:10:21.573;9.565;1
12:10:21.597;9.565;1
12:10:21.621;9.565;1
12:10:21.643;9.542;1
12:10:21.665;9.542;1
12:10:21.688;9.542;1
12:10:21.712;9.542;1
12:10:21.735;9.542;1
12:10:21.757;9.542;1
12:10:21.784;9.542;1
12:10:21.803;9.542;1
12:10:21.829;9.542;1
12:10:21.850;9.542;1
12:10:21.873;9.542;1
12:10:21.896;9.542;1
12:10:21.920;9.542;1
12:10:21.942;9.542;1
12:10:21.964;9.542;1
12:10:21.988;9.565;1
12:10:22.012;9.565;1
12:10:22.034;9.565;1
12:10:22.057;9.565;1
12:10:22.083;9.565;1
12:10:22.105;9.565;1
12:10:22.126;9.565;1
12:10:22.150;9.565;1
12:10:22.172;9.565;1
12:10:22.194;9.565;1
12:10:22.217;9.565;1
12:10:22.240;9.565;1
12:10:22.263;9.565;1
12:10:22.287;9.565;1
12:10:22.309;9.636;1
12:10:22.332;9.636;1
12:10:22.355;9.636;1
12:10:22.381;9.636;1
12:10:22.404;9.636;1
12:10:22.425;9.636;1
12:10:22.447;9.636;1
12:10:22.471;9.636;1
12:10:22.495;9.636;1
12:10:22.517;9.636;1
12:10:22.540;9.636;1
12:10:22.563;9.636;1
12:10:22.587;9.636;1
12:10:22.609;9.636;1
12:10:22.632;9.636;1
12:10:22.655;9.636;1
12:10:22.678;9.636;1
12:10:22.701;9.636;1
12:10:22.724;9.636;1
12:10:22.749;9.636;1
12:10:22.770;9.636;1
12:10:22.795;9.636;1
