TimeStamp;Вибрация промежуточного корпуса газогенератора (гориз.) (поз. В1);0 - Bad, 1 - Good
12:10:06.140;1.994;1
12:10:06.163;1.999;1
12:10:06.187;1.999;1
12:10:06.209;1.997;1
12:10:06.232;1.994;1
12:10:06.255;1.994;1
12:10:06.280;1.999;1
12:10:06.301;1.999;1
12:10:06.324;2.002;1
12:10:06.350;2.004;1
12:10:06.370;2.009;1
12:10:06.393;2.009;1
12:10:06.416;2.006;1
12:10:06.439;2.006;1
12:10:06.465;2.009;1
12:10:06.485;2.011;1
12:10:06.508;2.004;1
12:10:06.531;2.009;1
12:10:06.554;2.009;1
12:10:06.577;2.009;1
12:10:06.600;2.006;1
12:10:06.623;2.011;1
12:10:06.646;2.011;1
12:10:06.669;2.014;1
12:10:06.692;2.014;1
12:10:06.715;2.014;1
12:10:06.738;2.014;1
12:10:06.761;2.011;1
12:10:06.784;2.006;1
12:10:06.809;2.011;1
12:10:06.831;2.014;1
12:10:06.854;2.014;1
12:10:06.876;2.016;1
12:10:06.899;2.016;1
12:10:06.922;2.016;1
12:10:06.945;2.019;1
12:10:06.968;2.019;1
12:10:06.991;2.019;1
12:10:07.016;2.019;1
12:10:07.039;2.016;1
12:10:07.061;2.016;1
12:10:07.086;2.016;1
12:10:07.108;2.011;1
12:10:07.131;2.011;1
12:10:07.154;2.011;1
12:10:07.175;2.016;1
12:10:07.200;2.016;1
12:10:07.222;2.016;1
12:10:07.244;2.011;1
12:10:07.269;2.011;1
12:10:07.291;2.011;1
12:10:07.314;2.014;1
12:10:07.337;2.014;1
12:10:07.359;2.014;1
12:10:07.387;2.009;1
12:10:07.407;2.009;1
12:10:07.428;2.009;1
12:10:07.452;2.009;1
12:10:07.474;2.009;1
12:10:07.497;2.009;1
12:10:07.520;2.011;1
12:10:07.543;2.011;1
12:10:07.569;2.011;1
12:10:07.589;2.006;1
12:10:07.612;2.009;1
12:10:07.635;2.009;1
12:10:07.658;2.016;1
12:10:07.681;2.016;1
12:10:07.707;2.016;1
12:10:07.729;2.016;1
12:10:07.752;2.016;1
12:10:07.774;2.019;1
12:10:07.798;2.021;1
12:10:07.819;2.021;1
12:10:07.842;2.024;1
12:10:07.865;2.019;1
12:10:07.890;2.019;1
12:10:07.912;2.026;1
12:10:07.935;2.031;1
12:10:07.957;2.031;1
12:10:07.982;2.031;1
12:10:08.005;2.026;1
12:10:08.028;2.026;1
12:10:08.051;2.028;1
12:10:08.073;2.028;1
12:10:08.095;2.028;1
12:10:08.119;2.026;1
12:10:08.143;2.026;1
12:10:08.166;2.021;1
12:10:08.188;2.024;1
12:10:08.211;2.019;1
12:10:08.233;2.019;1
12:10:08.257;2.019;1
12:10:08.281;2.024;1
12:10:08.304;2.024;1
12:10:08.325;2.014;1
12:10:08.349;2.019;1
12:10:08.372;2.014;1
12:10:08.395;2.014;1
12:10:08.417;2.016;1
12:10:08.440;2.016;1
12:10:08.464;2.014;1
12:10:08.489;2.009;1
12:10:08.513;2.016;1
12:10:08.533;2.016;1
12:10:08.555;2.016;1
12:10:08.580;2.016;1
12:10:08.601;2.016;1
12:10:08.625;2.014;1
12:10:08.647;2.016;1
12:10:08.670;2.016;1
12:10:08.693;2.019;1
12:10:08.719;2.016;1
12:10:08.739;2.016;1
12:10:08.764;2.019;1
12:10:08.790;2.019;1
12:10:08.808;2.019;1
12:10:08.831;2.011;1
12:10:08.856;2.011;1
12:10:08.878;2.016;1
12:10:08.900;2.021;1
12:10:08.924;2.021;1
12:10:08.949;2.021;1
12:10:08.970;2.016;1
12:10:08.993;2.014;1
12:10:09.017;2.019;1
12:10:09.040;2.019;1
12:10:09.062;2.019;1
12:10:09.088;2.021;1
12:10:09.109;2.021;1
12:10:09.131;2.024;1
12:10:09.155;2.016;1
12:10:09.178;2.016;1
12:10:09.199;2.016;1
12:10:09.225;2.016;1
12:10:09.246;2.021;1
12:10:09.271;2.016;1
12:10:09.293;2.016;1
12:10:09.317;2.011;1
12:10:09.340;2.016;1
12:10:09.362;2.016;1
12:10:09.386;2.016;1
12:10:09.409;2.016;1
12:10:09.431;2.016;1
12:10:09.455;2.014;1
12:10:09.476;2.011;1
12:10:09.502;2.011;1
12:10:09.522;2.014;1
12:10:09.547;2.011;1
12:10:09.571;2.011;1
12:10:09.592;2.009;1
12:10:09.614;2.014;1
12:10:09.637;2.014;1
12:10:09.663;2.011;1
12:10:09.687;2.009;1
12:10:09.707;2.006;1
12:10:09.731;2.006;1
12:10:09.753;2.009;1
12:10:09.778;2.009;1
12:10:09.800;2.006;1
12:10:09.824;2.002;1
12:10:09.846;1.999;1
12:10:09.868;2.004;1
12:10:09.890;2.004;1
12:10:09.913;2.004;1
12:10:09.937;2.004;1
12:10:09.960;1.999;1
12:10:09.984;2.002;1
12:10:10.008;2.002;1
12:10:10.031;2.004;1
12:10:10.051;2.004;1
12:10:10.074;2.002;1
12:10:10.098;2.004;1
12:10:10.123;2.011;1
12:10:10.145;2.006;1
12:10:10.167;2.006;1
12:10:10.189;2.011;1
12:10:10.212;2.016;1
12:10:10.235;2.016;1
12:10:10.260;2.016;1
12:10:10.283;2.019;1
12:10:10.303;2.019;1
12:10:10.326;2.019;1
12:10:10.349;2.019;1
12:10:10.372;2.019;1
12:10:10.395;2.014;1
12:10:10.418;2.016;1
12:10:10.441;2.016;1
12:10:10.464;2.019;1
12:10:10.487;2.019;1
12:10:10.510;2.016;1
12:10:10.533;2.016;1
12:10:10.556;2.016;1
12:10:10.580;2.014;1
12:10:10.602;2.014;1
12:10:10.628;2.019;1
12:10:10.650;2.016;1
12:10:10.671;2.011;1
12:10:10.695;2.011;1
12:10:10.719;2.011;1
12:10:10.740;2.011;1
12:10:10.763;2.014;1
12:10:10.786;2.014;1
12:10:10.810;2.011;1
12:10:10.833;2.009;1
12:10:10.855;2.011;1
12:10:10.880;2.011;1
12:10:10.901;2.009;1
12:10:10.924;2.009;1
12:10:10.947;2.011;1
12:10:10.972;2.011;1
12:10:10.994;2.011;1
12:10:11.017;2.011;1
12:10:11.039;2.011;1
12:10:11.065;2.014;1
12:10:11.088;2.016;1
12:10:11.110;2.024;1
12:10:11.131;2.024;1
12:10:11.155;2.024;1
12:10:11.179;2.019;1
12:10:11.200;2.026;1
12:10:11.226;2.024;1
12:10:11.248;2.024;1
12:10:11.270;2.026;1
12:10:11.294;2.026;1
12:10:11.317;2.026;1
12:10:11.338;2.026;1
12:10:11.361;2.028;1
12:10:11.385;2.028;1
12:10:11.407;2.028;1
12:10:11.430;2.028;1
12:10:11.453;2.028;1
12:10:11.477;2.031;1
12:10:11.499;2.033;1
12:10:11.523;2.031;1
12:10:11.545;2.031;1
12:10:11.569;2.031;1
12:10:11.592;2.031;1
12:10:11.614;2.033;1
12:10:11.640;2.031;1
12:10:11.662;2.031;1
12:10:11.684;2.031;1
12:10:11.706;2.031;1
12:10:11.729;2.033;1
12:10:11.753;2.033;1
12:10:11.775;2.031;1
12:10:11.798;2.031;1
12:10:11.822;2.033;1
12:10:11.844;2.033;1
12:10:11.869;2.031;1
12:10:11.891;2.031;1
12:10:11.914;2.028;1
12:10:11.937;2.031;1
12:10:11.959;2.033;1
12:10:11.987;2.033;1
12:10:12.007;2.033;1
12:10:12.030;2.036;1
12:10:12.052;2.036;1
12:10:12.074;2.033;1
12:10:12.097;2.036;1
12:10:12.120;2.036;1
12:10:12.143;2.036;1
12:10:12.169;2.038;1
12:10:12.189;2.038;1
12:10:12.212;2.041;1
12:10:12.235;2.041;1
12:10:12.258;2.036;1
12:10:12.284;2.036;1
12:10:12.306;2.038;1
12:10:12.329;2.038;1
12:10:12.351;2.038;1
12:10:12.375;2.038;1
12:10:12.398;2.038;1
12:10:12.422;2.038;1
12:10:12.444;2.038;1
12:10:12.466;2.043;1
12:10:12.488;2.043;1
12:10:12.511;2.041;1
12:10:12.535;2.041;1
12:10:12.558;2.041;1
12:10:12.583;2.041;1
12:10:12.604;2.041;1
12:10:12.628;2.041;1
12:10:12.650;2.041;1
12:10:12.674;2.036;1
12:10:12.695;2.036;1
12:10:12.719;2.038;1
12:10:12.741;2.038;1
12:10:12.767;2.036;1
12:10:12.789;2.036;1
12:10:12.810;2.036;1
12:10:12.834;2.036;1
12:10:12.858;2.031;1
12:10:12.884;2.036;1
12:10:12.905;2.036;1
12:10:12.925;2.026;1
12:10:12.948;2.031;1
12:10:12.971;2.031;1
12:10:12.996;2.033;1
12:10:13.020;2.033;1
12:10:13.041;2.033;1
12:10:13.065;2.036;1
12:10:13.086;2.036;1
12:10:13.112;2.036;1
12:10:13.134;2.031;1
12:10:13.156;2.031;1
12:10:13.180;2.033;1
12:10:13.202;2.038;1
12:10:13.226;2.038;1
12:10:13.249;2.038;1
12:10:13.272;2.031;1
12:10:13.295;2.033;1
12:10:13.317;2.033;1
12:10:13.339;2.033;1
12:10:13.362;2.033;1
12:10:13.386;2.033;1
12:10:13.409;2.033;1
12:10:13.431;2.036;1
12:10:13.455;2.038;1
12:10:13.479;2.041;1
12:10:13.502;2.038;1
12:10:13.525;2.038;1
12:10:13.547;2.038;1
12:10:13.569;2.038;1
12:10:13.594;2.041;1
12:10:13.617;2.048;1
12:10:13.641;2.048;1
12:10:13.661;2.048;1
12:10:13.686;2.043;1
12:10:13.707;2.053;1
12:10:13.730;2.053;1
12:10:13.754;2.05;1
12:10:13.777;2.05;1
12:10:13.799;2.05;1
12:10:13.824;2.053;1
12:10:13.845;2.053;1
12:10:13.869;2.053;1
12:10:13.893;2.055;1
12:10:13.914;2.053;1
12:10:13.938;2.053;1
12:10:13.961;2.05;1
12:10:13.984;2.05;1
12:10:14.009;2.046;1
12:10:14.031;2.046;1
12:10:14.053;2.048;1
12:10:14.075;2.048;1
12:10:14.101;2.043;1
12:10:14.122;2.041;1
12:10:14.147;2.043;1
12:10:14.167;2.043;1
12:10:14.191;2.043;1
12:10:14.215;2.043;1
12:10:14.239;2.05;1
12:10:14.261;2.046;1
12:10:14.284;2.041;1
12:10:14.305;2.048;1
12:10:14.328;2.048;1
12:10:14.352;2.043;1
12:10:14.374;2.043;1
12:10:14.397;2.043;1
12:10:14.421;2.046;1
12:10:14.446;2.043;1
12:10:14.468;2.038;1
12:10:14.491;2.038;1
12:10:14.513;2.038;1
12:10:14.535;2.033;1
12:10:14.561;2.038;1
12:10:14.584;2.036;1
12:10:14.607;2.041;1
12:10:14.630;2.041;1
12:10:14.651;2.041;1
12:10:14.675;2.046;1
12:10:14.696;2.046;1
12:10:14.722;2.05;1
12:10:14.743;2.043;1
12:10:14.766;2.043;1
12:10:14.790;2.043;1
12:10:14.811;2.043;1
12:10:14.834;2.046;1
12:10:14.857;2.048;1
12:10:14.883;2.048;1
12:10:14.904;2.048;1
12:10:14.926;2.046;1
12:10:14.949;2.046;1
12:10:14.973;2.048;1
12:10:14.995;2.046;1
12:10:15.020;2.046;1
12:10:15.043;2.046;1
12:10:15.065;2.046;1
12:10:15.087;2.041;1
12:10:15.111;2.041;1
12:10:15.135;2.043;1
12:10:15.157;2.043;1
12:10:15.181;2.043;1
12:10:15.205;2.041;1
12:10:15.226;2.041;1
12:10:15.248;2.041;1
12:10:15.272;2.038;1
12:10:15.295;2.038;1
12:10:15.319;2.038;1
12:10:15.342;2.038;1
12:10:15.365;2.036;1
12:10:15.390;2.036;1
12:10:15.411;2.033;1
12:10:15.434;2.036;1
12:10:15.457;2.036;1
12:10:15.480;2.038;1
12:10:15.504;2.041;1
12:10:15.525;2.038;1
12:10:15.547;2.046;1
12:10:15.571;2.046;1
12:10:15.593;2.046;1
12:10:15.617;2.046;1
12:10:15.639;2.043;1
12:10:15.662;2.043;1
12:10:15.687;2.043;1
12:10:15.711;2.043;1
12:10:15.732;2.046;1
12:10:15.756;2.046;1
12:10:15.779;2.046;1
12:10:15.803;2.05;1
12:10:15.826;2.046;1
12:10:15.849;2.05;1
12:10:15.869;2.05;1
12:10:15.894;2.05;1
12:10:15.916;2.058;1
12:10:15.940;2.05;1
12:10:15.963;2.05;1
12:10:15.988;2.05;1
12:10:16.009;2.055;1
12:10:16.032;2.055;1
12:10:16.055;2.06;1
12:10:16.077;2.058;1
12:10:16.100;2.06;1
12:10:16.123;2.06;1
12:10:16.146;2.063;1
12:10:16.169;2.058;1
12:10:16.192;2.058;1
12:10:16.215;2.07;1
12:10:16.238;2.065;1
12:10:16.261;2.065;1
12:10:16.285;2.065;1
12:10:16.308;2.065;1
12:10:16.331;2.065;1
12:10:16.353;2.07;1
12:10:16.376;2.07;1
12:10:16.401;2.075;1
12:10:16.425;2.072;1
12:10:16.446;2.072;1
12:10:16.470;2.072;1
12:10:16.492;2.072;1
12:10:16.514;2.077;1
12:10:16.539;2.075;1
12:10:16.561;2.072;1
12:10:16.587;2.072;1
12:10:16.607;2.072;1
12:10:16.630;2.07;1
12:10:16.653;2.072;1
12:10:16.677;2.072;1
12:10:16.699;2.068;1
12:10:16.722;2.068;1
12:10:16.744;2.068;1
12:10:16.767;2.068;1
12:10:16.790;2.068;1
12:10:16.813;2.068;1
12:10:16.836;2.072;1
12:10:16.859;2.072;1
12:10:16.883;2.072;1
12:10:16.904;2.07;1
12:10:16.927;2.065;1
12:10:16.950;2.065;1
12:10:16.973;2.065;1
12:10:16.996;2.065;1
12:10:17.019;2.07;1
12:10:17.042;2.068;1
12:10:17.065;2.072;1
12:10:17.089;2.072;1
12:10:17.111;2.07;1
12:10:17.134;2.07;1
12:10:17.157;2.075;1
12:10:17.182;2.075;1
12:10:17.205;2.077;1
12:10:17.228;2.072;1
12:10:17.249;2.075;1
12:10:17.273;2.077;1
12:10:17.296;2.077;1
12:10:17.318;2.072;1
12:10:17.342;2.072;1
12:10:17.364;2.077;1
12:10:17.387;2.077;1
12:10:17.413;2.075;1
12:10:17.435;2.075;1
12:10:17.456;2.075;1
12:10:17.481;2.075;1
12:10:17.503;2.075;1
12:10:17.525;2.075;1
12:10:17.548;2.07;1
12:10:17.571;2.07;1
12:10:17.594;2.08;1
12:10:17.617;2.08;1
12:10:17.642;2.077;1
12:10:17.664;2.075;1
12:10:17.686;2.075;1
12:10:17.709;2.07;1
12:10:17.732;2.075;1
12:10:17.755;2.075;1
12:10:17.780;2.072;1
12:10:17.801;2.072;1
12:10:17.824;2.072;1
12:10:17.847;2.072;1
12:10:17.870;2.065;1
12:10:17.894;2.065;1
12:10:17.917;2.065;1
12:10:17.940;2.06;1
12:10:17.963;2.06;1
12:10:17.988;2.063;1
12:10:18.008;2.065;1
12:10:18.031;2.065;1
12:10:18.056;2.058;1
12:10:18.079;2.068;1
12:10:18.103;2.068;1
12:10:18.123;2.068;1
12:10:18.148;2.068;1
12:10:18.169;2.068;1
12:10:18.194;2.07;1
12:10:18.216;2.068;1
12:10:18.238;2.072;1
12:10:18.264;2.072;1
12:10:18.284;2.07;1
12:10:18.307;2.072;1
12:10:18.331;2.072;1
12:10:18.354;2.075;1
12:10:18.378;2.075;1
12:10:18.401;2.075;1
12:10:18.423;2.072;1
12:10:18.445;2.077;1
12:10:18.471;2.077;1
12:10:18.492;2.077;1
12:10:18.514;2.072;1
12:10:18.540;2.072;1
12:10:18.561;2.068;1
12:10:18.585;2.072;1
12:10:18.608;2.07;1
12:10:18.629;2.07;1
12:10:18.652;2.068;1
12:10:18.675;2.068;1
12:10:18.698;2.068;1
12:10:18.722;2.063;1
12:10:18.745;2.068;1
12:10:18.767;2.065;1
12:10:18.791;2.065;1
12:10:18.815;2.065;1
12:10:18.836;2.063;1
12:10:18.862;2.068;1
12:10:18.884;2.065;1
12:10:18.908;2.065;1
12:10:18.928;2.065;1
12:10:18.953;2.065;1
12:10:18.974;2.068;1
12:10:18.998;2.07;1
12:10:19.022;2.07;1
12:10:19.043;2.068;1
12:10:19.069;2.068;1
12:10:19.089;2.065;1
12:10:19.112;2.065;1
12:10:19.138;2.07;1
12:10:19.158;2.07;1
12:10:19.184;2.068;1
12:10:19.204;2.068;1
12:10:19.227;2.068;1
12:10:19.250;2.068;1
12:10:19.275;2.068;1
12:10:19.296;2.068;1
12:10:19.322;2.065;1
12:10:19.342;2.07;1
12:10:19.368;2.07;1
12:10:19.388;2.07;1
12:10:19.412;2.068;1
12:10:19.435;2.072;1
12:10:19.459;2.07;1
12:10:19.483;2.07;1
12:10:19.506;2.07;1
12:10:19.528;2.07;1
12:10:19.550;2.072;1
12:10:19.574;2.075;1
12:10:19.595;2.08;1
12:10:19.619;2.075;1
12:10:19.641;2.075;1
12:10:19.664;2.075;1
12:10:19.689;2.072;1
12:10:19.710;2.075;1
12:10:19.733;2.077;1
12:10:19.756;2.072;1
12:10:19.781;2.072;1
12:10:19.803;2.072;1
12:10:19.825;2.072;1
12:10:19.850;2.07;1
12:10:19.871;2.07;1
12:10:19.894;2.068;1
12:10:19.917;2.068;1
12:10:19.940;2.068;1
12:10:19.963;2.068;1
12:10:19.986;2.072;1
12:10:20.010;2.07;1
12:10:20.034;2.075;1
12:10:20.056;2.075;1
12:10:20.084;2.077;1
12:10:20.104;2.077;1
12:10:20.124;2.077;1
12:10:20.149;2.077;1
12:10:20.171;2.072;1
12:10:20.193;2.072;1
12:10:20.216;2.072;1
12:10:20.242;2.072;1
12:10:20.262;2.07;1
12:10:20.288;2.065;1
12:10:20.310;2.068;1
12:10:20.331;2.065;1
12:10:20.355;2.065;1
12:10:20.379;2.068;1
12:10:20.400;2.06;1
12:10:20.423;2.06;1
12:10:20.447;2.068;1
12:10:20.469;2.065;1
12:10:20.492;2.065;1
12:10:20.515;2.063;1
12:10:20.540;2.063;1
12:10:20.562;2.068;1
12:10:20.587;2.065;1
12:10:20.607;2.068;1
12:10:20.630;2.068;1
12:10:20.653;2.065;1
12:10:20.676;2.072;1
12:10:20.699;2.072;1
12:10:20.722;2.07;1
12:10:20.745;2.07;1
12:10:20.768;2.072;1
12:10:20.791;2.077;1
12:10:20.815;2.077;1
12:10:20.839;2.072;1
12:10:20.860;2.072;1
12:10:20.886;2.072;1
12:10:20.907;2.075;1
12:10:20.930;2.075;1
12:10:20.954;2.075;1
12:10:20.977;2.075;1
12:10:20.999;2.072;1
12:10:21.022;2.072;1
12:10:21.044;2.075;1
12:10:21.068;2.068;1
12:10:21.091;2.068;1
12:10:21.113;2.072;1
12:10:21.136;2.07;1
12:10:21.159;2.07;1
12:10:21.182;2.075;1
12:10:21.206;2.072;1
12:10:21.228;2.072;1
12:10:21.251;2.07;1
12:10:21.274;2.075;1
12:10:21.300;2.07;1
12:10:21.320;2.07;1
12:10:21.345;2.072;1
12:10:21.369;2.072;1
12:10:21.390;2.07;1
12:10:21.413;2.07;1
12:10:21.435;2.075;1
12:10:21.459;2.075;1
12:10:21.483;2.072;1
12:10:21.507;2.068;1
12:10:21.528;2.068;1
12:10:21.550;2.072;1
12:10:21.573;2.07;1
12:10:21.597;2.07;1
12:10:21.621;2.068;1
12:10:21.643;2.072;1
12:10:21.665;2.07;1
12:10:21.688;2.07;1
12:10:21.712;2.072;1
12:10:21.735;2.072;1
12:10:21.757;2.07;1
12:10:21.784;2.077;1
12:10:21.803;2.077;1
12:10:21.829;2.082;1
12:10:21.850;2.082;1
12:10:21.873;2.082;1
12:10:21.896;2.082;1
12:10:21.920;2.082;1
12:10:21.942;2.09;1
12:10:21.964;2.09;1
12:10:21.988;2.087;1
12:10:22.012;2.087;1
12:10:22.034;2.082;1
12:10:22.057;2.092;1
12:10:22.083;2.092;1
12:10:22.105;2.085;1
12:10:22.126;2.085;1
12:10:22.150;2.08;1
12:10:22.172;2.08;1
12:10:22.194;2.087;1
12:10:22.217;2.082;1
12:10:22.240;2.082;1
12:10:22.263;2.075;1
12:10:22.287;2.077;1
12:10:22.309;2.077;1
12:10:22.332;2.075;1
12:10:22.355;2.077;1
12:10:22.381;2.077;1
12:10:22.404;2.077;1
12:10:22.425;2.075;1
12:10:22.447;2.075;1
12:10:22.471;2.077;1
12:10:22.495;2.075;1
12:10:22.517;2.075;1
12:10:22.540;2.08;1
12:10:22.563;2.08;1
12:10:22.587;2.075;1
12:10:22.609;2.077;1
12:10:22.632;2.077;1
12:10:22.655;2.077;1
12:10:22.678;2.08;1
12:10:22.701;2.08;1
12:10:22.724;2.08;1
12:10:22.749;2.08;1
12:10:22.770;2.082;1
12:10:22.795;2.082;1
