TimeStamp;Температура масла в магистрали общей откачки (поз. Тм);0 - Bad, 1 - Good
12:10:03.152;21.664;1
12:10:03.174;21.664;1
12:10:03.197;21.664;1
12:10:03.220;21.664;1
12:10:03.243;21.664;1
12:10:03.266;21.664;1
12:10:03.291;21.664;1
12:10:03.312;21.664;1
12:10:03.335;21.664;1
12:10:03.358;21.664;1
12:10:03.383;21.664;1
12:10:03.405;21.664;1
12:10:03.430;21.664;1
12:10:03.452;21.664;1
12:10:03.473;21.781;1
12:10:03.497;21.781;1
12:10:03.519;21.781;1
12:10:03.542;21.781;1
12:10:03.565;21.781;1
12:10:03.588;21.781;1
12:10:03.611;21.781;1
12:10:03.634;21.781;1
12:10:03.657;21.781;1
12:10:03.683;21.781;1
12:10:03.704;21.781;1
12:10:03.728;21.781;1
12:10:03.749;21.781;1
12:10:03.772;21.781;1
12:10:03.795;21.874;1
12:10:03.818;21.874;1
12:10:03.842;21.874;1
12:10:03.863;21.874;1
12:10:03.887;21.874;1
12:10:03.912;21.874;1
12:10:03.934;21.874;1
12:10:03.955;21.874;1
12:10:03.981;21.874;1
12:10:04.004;21.874;1
12:10:04.025;21.874;1
12:10:04.050;21.874;1
12:10:04.071;21.874;1
12:10:04.095;21.874;1
12:10:04.117;21.827;1
12:10:04.140;21.827;1
12:10:04.162;21.827;1
12:10:04.186;21.827;1
12:10:04.209;21.827;1
12:10:04.231;21.827;1
12:10:04.254;21.827;1
12:10:04.278;21.827;1
12:10:04.300;21.827;1
12:10:04.324;21.827;1
12:10:04.346;21.827;1
12:10:04.369;21.827;1
12:10:04.393;21.827;1
12:10:04.415;21.827;1
12:10:04.441;21.874;1
12:10:04.461;21.874;1
12:10:04.484;21.874;1
12:10:04.507;21.874;1
12:10:04.530;21.874;1
12:10:04.553;21.874;1
12:10:04.576;21.874;1
12:10:04.600;21.874;1
12:10:04.622;21.874;1
12:10:04.646;21.874;1
12:10:04.668;21.874;1
12:10:04.692;21.874;1
12:10:04.715;21.874;1
12:10:04.738;21.874;1
12:10:04.761;21.92;1
12:10:04.786;21.92;1
12:10:04.809;21.92;1
12:10:04.832;21.92;1
12:10:04.852;21.92;1
12:10:04.876;21.92;1
12:10:04.898;21.92;1
12:10:04.922;21.92;1
12:10:04.946;21.92;1
12:10:04.969;21.92;1
12:10:04.990;21.92;1
12:10:05.015;21.92;1
12:10:05.036;21.92;1
12:10:05.062;21.827;1
12:10:05.086;21.827;1
12:10:05.105;21.827;1
12:10:05.130;21.827;1
12:10:05.151;21.827;1
12:10:05.175;21.827;1
12:10:05.198;21.827;1
12:10:05.220;21.827;1
12:10:05.246;21.827;1
12:10:05.269;21.827;1
12:10:05.290;21.827;1
12:10:05.312;21.827;1
12:10:05.335;21.827;1
12:10:05.361;21.827;1
12:10:05.387;21.92;1
12:10:05.406;21.92;1
12:10:05.427;21.92;1
12:10:05.451;21.92;1
12:10:05.474;21.92;1
12:10:05.497;21.92;1
12:10:05.521;21.92;1
12:10:05.543;21.92;1
12:10:05.565;21.92;1
12:10:05.588;21.92;1
12:10:05.612;21.92;1
12:10:05.636;21.92;1
12:10:05.657;21.92;1
12:10:05.685;21.874;1
12:10:05.705;21.874;1
12:10:05.729;21.874;1
12:10:05.750;21.874;1
12:10:05.772;21.874;1
12:10:05.795;21.874;1
12:10:05.818;21.874;1
12:10:05.841;21.874;1
12:10:05.867;21.874;1
12:10:05.887;21.874;1
12:10:05.910;21.874;1
12:10:05.933;21.874;1
12:10:05.956;21.874;1
12:10:05.980;21.874;1
12:10:06.002;21.92;1
12:10:06.025;21.92;1
12:10:06.048;21.92;1
12:10:06.071;21.92;1
12:10:06.094;21.92;1
12:10:06.117;21.92;1
12:10:06.140;21.92;1
12:10:06.163;21.92;1
12:10:06.187;21.92;1
12:10:06.209;21.92;1
12:10:06.232;21.92;1
12:10:06.255;21.92;1
12:10:06.280;21.92;1
12:10:06.301;21.92;1
12:10:06.324;21.99;1
12:10:06.350;21.99;1
12:10:06.370;21.99;1
12:10:06.393;21.99;1
12:10:06.416;21.99;1
12:10:06.439;21.99;1
12:10:06.465;21.99;1
12:10:06.485;21.99;1
12:10:06.508;21.99;1
12:10:06.531;21.99;1
12:10:06.554;21.99;1
12:10:06.577;21.99;1
12:10:06.600;21.99;1
12:10:06.623;21.99;1
12:10:06.646;21.99;1
12:10:06.669;22.083;1
12:10:06.692;22.083;1
12:10:06.715;22.083;1
12:10:06.738;22.083;1
12:10:06.761;22.083;1
12:10:06.784;22.083;1
12:10:06.809;22.083;1
12:10:06.831;22.083;1
12:10:06.854;22.083;1
12:10:06.876;22.083;1
12:10:06.899;22.083;1
12:10:06.922;22.083;1
12:10:06.945;22.083;1
12:10:06.968;22.036;1
12:10:06.991;22.036;1
12:10:07.016;22.036;1
12:10:07.039;22.036;1
12:10:07.061;22.036;1
12:10:07.086;22.036;1
12:10:07.108;22.036;1
12:10:07.131;22.036;1
12:10:07.154;22.036;1
12:10:07.175;22.036;1
12:10:07.200;22.036;1
12:10:07.222;22.036;1
12:10:07.244;22.036;1
12:10:07.269;22.036;1
12:10:07.291;22.036;1
12:10:07.314;22.106;1
12:10:07.337;22.106;1
12:10:07.359;22.106;1
12:10:07.387;22.106;1
12:10:07.407;22.106;1
12:10:07.428;22.106;1
12:10:07.452;22.106;1
12:10:07.474;22.106;1
12:10:07.497;22.106;1
12:10:07.520;22.106;1
12:10:07.543;22.106;1
12:10:07.569;22.106;1
12:10:07.589;22.106;1
12:10:07.612;22.083;1
12:10:07.635;22.083;1
12:10:07.658;22.083;1
12:10:07.681;22.083;1
12:10:07.707;22.083;1
12:10:07.729;22.083;1
12:10:07.752;22.083;1
12:10:07.774;22.083;1
12:10:07.798;22.083;1
12:10:07.819;22.083;1
12:10:07.842;22.083;1
12:10:07.865;22.083;1
12:10:07.890;22.083;1
12:10:07.912;22.083;1
12:10:07.935;22.083;1
12:10:07.957;21.967;1
12:10:07.982;21.967;1
12:10:08.005;21.967;1
12:10:08.028;21.967;1
12:10:08.051;21.967;1
12:10:08.073;21.967;1
12:10:08.095;21.967;1
12:10:08.119;21.967;1
12:10:08.143;21.967;1
12:10:08.166;21.967;1
12:10:08.188;21.967;1
12:10:08.211;21.967;1
12:10:08.233;21.967;1
12:10:08.257;21.967;1
12:10:08.281;22.152;1
12:10:08.304;22.152;1
12:10:08.325;22.152;1
12:10:08.349;22.152;1
12:10:08.372;22.152;1
12:10:08.395;22.152;1
12:10:08.417;22.152;1
12:10:08.440;22.152;1
12:10:08.464;22.152;1
12:10:08.489;22.152;1
12:10:08.513;22.152;1
12:10:08.533;22.152;1
12:10:08.555;22.152;1
12:10:08.580;22.152;1
12:10:08.601;22.152;1
12:10:08.625;22.176;1
12:10:08.647;22.176;1
12:10:08.670;22.176;1
12:10:08.693;22.176;1
12:10:08.719;22.176;1
12:10:08.739;22.176;1
12:10:08.764;22.176;1
12:10:08.790;22.176;1
12:10:08.808;22.176;1
12:10:08.831;22.176;1
12:10:08.856;22.176;1
12:10:08.878;22.199;1
12:10:08.900;22.199;1
12:10:08.924;22.199;1
12:10:08.949;22.199;1
12:10:08.970;22.199;1
12:10:08.993;22.199;1
12:10:09.017;22.199;1
12:10:09.040;22.199;1
12:10:09.062;22.199;1
12:10:09.088;22.199;1
12:10:09.109;22.199;1
12:10:09.131;22.199;1
12:10:09.155;22.199;1
12:10:09.178;22.199;1
12:10:09.199;22.152;1
12:10:09.225;22.152;1
12:10:09.246;22.152;1
12:10:09.271;22.152;1
12:10:09.293;22.152;1
12:10:09.317;22.152;1
12:10:09.340;22.152;1
12:10:09.362;22.152;1
12:10:09.386;22.152;1
12:10:09.409;22.152;1
12:10:09.431;22.152;1
12:10:09.455;22.152;1
12:10:09.476;22.152;1
12:10:09.502;22.152;1
12:10:09.522;22.269;1
12:10:09.547;22.269;1
12:10:09.571;22.269;1
12:10:09.592;22.269;1
12:10:09.614;22.269;1
12:10:09.637;22.269;1
12:10:09.663;22.269;1
12:10:09.687;22.269;1
12:10:09.707;22.269;1
12:10:09.731;22.269;1
12:10:09.753;22.269;1
12:10:09.778;22.269;1
12:10:09.800;22.269;1
12:10:09.824;22.269;1
12:10:09.846;22.199;1
12:10:09.868;22.199;1
12:10:09.890;22.199;1
12:10:09.913;22.199;1
12:10:09.937;22.199;1
12:10:09.960;22.199;1
12:10:09.984;22.199;1
12:10:10.008;22.199;1
12:10:10.031;22.199;1
12:10:10.051;22.199;1
12:10:10.074;22.199;1
12:10:10.098;22.199;1
12:10:10.123;22.199;1
12:10:10.145;22.199;1
12:10:10.167;22.292;1
12:10:10.189;22.292;1
12:10:10.212;22.292;1
12:10:10.235;22.292;1
12:10:10.260;22.292;1
12:10:10.283;22.292;1
12:10:10.303;22.292;1
12:10:10.326;22.292;1
12:10:10.349;22.292;1
12:10:10.372;22.292;1
12:10:10.395;22.292;1
12:10:10.418;22.292;1
12:10:10.441;22.292;1
12:10:10.464;22.292;1
12:10:10.487;22.292;1
12:10:10.510;22.292;1
12:10:10.533;22.292;1
12:10:10.556;22.292;1
12:10:10.580;22.292;1
12:10:10.602;22.292;1
12:10:10.628;22.292;1
12:10:10.650;22.292;1
12:10:10.671;22.292;1
12:10:10.695;22.292;1
12:10:10.719;22.292;1
12:10:10.740;22.292;1
12:10:10.763;22.292;1
12:10:10.786;22.292;1
12:10:10.810;22.292;1
12:10:10.833;22.269;1
12:10:10.855;22.269;1
12:10:10.880;22.269;1
12:10:10.901;22.269;1
12:10:10.924;22.269;1
12:10:10.947;22.269;1
12:10:10.972;22.269;1
12:10:10.994;22.269;1
12:10:11.017;22.269;1
12:10:11.039;22.269;1
12:10:11.065;22.269;1
12:10:11.088;22.269;1
12:10:11.110;22.269;1
12:10:11.131;22.269;1
12:10:11.155;22.315;1
12:10:11.179;22.315;1
12:10:11.200;22.315;1
12:10:11.226;22.315;1
12:10:11.248;22.315;1
12:10:11.270;22.315;1
12:10:11.294;22.315;1
12:10:11.317;22.315;1
12:10:11.338;22.315;1
12:10:11.361;22.315;1
12:10:11.385;22.315;1
12:10:11.407;22.315;1
12:10:11.430;22.385;1
12:10:11.453;22.385;1
12:10:11.477;22.385;1
12:10:11.499;22.385;1
12:10:11.523;22.385;1
12:10:11.545;22.385;1
12:10:11.569;22.385;1
12:10:11.592;22.385;1
12:10:11.614;22.385;1
12:10:11.640;22.385;1
12:10:11.662;22.385;1
12:10:11.684;22.385;1
12:10:11.706;22.385;1
12:10:11.729;22.385;1
12:10:11.753;22.385;1
12:10:11.775;22.385;1
12:10:11.798;22.385;1
12:10:11.822;22.385;1
12:10:11.844;22.385;1
12:10:11.869;22.385;1
12:10:11.891;22.385;1
12:10:11.914;22.385;1
12:10:11.937;22.385;1
12:10:11.959;22.385;1
12:10:11.987;22.385;1
12:10:12.007;22.385;1
12:10:12.030;22.385;1
12:10:12.052;22.385;1
12:10:12.074;22.408;1
12:10:12.097;22.408;1
12:10:12.120;22.408;1
12:10:12.143;22.408;1
12:10:12.169;22.408;1
12:10:12.189;22.408;1
12:10:12.212;22.408;1
12:10:12.235;22.408;1
12:10:12.258;22.408;1
12:10:12.284;22.408;1
12:10:12.306;22.408;1
12:10:12.329;22.408;1
12:10:12.351;22.408;1
12:10:12.375;22.408;1
12:10:12.398;22.362;1
12:10:12.422;22.362;1
12:10:12.444;22.362;1
12:10:12.466;22.362;1
12:10:12.488;22.362;1
12:10:12.511;22.362;1
12:10:12.535;22.362;1
12:10:12.558;22.362;1
12:10:12.583;22.362;1
12:10:12.604;22.362;1
12:10:12.628;22.362;1
12:10:12.650;22.362;1
12:10:12.674;22.362;1
12:10:12.695;22.362;1
12:10:12.719;22.524;1
12:10:12.741;22.524;1
12:10:12.767;22.524;1
12:10:12.789;22.524;1
12:10:12.810;22.524;1
12:10:12.834;22.524;1
12:10:12.858;22.524;1
12:10:12.884;22.524;1
12:10:12.905;22.524;1
12:10:12.925;22.524;1
12:10:12.948;22.524;1
12:10:12.971;22.524;1
12:10:12.996;22.524;1
12:10:13.020;22.524;1
12:10:13.041;22.524;1
12:10:13.065;22.524;1
12:10:13.086;22.524;1
12:10:13.112;22.524;1
12:10:13.134;22.524;1
12:10:13.156;22.524;1
12:10:13.180;22.524;1
12:10:13.202;22.524;1
12:10:13.226;22.524;1
12:10:13.249;22.524;1
12:10:13.272;22.524;1
12:10:13.295;22.524;1
12:10:13.317;22.524;1
12:10:13.339;22.524;1
12:10:13.362;22.548;1
12:10:13.386;22.548;1
12:10:13.409;22.548;1
12:10:13.431;22.548;1
12:10:13.455;22.548;1
12:10:13.479;22.548;1
12:10:13.502;22.548;1
12:10:13.525;22.548;1
12:10:13.547;22.548;1
12:10:13.569;22.548;1
12:10:13.594;22.548;1
12:10:13.617;22.548;1
12:10:13.641;22.548;1
12:10:13.661;22.548;1
12:10:13.686;22.594;1
12:10:13.707;22.594;1
12:10:13.730;22.594;1
12:10:13.754;22.594;1
12:10:13.777;22.594;1
12:10:13.799;22.594;1
12:10:13.824;22.594;1
12:10:13.845;22.594;1
12:10:13.869;22.594;1
12:10:13.893;22.594;1
12:10:13.914;22.594;1
12:10:13.938;22.594;1
12:10:13.961;22.594;1
12:10:13.984;22.594;1
12:10:14.009;22.548;1
12:10:14.031;22.548;1
12:10:14.053;22.548;1
12:10:14.075;22.548;1
12:10:14.101;22.548;1
12:10:14.122;22.548;1
12:10:14.147;22.548;1
12:10:14.167;22.548;1
12:10:14.191;22.548;1
12:10:14.215;22.548;1
12:10:14.239;22.548;1
12:10:14.261;22.548;1
12:10:14.284;22.548;1
12:10:14.305;22.548;1
12:10:14.328;22.548;1
12:10:14.352;22.71;1
12:10:14.374;22.71;1
12:10:14.397;22.71;1
12:10:14.421;22.71;1
12:10:14.446;22.71;1
12:10:14.468;22.71;1
12:10:14.491;22.71;1
12:10:14.513;22.71;1
12:10:14.535;22.71;1
12:10:14.561;22.71;1
12:10:14.584;22.71;1
12:10:14.607;22.71;1
12:10:14.630;22.71;1
12:10:14.651;22.71;1
12:10:14.675;22.664;1
12:10:14.696;22.664;1
12:10:14.722;22.664;1
12:10:14.743;22.664;1
12:10:14.766;22.664;1
12:10:14.790;22.664;1
12:10:14.811;22.664;1
12:10:14.834;22.664;1
12:10:14.857;22.664;1
12:10:14.883;22.664;1
12:10:14.904;22.664;1
12:10:14.926;22.664;1
12:10:14.949;22.664;1
12:10:14.973;22.548;1
12:10:14.995;22.548;1
12:10:15.020;22.548;1
12:10:15.043;22.548;1
12:10:15.065;22.548;1
12:10:15.087;22.548;1
12:10:15.111;22.548;1
12:10:15.135;22.548;1
12:10:15.157;22.548;1
12:10:15.181;22.548;1
12:10:15.205;22.548;1
12:10:15.226;22.548;1
12:10:15.248;22.548;1
12:10:15.272;22.78;1
12:10:15.295;22.78;1
12:10:15.319;22.78;1
12:10:15.342;22.78;1
12:10:15.365;22.78;1
12:10:15.390;22.78;1
12:10:15.411;22.78;1
12:10:15.434;22.78;1
12:10:15.457;22.78;1
12:10:15.480;22.78;1
12:10:15.504;22.78;1
12:10:15.525;22.78;1
12:10:15.547;22.78;1
12:10:15.571;22.78;1
12:10:15.593;22.71;1
12:10:15.617;22.71;1
12:10:15.639;22.71;1
12:10:15.662;22.71;1
12:10:15.687;22.71;1
12:10:15.711;22.71;1
12:10:15.732;22.71;1
12:10:15.756;22.71;1
12:10:15.779;22.71;1
12:10:15.803;22.71;1
12:10:15.826;22.71;1
12:10:15.849;22.71;1
12:10:15.869;22.71;1
12:10:15.894;22.71;1
12:10:15.916;22.78;1
12:10:15.940;22.78;1
12:10:15.963;22.78;1
12:10:15.988;22.78;1
12:10:16.009;22.78;1
12:10:16.032;22.78;1
12:10:16.055;22.78;1
12:10:16.077;22.78;1
12:10:16.100;22.78;1
12:10:16.123;22.78;1
12:10:16.146;22.78;1
12:10:16.169;22.78;1
12:10:16.192;22.78;1
12:10:16.215;22.85;1
12:10:16.238;22.85;1
12:10:16.261;22.85;1
12:10:16.285;22.85;1
12:10:16.308;22.85;1
12:10:16.331;22.85;1
12:10:16.353;22.85;1
12:10:16.376;22.85;1
12:10:16.401;22.85;1
12:10:16.425;22.85;1
12:10:16.446;22.85;1
12:10:16.470;22.85;1
12:10:16.492;22.85;1
12:10:16.514;22.85;1
12:10:16.539;22.85;1
12:10:16.561;22.78;1
12:10:16.587;22.78;1
12:10:16.607;22.78;1
12:10:16.630;22.78;1
12:10:16.653;22.78;1
12:10:16.677;22.78;1
12:10:16.699;22.78;1
12:10:16.722;22.78;1
12:10:16.744;22.78;1
12:10:16.767;22.78;1
12:10:16.790;22.78;1
12:10:16.813;22.78;1
12:10:16.836;22.78;1
12:10:16.859;22.78;1
12:10:16.883;22.78;1
12:10:16.904;22.873;1
12:10:16.927;22.873;1
12:10:16.950;22.873;1
12:10:16.973;22.873;1
12:10:16.996;22.873;1
12:10:17.019;22.873;1
12:10:17.042;22.873;1
12:10:17.065;22.873;1
12:10:17.089;22.873;1
12:10:17.111;22.873;1
12:10:17.134;22.873;1
12:10:17.157;22.873;1
12:10:17.182;22.873;1
12:10:17.205;22.873;1
12:10:17.228;22.92;1
12:10:17.249;22.92;1
12:10:17.273;22.92;1
12:10:17.296;22.92;1
12:10:17.318;22.92;1
12:10:17.342;22.92;1
12:10:17.364;22.92;1
12:10:17.387;22.92;1
12:10:17.413;22.92;1
12:10:17.435;22.92;1
12:10:17.456;22.92;1
12:10:17.481;22.92;1
12:10:17.503;22.92;1
12:10:17.525;22.92;1
12:10:17.548;22.943;1
12:10:17.571;22.943;1
12:10:17.594;22.943;1
12:10:17.617;22.943;1
12:10:17.642;22.943;1
12:10:17.664;22.943;1
12:10:17.686;22.943;1
12:10:17.709;22.943;1
12:10:17.732;22.943;1
12:10:17.755;22.943;1
12:10:17.780;22.943;1
12:10:17.801;22.943;1
12:10:17.824;22.943;1
12:10:17.847;22.943;1
12:10:17.870;22.943;1
12:10:17.894;22.943;1
12:10:17.917;22.943;1
12:10:17.940;22.943;1
12:10:17.963;22.943;1
12:10:17.988;22.943;1
12:10:18.008;22.943;1
12:10:18.031;22.943;1
12:10:18.056;22.943;1
12:10:18.079;22.943;1
12:10:18.103;22.943;1
12:10:18.123;22.943;1
12:10:18.148;22.966;1
12:10:18.169;22.966;1
12:10:18.194;22.966;1
12:10:18.216;22.966;1
12:10:18.238;22.966;1
12:10:18.264;22.966;1
12:10:18.284;22.966;1
12:10:18.307;22.966;1
12:10:18.331;22.966;1
12:10:18.354;22.966;1
12:10:18.378;22.966;1
12:10:18.401;22.966;1
12:10:18.423;22.966;1
12:10:18.445;22.966;1
12:10:18.471;22.966;1
12:10:18.492;22.896;1
12:10:18.514;22.896;1
12:10:18.540;22.896;1
12:10:18.561;22.896;1
12:10:18.585;22.896;1
12:10:18.608;22.896;1
12:10:18.629;22.896;1
12:10:18.652;22.896;1
12:10:18.675;22.896;1
12:10:18.698;22.896;1
12:10:18.722;22.896;1
12:10:18.745;22.896;1
12:10:18.767;23.013;1
12:10:18.791;23.013;1
12:10:18.815;23.013;1
12:10:18.836;23.013;1
12:10:18.862;23.013;1
12:10:18.884;23.013;1
12:10:18.908;23.013;1
12:10:18.928;23.013;1
12:10:18.953;23.013;1
12:10:18.974;23.013;1
12:10:18.998;23.013;1
12:10:19.022;23.013;1
12:10:19.043;23.013;1
12:10:19.069;23.013;1
12:10:19.089;23.013;1
12:10:19.112;23.013;1
12:10:19.138;23.013;1
12:10:19.158;23.013;1
12:10:19.184;23.013;1
12:10:19.204;23.013;1
12:10:19.227;23.013;1
12:10:19.250;23.013;1
12:10:19.275;23.013;1
12:10:19.296;23.013;1
12:10:19.322;23.013;1
12:10:19.342;23.013;1
12:10:19.368;23.013;1
12:10:19.388;23.013;1
12:10:19.412;23.013;1
12:10:19.435;22.989;1
12:10:19.459;22.989;1
12:10:19.483;22.989;1
12:10:19.506;22.989;1
12:10:19.528;22.989;1
12:10:19.550;22.989;1
12:10:19.574;22.989;1
12:10:19.595;22.989;1
12:10:19.619;22.989;1
12:10:19.641;22.989;1
12:10:19.664;22.989;1
12:10:19.689;22.989;1
12:10:19.710;22.989;1
12:10:19.733;22.989;1
12:10:19.756;23.082;1
12:10:19.781;23.082;1
12:10:19.803;23.082;1
12:10:19.825;23.082;1
12:10:19.850;23.082;1
12:10:19.871;23.082;1
12:10:19.894;23.082;1
12:10:19.917;23.082;1
12:10:19.940;23.082;1
12:10:19.963;23.082;1
12:10:19.986;23.082;1
12:10:20.010;23.082;1
12:10:20.034;23.082;1
12:10:20.056;23.082;1
12:10:20.084;23.222;1
12:10:20.104;23.222;1
12:10:20.124;23.222;1
12:10:20.149;23.222;1
12:10:20.171;23.222;1
12:10:20.193;23.222;1
12:10:20.216;23.222;1
12:10:20.242;23.222;1
12:10:20.262;23.222;1
12:10:20.288;23.222;1
12:10:20.310;23.222;1
12:10:20.331;23.222;1
12:10:20.355;23.222;1
12:10:20.379;23.222;1
12:10:20.400;23.152;1
12:10:20.423;23.152;1
12:10:20.447;23.152;1
12:10:20.469;23.152;1
12:10:20.492;23.152;1
12:10:20.515;23.152;1
12:10:20.540;23.152;1
12:10:20.562;23.152;1
12:10:20.587;23.152;1
12:10:20.607;23.152;1
12:10:20.630;23.152;1
12:10:20.653;23.152;1
12:10:20.676;23.152;1
12:10:20.699;23.152;1
12:10:20.722;23.129;1
12:10:20.745;23.129;1
12:10:20.768;23.129;1
12:10:20.791;23.129;1
12:10:20.815;23.129;1
12:10:20.839;23.129;1
12:10:20.860;23.129;1
12:10:20.886;23.129;1
12:10:20.907;23.129;1
12:10:20.930;23.129;1
12:10:20.954;23.129;1
12:10:20.977;23.129;1
12:10:20.999;23.129;1
12:10:21.022;23.338;1
12:10:21.044;23.338;1
12:10:21.068;23.338;1
12:10:21.091;23.338;1
12:10:21.113;23.338;1
12:10:21.136;23.338;1
12:10:21.159;23.338;1
12:10:21.182;23.338;1
12:10:21.206;23.338;1
12:10:21.228;23.338;1
12:10:21.251;23.338;1
12:10:21.274;23.338;1
12:10:21.300;23.338;1
12:10:21.320;23.338;1
12:10:21.345;23.199;1
12:10:21.369;23.199;1
12:10:21.390;23.199;1
12:10:21.413;23.199;1
12:10:21.435;23.199;1
12:10:21.459;23.199;1
12:10:21.483;23.199;1
12:10:21.507;23.199;1
12:10:21.528;23.199;1
12:10:21.550;23.199;1
12:10:21.573;23.199;1
12:10:21.597;23.199;1
12:10:21.621;23.199;1
12:10:21.643;23.199;1
12:10:21.665;23.338;1
12:10:21.688;23.338;1
12:10:21.712;23.338;1
12:10:21.735;23.338;1
12:10:21.757;23.338;1
12:10:21.784;23.338;1
12:10:21.803;23.338;1
12:10:21.829;23.338;1
12:10:21.850;23.338;1
12:10:21.873;23.338;1
12:10:21.896;23.338;1
12:10:21.920;23.338;1
12:10:21.942;23.338;1
12:10:21.964;23.338;1
12:10:21.988;23.408;1
12:10:22.012;23.408;1
12:10:22.034;23.408;1
12:10:22.057;23.408;1
12:10:22.083;23.408;1
12:10:22.105;23.408;1
12:10:22.126;23.408;1
12:10:22.150;23.408;1
12:10:22.172;23.408;1
12:10:22.194;23.408;1
12:10:22.217;23.408;1
12:10:22.240;23.408;1
12:10:22.263;23.408;1
12:10:22.287;23.408;1
12:10:22.309;23.315;1
12:10:22.332;23.315;1
12:10:22.355;23.315;1
12:10:22.381;23.315;1
12:10:22.404;23.315;1
12:10:22.425;23.315;1
12:10:22.447;23.315;1
12:10:22.471;23.315;1
12:10:22.495;23.315;1
12:10:22.517;23.315;1
12:10:22.540;23.315;1
12:10:22.563;23.315;1
12:10:22.587;23.315;1
12:10:22.609;23.338;1
12:10:22.632;23.338;1
12:10:22.655;23.338;1
12:10:22.678;23.338;1
12:10:22.701;23.338;1
12:10:22.724;23.338;1
12:10:22.749;23.338;1
12:10:22.770;23.338;1
12:10:22.795;23.338;1
12:10:22.816;23.338;1
